cobalto;;
Long. Onda (nm);%R;
1106;16,34156609;
1105;16,35024643;
1104;16,36709213;
1103;16,37263298;
1102;16,38496017;
1101;16,39514542;
1100;16,41406822;
1099;16,41167641;
1098;16,42995262;
1097;16,44070053;
1096;16,44620514;
1095;16,46026611;
1094;16,46836281;
1093;16,48455048;
1092;16,49026489;
1091;16,50144386;
1090;16,51896667;
1089;16,52564049;
1088;16,53889275;
1087;16,54017067;
1086;16,55237961;
1085;16,56652451;
1084;16,57555389;
1083;16,58485222;
1082;16,5939579;
1081;16,59978294;
1080;16,6133976;
1079;16,62228775;
1078;16,63701248;
1077;16,64492416;
1076;16,64918709;
1075;16,66199493;
1074;16,66483307;
1073;16,67536736;
1072;16,68074799;
1071;16,69399452;
1070;16,70547485;
1069;16,71349335;
1068;16,72160721;
1067;16,72509384;
1066;16,73412704;
1065;16,74675369;
1064;16,75407219;
1063;16,76032639;
1062;16,76364136;
1061;16,77014732;
1060;16,77514267;
1059;16,78815651;
1058;16,79050636;
1057;16,79340363;
1056;16,80453491;
1055;16,81389999;
1054;16,8177166;
1053;16,82282829;
1052;16,81751633;
1051;16,82691002;
1050;16,83851051;
1049;16,85089111;
1048;16,84153175;
1047;16,85042953;
1046;16,84915352;
1045;16,85390472;
1044;16,86207199;
1043;16,86237907;
1042;16,86012459;
1041;16,85744286;
1040;16,86593819;
1039;16,87545204;
1038;16,8672657;
1037;16,87109566;
1036;16,8682785;
1035;16,87286949;
1034;16,87628937;
1033;16,87221527;
1032;16,86228561;
1031;16,86317253;
1030;16,8660717;
1029;16,86101532;
1028;16,85780144;
1027;16,85902405;
1026;16,85643578;
1025;16,85257339;
1024;16,84409142;
1023;16,83885956;
1022;16,83794212;
1021;16,83266068;
1020;16,82980728;
1019;16,82417297;
1018;16,80459976;
1017;16,80983162;
1016;16,79816437;
1015;16,79389191;
1014;16,78219986;
1013;16,77101517;
1012;16,75735283;
1011;16,74790192;
1010;16,73871994;
1009;16,73118019;
1008;16,71270561;
1007;16,70159149;
1006;16,68647003;
1005;16,66993713;
1004;16,66034508;
1003;16,64846611;
1002;16,63565445;
1001;16,61540985;
1000;16,6050148;
999;16,59197426;
998;16,58576584;
997;16,58866119;
996;16,58581161;
995;16,60555077;
994;16,62884903;
993;16,63092995;
992;16,63864326;
991;16,65618134;
990;16,67028809;
989;16,6843853;
988;16,69400787;
987;16,68774986;
986;16,6907959;
985;16,70371056;
984;16,72094727;
983;16,73369408;
982;16,73274994;
981;16,74390411;
980;16,74941063;
979;16,75494003;
978;16,77120781;
977;16,77444649;
976;16,79369736;
975;16,78595543;
974;16,80522156;
973;16,80783844;
972;16,82551956;
971;16,83597183;
970;16,84339905;
969;16,86066246;
968;16,85986519;
967;16,87005997;
966;16,88437843;
965;16,89635468;
964;16,89616013;
963;16,91145134;
962;16,91106796;
961;16,93279076;
960;16,92532539;
959;16,93086433;
958;16,92955399;
957;16,94661903;
956;16,95659447;
955;16,9442482;
954;16,95404434;
953;16,96383667;
952;16,96877861;
951;16,96378517;
950;16,98832893;
949;16,97985458;
948;16,98003578;
947;16,9799881;
946;16,98704529;
945;17,00492668;
944;17,00725174;
943;17,00911331;
942;16,99176788;
941;17,00268173;
940;17,00982475;
939;17,01793671;
938;17,00601959;
937;17,01662254;
936;17,01989937;
935;17,02160454;
934;17,02181435;
933;17,03787804;
932;17,04170799;
931;17,05243492;
930;17,05585098;
929;17,03391457;
928;17,05908966;
927;17,03069687;
926;17,05346489;
925;17,06202126;
924;17,05600548;
923;17,05546951;
922;17,04225922;
921;17,036726;
920;17,06123734;
919;17,04575157;
918;17,060709;
917;17,04164314;
916;17,04482651;
915;17,0395031;
914;17,02354813;
913;17,03744888;
912;17,0420742;
911;17,02862358;
910;17,0315609;
909;16,99570656;
908;17,00587845;
907;17,00094414;
906;17,03393745;
905;17,01836967;
904;17,00565147;
903;17,00382042;
902;17,01908112;
901;17,01173019;
900;16,99536896;
899;17,00292015;
898;16,96794701;
897;16,99543381;
896;16,97583389;
895;16,95752907;
894;16,93432236;
893;16,96584511;
892;16,99065781;
891;16,94379807;
890;16,91040993;
889;16,90198517;
888;16,85797501;
887;16,86285782;
886;16,84150124;
885;16,84972763;
884;16,83103561;
883;16,88089371;
882;16,8190937;
881;16,8453331;
880;16,79231262;
879;16,83672523;
878;16,78213692;
877;16,80087471;
876;16,75791168;
875;16,80541611;
874;16,71368027;
873;16,65858269;
872;16,6928196;
871;16,65232849;
870;16,60614967;
869;16,69830322;
868;16,61318016;
867;16,61249161;
866;16,61044121;
865;16,62693405;
864;16,59708405;
863;16,51264954;
862;16,61787033;
861;16,53034592;
860;16,47081757;
859;16,48985291;
858;16,36728668;
857;16,39251709;
856;16,45332146;
855;16,47518349;
854;16,36844635;
853;16,29283333;
852;16,36180496;
851;16,27606201;
850;16,20223999;
849;16,27625275;
848;16,27013779;
847;16,16806602;
846;16,27857018;
845;16,17919731;
844;16,20253563;
843;16,14972878;
842;16,04334831;
841;16,00968361;
840;16,046772;
839;15,99453259;
838;15,87081242;
837;15,93689728;
836;15,93367004;
835;15,90029335;
834;15,80410194;
833;15,76215172;
832;15,94724083;
831;15,7612009;
830;15,76206112;
829;15,77864552;
828;15,76476383;
827;15,62252045;
826;15,74337482;
825;15,66840839;
824;15,67692566;
823;15,4832468;
822;15,45547962;
821;15,61116409;
820;15,61601734;
819;15,31171513;
818;15,73560238;
817;15,4336195;
816;15,24028492;
815;15,35023117;
814;15,35865021;
813;15,35410309;
812;15,34908867;
811;15,27691174;
810;15,31389332;
809;15,27088165;
808;15,4482069;
807;15,26506519;
806;15,24915123;
805;15,07318592;
804;15,15510559;
803;15,32721233;
802;15,24896622;
801;15,39775753;
800;15,1880827;
799;16,7379818;
798;16,77646637;
797;16,65688896;
796;16,75174713;
795;16,6125164;
794;16,66740417;
793;16,57071495;
792;16,54580307;
791;16,59201241;
790;16,53168297;
789;16,48062897;
788;16,4590416;
787;16,38904572;
786;16,40534019;
785;16,42673683;
784;16,28595161;
783;16,26387787;
782;16,27793312;
781;16,30527878;
780;16,2447319;
779;16,20233536;
778;16,22825813;
777;16,1833725;
776;16,14541054;
775;16,0632019;
774;16,06190491;
773;16,04556465;
772;16,05474091;
771;16,01927376;
770;16,06039429;
769;16,03384972;
768;15,94415474;
767;15,88579559;
766;15,91932297;
765;15,88111687;
764;15,88144493;
763;15,81873608;
762;15,82159519;
761;15,79310417;
760;15,74809361;
759;15,75471497;
758;15,74303055;
757;15,70317173;
756;15,67045021;
755;15,62746143;
754;15,70701408;
753;15,61844349;
752;15,63201809;
751;15,61703396;
750;15,59905148;
749;15,55763626;
748;15,51601696;
747;15,56474876;
746;15,5278368;
745;15,49938583;
744;15,46670818;
743;15,47207642;
742;15,42397404;
741;15,40160751;
740;15,40224361;
739;15,39506435;
738;15,39237309;
737;15,38709736;
736;15,38924122;
735;15,35953903;
734;15,33493423;
733;15,25990677;
732;15,28306866;
731;15,22385216;
730;15,27042866;
729;15,23238564;
728;15,25259495;
727;15,23207474;
726;15,21747875;
725;15,22710037;
724;15,1877985;
723;15,16240692;
722;15,15983963;
721;15,11105633;
720;15,14768028;
719;15,13182259;
718;15,13931179;
717;15,10770512;
716;15,06057262;
715;15,05233383;
714;15,04826832;
713;15,05357456;
712;15,06053638;
711;15,01363182;
710;15,00061131;
709;15,0258913;
708;14,99303436;
707;14,97343063;
706;14,99926186;
705;14,9411726;
704;14,95610905;
703;14,92868614;
702;14,93393135;
701;14,91384792;
700;14,90869522;
699;14,90891838;
698;14,89087772;
697;14,86357307;
696;14,85479736;
695;14,85133934;
694;14,80397987;
693;14,82247829;
692;14,78598595;
691;14,78751755;
690;14,7715416;
689;14,77826881;
688;14,75292587;
687;14,74333096;
686;14,7268343;
685;14,71306229;
684;14,69714355;
683;14,69953251;
682;14,63722897;
681;14,67063427;
680;14,64259148;
679;14,60941124;
678;14,60657883;
677;14,60702896;
676;14,56785965;
675;14,56178856;
674;14,55081749;
673;14,51877213;
672;14,52169895;
671;14,4902544;
670;14,49745274;
669;14,4584446;
668;14,43706131;
667;14,40677643;
666;14,38562298;
665;14,37327003;
664;14,38760281;
663;14,35496807;
662;14,33393383;
661;14,32688522;
660;14,28598022;
659;14,26116848;
658;14,24811172;
657;14,21669579;
656;14,21897888;
655;14,17939091;
654;14,17277622;
653;14,13500023;
652;14,13719463;
651;14,08734035;
650;14,08028412;
649;14,05389023;
648;14,03772545;
647;13,99696064;
646;13,97982979;
645;13,94411182;
644;13,92704868;
643;13,90034676;
642;13,86759472;
641;13,84928703;
640;13,80596924;
639;13,79632092;
638;13,78452206;
637;13,76193905;
636;13,72058582;
635;13,71276569;
634;13,68690681;
633;13,65927505;
632;13,6347847;
631;13,60541725;
630;13,57513332;
629;13,55772305;
628;13,52639389;
627;13,53388309;
626;13,49252319;
625;13,4567318;
624;13,43346214;
623;13,44189358;
622;13,4004755;
621;13,38931942;
620;13,3358593;
619;13,33865547;
618;13,3127079;
617;13,2961092;
616;13,26416874;
615;13,26047802;
614;13,22629738;
613;13,22409344;
612;13,16974449;
611;13,17501926;
610;13,14758968;
609;13,13114929;
608;13,12240696;
607;13,10603333;
606;13,08698177;
605;13,06685925;
604;13,04162884;
603;12,9921999;
602;12,99779129;
601;12,95498657;
600;12,9635067;
599;12,92493629;
598;12,90548038;
597;12,88536835;
596;12,83906555;
595;12,81576443;
594;12,79883575;
593;12,78284931;
592;12,75296402;
591;12,69599915;
590;12,69701576;
589;12,6357975;
588;12,63068771;
587;12,59775925;
586;12,5608387;
585;12,53828144;
584;12,49392223;
583;12,47208309;
582;12,42982197;
581;12,38742733;
580;12,35020924;
579;12,30224705;
578;12,28109837;
577;12,23753548;
576;12,2124691;
575;12,19621277;
574;12,11143398;
573;12,05393219;
572;12,03482819;
571;11,99465656;
570;11,92739677;
569;11,90560341;
568;11,84773254;
567;11,83063698;
566;11,77623463;
565;11,73522854;
564;11,69420719;
563;11,64781666;
562;11,61601448;
561;11,57262802;
560;11,54329777;
559;11,52371502;
558;11,49602795;
557;11,42284393;
556;11,36539936;
555;11,36162376;
554;11,31852913;
553;11,28842258;
552;11,2615366;
551;11,21064377;
550;11,22628021;
549;11,19124508;
548;11,14954185;
547;11,10863781;
546;11,10133266;
545;11,08485794;
544;11,04295731;
543;11,04262352;
542;11,03228378;
541;11,00359154;
540;11,00927734;
539;10,95731163;
538;10,94900417;
537;10,95435429;
536;10,90460587;
535;10,91845417;
534;10,90430164;
533;10,87231064;
532;10,86265564;
531;10,85462761;
530;10,80874348;
529;10,82766819;
528;10,80407906;
527;10,77750015;
526;10,80436611;
525;10,7959404;
524;10,78596878;
523;10,78367424;
522;10,78201866;
521;10,78344536;
520;10,76242447;
519;10,74346638;
518;10,76550961;
517;10,7498455;
516;10,77089119;
515;10,75472927;
514;10,72368622;
513;10,76533699;
512;10,74467182;
511;10,7587595;
510;10,72110176;
509;10,76369286;
508;10,71129417;
507;10,72202587;
506;10,72144222;
505;10,72265625;
504;10,73110676;
503;10,7357893;
502;10,74971676;
501;10,72784996;
500;10,74971676;
499;10,7384119;
498;10,75226116;
497;10,74188995;
496;10,74950886;
495;10,82318306;
494;10,76019192;
493;10,81116962;
492;10,8295517;
491;10,83645821;
490;10,8383522;
489;10,87460709;
488;10,89188957;
487;10,89552212;
486;10,93457413;
485;10,92669487;
484;10,9420023;
483;10,93967819;
482;10,99461555;
481;11,04284477;
480;11,00161934;
479;11,03242683;
478;11,06425762;
477;11,08681297;
476;11,08511257;
475;11,10866737;
474;11,11406231;
473;11,16285133;
472;11,14137459;
471;11,19407749;
470;11,22320747;
469;11,22280693;
468;11,25025272;
467;11,26900291;
466;11,22726536;
465;11,25264645;
464;11,29018307;
463;11,29406929;
462;11,33908081;
461;11,30358696;
460;11,3171978;
459;11,37526703;
458;11,34294605;
457;11,33159828;
456;11,36219311;
455;11,3636446;
454;11,34628105;
453;11,37838745;
452;11,34887886;
451;11,35302353;
450;11,37739372;
449;11,32962799;
448;11,35494232;
447;11,34270763;
446;11,32249165;
445;11,33867836;
444;11,3478508;
443;11,32113743;
442;11,28701973;
441;11,29191971;
440;11,25410938;
439;11,25965691;
438;11,20922375;
437;11,24487114;
436;11,22375584;
435;11,23199463;
434;11,19049454;
433;11,20850849;
432;11,14520073;
431;11,12425804;
430;11,12743568;
429;11,08119678;
428;11,11355591;
427;11,08830643;
426;11,02764416;
425;11,00475502;
424;11,01295471;
423;10,95087051;
422;10,86876774;
421;10,89518356;
420;10,95255947;
419;10,84872341;
418;10,82732487;
417;10,75559902;
416;10,76938915;
415;10,78691959;
414;10,71972275;
413;10,66285992;
412;10,63210297;
411;10,5816927;
410;10,53577995;
409;10,52525043;
408;10,51432991;
407;10,44118118;
406;10,52402306;
405;10,39049149;
404;10,36526489;
403;10,31320286;
402;10,24534893;
401;10,26057243;
400;10,23426819;
399;10,18468952;
398;10,12933636;
397;9,99656105;
396;10,01163769;
395;10,05649185;
394;9,979154587;
393;9,920196533;
392;9,96532917;
391;9,895162582;
390;9,865802765;
389;9,809441566;
388;9,725702286;
387;9,741969109;
386;9,697449684;
385;9,636380196;
384;9,691405296;
383;9,570884705;
382;9,540705681;
381;9,552173615;
380;9,553498268;
379;9,524786949;
378;9,437403679;
377;9,466835022;
376;9,365412712;
375;9,338964462;
374;9,416362762;
373;9,506709099;
372;9,343353271;
371;9,283694267;
370;9,320597649;
369;9,319689751;
368;9,270884514;
367;9,104672432;
366;9,233524323;
365;9,165063858;
364;9,236320496;
363;9,159610748;
362;9,093781471;
361;9,118061066;
360;9,091333389;
359;9,105874062;
358;9,058371544;
357;9,093426704;
356;9,012318611;
355;8,926553726;
354;9,124684334;
353;8,937735558;
352;8,858757973;
351;8,837918282;
350;8,995128632;
349;11,51066399;
348;9,242267609;
347;8,996864319;
346;8,171236038;
345;8,130046844;
344;10,40267563;
343;9,144111633;
342;9,263819695;
341;11,06593609;
340;9,623139381;
339;10,0680809;
338;9,003346443;
337;9,953468323;
336;10,35202885;
335;8,679483414;
334;9,916332245;
333;8,409292221;
332;9,052508354;
331;8,662755966;
330;9,889986038;
329;11,69949627;
328;8,808649063;
327;9,110898972;
326;8,367251396;
325;9,004972458;
324;9,800790787;
323;10,02429199;
322;10,38953972;
321;10,47167969;
320;8,207921028;
319;10,11611748;
318;8,151292801;
317;9,846923828;
316;9,597453117;
315;10,25268364;
314;9,084853172;
313;9,184384346;
312;9,457300186;
311;9,083000183;
310;8,704197884;
309;9,461873055;
308;10,40493584;
307;10,39982986;
306;9,014669418;
305;9,929883003;
304;10,10286045;
303;9,556159973;
302;9,57990551;
301;9,59595108;
300;9,973626137;
299;10,1650486;
298;9,467198372;
297;10,06143379;
296;10,35966015;
295;10,61451244;
294;9,885178566;
293;9,828637123;
292;9,907385826;
291;9,573561668;
290;9,448373795;
289;10,57070446;
288;9,733615875;
287;9,334870338;
286;10,69751167;
285;9,677391052;
284;9,977171898;
283;10,54988384;
282;10,50142002;
281;10,4248848;
280;9,809138298;
279;10,52925873;
278;10,32728291;
277;10,36265373;
276;10,23209953;
275;10,90209961;
274;9,865067482;
273;10,12906837;
272;9,941664696;
271;10,19767189;
270;10,64893436;
269;10,73107147;
268;11,16364861;
267;10,16380978;
266;10,81190205;
265;10,34842205;
264;10,75958061;
263;10,76011467;
262;10,15520191;
261;10,45755482;
260;11,01678562;
259;10,79964733;
258;10,64551067;
257;11,09134293;
256;10,63690662;
255;10,52972126;
254;10,27980328;
253;10,37884998;
252;10,30223751;
251;10,90715504;
250;11,1209383;
249;11,24621201;
248;10,8217144;
247;10,75808334;
246;10,53472424;
245;10,74176979;
244;10,87084293;
243;11,0993185;
242;11,24188805;
241;11,31288433;
240;10,82633209;
239;11,25016499;
238;11,46873188;
237;11,93667412;
236;10,83903885;
235;11,21356869;
234;10,94553947;
233;11,50383472;
232;10,98901176;
231;11,11512375;
230;12,22845173;
229;12,0547123;
228;11,81541061;
227;9,859975815;
226;11,93528366;
225;10,90619564;
224;10,81006813;
223;12,58837986;
222;11,32711601;
221;12,54816246;
220;11,38395405;
219;10,61884212;
218;12,58232403;
217;11,82721901;
216;9,207411766;
215;12,37277985;
214;10,35029221;
213;10,8976078;
212;11,15824509;
211;14,47241306;
210;11,86605549;
209;7,189347744;
208;12,72583485;
207;13,82902431;
206;13,00188637;
205;15,82987785;
204;11,40156937;
203;14,7976284;
202;6,022754669;
201;8,175683022;
200;10,40744495;

