Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,4483988,-,b'Nariño',b'Colombia',0.82,-77.93,-5,4277,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,DHI,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,DNI,GHI,Solar Zenith Angle,Surface Albedo
2021,1,4,4,0,0,-0.30000000000000004,0,0,0,0,0,121.59,0.11
2021,1,4,5,0,0,-0.5,0,0,0,0,0,107.98,0.11
2021,1,4,6,0,0,-0.1,0,0,0,0,0,94.18,0.11
2021,1,4,7,0,46,1,40,617,144,0,46,80.3,0.11
2021,1,4,8,0,154,2.8000000000000003,62,870,407,24,163,66.64,0.11
2021,1,4,9,0,292,4.4,75,973,656,61,328,53.300000000000004,0.11
2021,1,4,10,0,424,5.7,92,1008,856,104,503,40.74,0.11
2021,1,4,11,0,397,6.4,97,1038,995,32,425,30.01,0.11
2021,1,4,12,0,428,6.6000000000000005,96,1054,1060,33,457,23.81,0.11
2021,1,4,13,0,527,6,117,1014,1030,99,616,25.7,0.11
2021,1,4,14,0,155,5.300000000000001,111,997,934,17,169,34.35,0.11
2021,1,4,15,0,101,4.6000000000000005,94,973,769,6,105,46.09,0.11
2021,1,4,16,0,12,3.9000000000000004,82,897,543,0,12,59.07,0.11
2021,1,4,17,0,19,2.9000000000000004,60,757,286,0,19,72.59,0.11
2021,1,4,18,0,19,1.9000000000000001,23,333,45,0,19,86.28,0.11
2021,1,4,19,0,0,1.5,0,0,0,0,0,100.24000000000001,0.11
2021,1,4,20,0,0,1.3,0,0,0,0,0,113.99000000000001,0.11
2021,1,4,21,0,0,1,0,0,0,0,0,127.45,0.11
2021,1,4,22,0,0,0.6000000000000001,0,0,0,0,0,140.22,0.11
2021,1,4,23,0,0,0.2,0,0,0,0,0,151.28,0.11
2021,1,5,0,0,0,-0.1,0,0,0,0,0,157.84,0.11
2021,1,5,1,0,0,-0.4,0,0,0,0,0,155.87,0.11
2021,1,5,2,0,0,-0.6000000000000001,0,0,0,0,0,146.86,0.11
2021,1,5,3,0,0,-0.7000000000000001,0,0,0,0,0,134.86,0.11
2021,1,5,4,0,0,-0.7000000000000001,0,0,0,0,0,121.72,0.11
2021,1,5,5,0,0,-0.7000000000000001,0,0,0,0,0,108.10000000000001,0.11
2021,1,5,6,0,0,-0.4,0,0,0,0,0,94.29,0.11
2021,1,5,7,0,50,0.9,39,631,144,444,124,80.39,0.11
2021,1,5,8,0,184,2.3000000000000003,58,889,410,85,217,66.72,0.11
2021,1,5,9,0,273,4,68,993,661,453,543,53.36,0.11
2021,1,5,10,0,437,5.4,85,1025,861,202,590,40.77,0.11
2021,1,5,11,0,487,6.4,89,1054,1002,79,555,29.990000000000002,0.11
2021,1,5,12,0,504,6.4,87,1067,1064,62,561,23.72,0.11
2021,1,5,13,0,440,5.7,92,1057,1045,37,474,25.55,0.11
2021,1,5,14,0,492,4.6000000000000005,90,1038,948,253,701,34.2,0.11
2021,1,5,15,0,189,3.6,80,1004,778,18,202,45.95,0.11
2021,1,5,16,0,142,2.8000000000000003,72,928,551,10,147,58.94,0.11
2021,1,5,17,0,5,1.9000000000000001,53,795,293,0,5,72.48,0.11
2021,1,5,18,0,13,1.3,22,387,47,0,13,86.17,0.11
2021,1,5,19,0,0,1.1,0,0,0,0,0,100.14,0.11
2021,1,5,20,0,0,1,0,0,0,0,0,113.91,0.11
2021,1,5,21,0,0,0.9,0,0,0,0,0,127.38000000000001,0.11
2021,1,5,22,0,0,0.7000000000000001,0,0,0,0,0,140.18,0.11
2021,1,5,23,0,0,0.5,0,0,0,0,0,151.3,0.11
2021,1,6,0,0,0,0.30000000000000004,0,0,0,0,0,157.94,0.11
2021,1,6,1,0,0,0.1,0,0,0,0,0,156.02,0.11
2021,1,6,2,0,0,0,0,0,0,0,0,147.01,0.11
2021,1,6,3,0,0,-0.2,0,0,0,0,0,135,0.11
2021,1,6,4,0,0,-0.4,0,0,0,0,0,121.84,0.11
2021,1,6,5,0,0,-0.7000000000000001,0,0,0,0,0,108.21000000000001,0.11
2021,1,6,6,0,0,-0.6000000000000001,0,0,0,0,0,94.39,0.11
2021,1,6,7,0,63,0.5,36,653,144,30,68,80.48,0.11
2021,1,6,8,0,149,2.2,56,897,409,21,157,66.8,0.11
2021,1,6,9,0,289,4.2,67,1001,663,58,323,53.42,0.11
2021,1,6,10,0,373,5.9,76,1046,868,47,408,40.79,0.11
2021,1,6,11,0,223,6.6000000000000005,81,1066,1005,21,242,29.97,0.11
2021,1,6,12,0,236,6.7,80,1081,1070,23,257,23.62,0.11
2021,1,6,13,0,400,6.5,89,1065,1051,29,426,25.400000000000002,0.11
2021,1,6,14,0,274,5.5,85,1045,951,22,292,34.04,0.11
2021,1,6,15,0,261,4.2,76,1016,784,23,277,45.800000000000004,0.11
2021,1,6,16,0,99,3,72,935,556,3,101,58.81,0.11
2021,1,6,17,0,97,2,54,800,296,1,98,72.36,0.11
2021,1,6,18,0,10,1.3,22,407,49,0,10,86.07000000000001,0.11
2021,1,6,19,0,0,1.2000000000000002,0,0,0,0,0,100.05,0.11
2021,1,6,20,0,0,1.1,0,0,0,0,0,113.83,0.11
2021,1,6,21,0,0,0.9,0,0,0,0,0,127.32000000000001,0.11
2021,1,6,22,0,0,0.7000000000000001,0,0,0,0,0,140.15,0.11
2021,1,6,23,0,0,0.4,0,0,0,0,0,151.32,0.11
2021,1,7,0,0,0,0.1,0,0,0,0,0,158.04,0.11
2021,1,7,1,0,0,-0.2,0,0,0,0,0,156.18,0.11
2021,1,7,2,0,0,-0.5,0,0,0,0,0,147.17000000000002,0.11
2021,1,7,3,0,0,-0.9,0,0,0,0,0,135.14000000000001,0.11
2021,1,7,4,0,0,-1.1,0,0,0,0,0,121.97,0.11
2021,1,7,5,0,0,-1.2000000000000002,0,0,0,0,0,108.33,0.11
2021,1,7,6,0,0,-0.8,0,0,0,0,0,94.49,0.11
2021,1,7,7,0,37,1.1,39,613,140,0,37,80.57000000000001,0.11
2021,1,7,8,0,189,3,62,873,405,142,244,66.87,0.11
2021,1,7,9,0,321,4.9,71,984,657,192,435,53.47,0.11
2021,1,7,10,0,113,5.9,85,1025,860,9,120,40.82,0.11
2021,1,7,11,0,46,6.1000000000000005,90,1052,1002,0,46,29.94,0.11
2021,1,7,12,0,100,5.9,91,1065,1068,4,104,23.51,0.11
2021,1,7,13,0,155,5.4,94,1054,1047,17,170,25.240000000000002,0.11
2021,1,7,14,0,119,4.9,91,1036,951,11,128,33.88,0.11
2021,1,7,15,0,208,4.2,81,1007,785,19,221,45.660000000000004,0.11
2021,1,7,16,0,24,3.5,75,927,557,0,24,58.68,0.11
2021,1,7,17,0,133,2.4000000000000004,59,774,295,260,212,72.24,0.11
2021,1,7,18,0,25,1.4000000000000001,24,347,49,24,26,85.96000000000001,0.11
2021,1,7,19,0,0,1.1,0,0,0,0,0,99.96000000000001,0.11
2021,1,7,20,0,0,0.9,0,0,0,0,0,113.75,0.11
2021,1,7,21,0,0,0.6000000000000001,0,0,0,0,0,127.27,0.11
2021,1,7,22,0,0,0.4,0,0,0,0,0,140.13,0.11
2021,1,7,23,0,0,0.2,0,0,0,0,0,151.34,0.11
2021,1,8,0,0,0,0,0,0,0,0,0,158.15,0.11
2021,1,8,1,0,0,-0.2,0,0,0,0,0,156.34,0.11
2021,1,8,2,0,0,-0.30000000000000004,0,0,0,0,0,147.33,0.11
2021,1,8,3,0,0,-0.4,0,0,0,0,0,135.28,0.11
2021,1,8,4,0,0,-0.5,0,0,0,0,0,122.10000000000001,0.11
2021,1,8,5,0,0,-0.5,0,0,0,0,0,108.44,0.11
2021,1,8,6,0,0,-0.2,0,0,0,0,0,94.59,0.11
2021,1,8,7,0,18,1.1,39,604,137,0,18,80.66,0.11
2021,1,8,8,0,75,2.6,61,873,403,0,75,66.94,0.11
2021,1,8,9,0,183,4.5,73,981,656,16,193,53.52,0.11
2021,1,8,10,0,151,6.2,79,1035,862,15,163,40.83,0.11
2021,1,8,11,0,134,6.6000000000000005,84,1057,1001,14,146,29.900000000000002,0.11
2021,1,8,12,0,84,6.5,85,1071,1067,0,84,23.400000000000002,0.11
2021,1,8,13,0,104,5.9,105,1036,1044,6,110,25.07,0.11
2021,1,8,14,0,209,4.9,103,1013,945,21,226,33.72,0.11
2021,1,8,15,0,146,4,90,984,780,14,156,45.51,0.11
2021,1,8,16,0,94,3.2,79,913,555,2,95,58.550000000000004,0.11
2021,1,8,17,0,28,2.3000000000000003,61,764,295,0,28,72.13,0.11
2021,1,8,18,0,24,1.4000000000000001,24,359,50,0,24,85.86,0.11
2021,1,8,19,0,0,1.2000000000000002,0,0,0,0,0,99.87,0.11
2021,1,8,20,0,0,1,0,0,0,0,0,113.68,0.11
2021,1,8,21,0,0,0.9,0,0,0,0,0,127.22,0.11
2021,1,8,22,0,0,0.7000000000000001,0,0,0,0,0,140.11,0.11
2021,1,8,23,0,0,0.5,0,0,0,0,0,151.37,0.11
2021,1,9,0,0,0,0.4,0,0,0,0,0,158.26,0.11
2021,1,9,1,0,0,0.30000000000000004,0,0,0,0,0,156.51,0.11
2021,1,9,2,0,0,0.2,0,0,0,0,0,147.49,0.11
2021,1,9,3,0,0,0,0,0,0,0,0,135.43,0.11
2021,1,9,4,0,0,-0.1,0,0,0,0,0,122.23,0.11
2021,1,9,5,0,0,-0.2,0,0,0,0,0,108.55,0.11
2021,1,9,6,0,0,-0.1,0,0,0,0,0,94.69,0.11
2021,1,9,7,0,35,0.5,35,646,139,646,139,80.74,0.11
2021,1,9,8,0,178,1.4000000000000001,55,894,404,74,207,67.01,0.11
2021,1,9,9,0,284,2.8000000000000003,63,1001,657,54,316,53.57,0.11
2021,1,9,10,0,261,4.2,73,1043,862,22,278,40.85,0.11
2021,1,9,11,0,91,5,77,1068,1004,1,92,29.86,0.11
2021,1,9,12,0,285,5.5,77,1082,1071,23,306,23.28,0.11
2021,1,9,13,0,174,5.300000000000001,79,1076,1055,19,191,24.900000000000002,0.11
2021,1,9,14,0,77,5,77,1059,960,1059,960,33.55,0.11
2021,1,9,15,0,59,4.3,69,1032,794,0,59,45.36,0.11
2021,1,9,16,0,185,3.5,62,968,568,18,194,58.42,0.11
2021,1,9,17,0,69,2.3000000000000003,49,834,306,0,69,72.01,0.11
2021,1,9,18,0,26,1.3,21,473,56,15,27,85.76,0.11
2021,1,9,19,0,0,1.1,0,0,0,0,0,99.78,0.11
2021,1,9,20,0,0,0.8,0,0,0,0,0,113.61,0.11
2021,1,9,21,0,0,0.5,0,0,0,0,0,127.17,0.11
2021,1,9,22,0,0,0.2,0,0,0,0,0,140.09,0.11
2021,1,9,23,0,0,0,0,0,0,0,0,151.41,0.11
2021,1,10,0,0,0,-0.2,0,0,0,0,0,158.39000000000001,0.11
2021,1,10,1,0,0,-0.2,0,0,0,0,0,156.68,0.11
2021,1,10,2,0,0,-0.30000000000000004,0,0,0,0,0,147.65,0.11
2021,1,10,3,0,0,-0.4,0,0,0,0,0,135.57,0.11
2021,1,10,4,0,0,-0.9,0,0,0,0,0,122.35000000000001,0.11
2021,1,10,5,0,0,-1.4000000000000001,0,0,0,0,0,108.66,0.11
2021,1,10,6,0,0,-1.2000000000000002,0,0,0,0,0,94.79,0.11
2021,1,10,7,0,28,1,28,723,143,723,143,80.82000000000001,0.11
2021,1,10,8,0,102,3.1,41,950,412,0,102,67.07000000000001,0.11
2021,1,10,9,0,129,5.2,49,1037,664,10,136,53.61,0.11
2021,1,10,10,0,177,6.5,61,1068,868,18,190,40.86,0.11
2021,1,10,11,0,386,6.9,65,1091,1011,30,412,29.82,0.11
2021,1,10,12,0,469,7.1000000000000005,65,1101,1078,43,508,23.150000000000002,0.11
2021,1,10,13,0,254,7.1000000000000005,84,1073,1059,23,275,24.72,0.11
2021,1,10,14,0,387,6.6000000000000005,85,1051,962,34,415,33.39,0.11
2021,1,10,15,0,36,5.800000000000001,77,1017,793,0,36,45.22,0.11
2021,1,10,16,0,176,4.7,69,946,567,16,185,58.29,0.11
2021,1,10,17,0,13,3.3000000000000003,53,814,306,0,13,71.9,0.11
2021,1,10,18,0,21,1.7000000000000002,23,413,55,0,21,85.67,0.11
2021,1,10,19,0,0,1.2000000000000002,0,0,0,0,0,99.7,0.11
2021,1,10,20,0,0,0.9,0,0,0,0,0,113.54,0.11
2021,1,10,21,0,0,0.7000000000000001,0,0,0,0,0,127.12,0.11
2021,1,10,22,0,0,0.5,0,0,0,0,0,140.08,0.11
2021,1,10,23,0,0,0.30000000000000004,0,0,0,0,0,151.45000000000002,0.11
2021,1,11,0,0,0,0.2,0,0,0,0,0,158.51,0.11
2021,1,11,1,0,0,0.1,0,0,0,0,0,156.86,0.11
2021,1,11,2,0,0,-0.1,0,0,0,0,0,147.82,0.11
2021,1,11,3,0,0,-0.2,0,0,0,0,0,135.72,0.11
2021,1,11,4,0,0,-0.30000000000000004,0,0,0,0,0,122.48,0.11
2021,1,11,5,0,0,-0.5,0,0,0,0,0,108.77,0.11
2021,1,11,6,0,0,-0.30000000000000004,0,0,0,0,0,94.88,0.11
2021,1,11,7,0,58,1.1,31,682,139,15,61,80.9,0.11
2021,1,11,8,0,185,2.6,46,927,406,209,266,67.13,0.11
2021,1,11,9,0,107,4.3,54,1020,659,6,111,53.65,0.11
2021,1,11,10,0,228,5.9,60,1065,865,20,243,40.86,0.11
2021,1,11,11,0,160,7,64,1087,1008,17,175,29.76,0.11
2021,1,11,12,0,191,7.4,66,1101,1079,21,210,23.02,0.11
2021,1,11,13,0,268,7.5,68,1092,1062,23,288,24.54,0.11
2021,1,11,14,0,424,7,69,1074,967,47,464,33.21,0.11
2021,1,11,15,0,285,6,62,1047,801,26,304,45.07,0.11
2021,1,11,16,0,145,4.800000000000001,59,977,574,11,151,58.160000000000004,0.11
2021,1,11,17,0,62,3.5,46,855,313,0,62,71.78,0.11
2021,1,11,18,0,17,2.1,21,483,58,0,17,85.57000000000001,0.11
2021,1,11,19,0,0,1.6,0,0,0,0,0,99.61,0.11
2021,1,11,20,0,0,1.2000000000000002,0,0,0,0,0,113.47,0.11
2021,1,11,21,0,0,0.8,0,0,0,0,0,127.08,0.11
2021,1,11,22,0,0,0.7000000000000001,0,0,0,0,0,140.07,0.11
2021,1,11,23,0,0,0.4,0,0,0,0,0,151.5,0.11
2021,1,12,0,0,0,0,0,0,0,0,0,158.65,0.11
2021,1,12,1,0,0,-0.30000000000000004,0,0,0,0,0,157.05,0.11
2021,1,12,2,0,0,-0.6000000000000001,0,0,0,0,0,147.99,0.11
2021,1,12,3,0,0,-0.9,0,0,0,0,0,135.86,0.11
2021,1,12,4,0,0,-1.1,0,0,0,0,0,122.60000000000001,0.11
2021,1,12,5,0,0,-1.2000000000000002,0,0,0,0,0,108.88,0.11
2021,1,12,6,0,0,-0.8,0,0,0,0,0,94.98,0.11
2021,1,12,7,0,29,1,29,705,139,705,139,80.98,0.11
2021,1,12,8,0,28,3.1,43,941,408,0,28,67.19,0.11
2021,1,12,9,0,165,5.4,51,1030,661,14,173,53.68,0.11
2021,1,12,10,0,125,6.9,60,1069,868,12,134,40.86,0.11
2021,1,12,11,0,210,7.800000000000001,64,1088,1009,21,228,29.71,0.11
2021,1,12,12,0,149,8,67,1096,1077,16,164,22.88,0.11
2021,1,12,13,0,196,7.4,72,1088,1063,21,215,24.36,0.11
2021,1,12,14,0,154,6.5,71,1070,969,17,168,33.04,0.11
2021,1,12,15,0,123,5.800000000000001,66,1040,802,11,131,44.92,0.11
2021,1,12,16,0,52,5,59,977,577,0,52,58.03,0.11
2021,1,12,17,0,33,3.8000000000000003,47,851,315,0,33,71.67,0.11
2021,1,12,18,0,22,1.9000000000000001,22,469,59,469,59,85.47,0.11
2021,1,12,19,0,0,1.4000000000000001,0,0,0,0,0,99.53,0.13
2021,1,12,20,0,0,1.1,0,0,0,0,0,113.41,0.13
2021,1,12,21,0,0,0.8,0,0,0,0,0,127.04,0.13
2021,1,12,22,0,0,0.5,0,0,0,0,0,140.06,0.13
2021,1,12,23,0,0,0.30000000000000004,0,0,0,0,0,151.55,0.13
2021,1,13,0,0,0,0.30000000000000004,0,0,0,0,0,158.79,0.13
2021,1,13,1,0,0,0.30000000000000004,0,0,0,0,0,157.24,0.13
2021,1,13,2,0,0,0.30000000000000004,0,0,0,0,0,148.16,0.13
2021,1,13,3,0,0,0.30000000000000004,0,0,0,0,0,136.01,0.13
2021,1,13,4,0,0,0.2,0,0,0,0,0,122.73,0.13
2021,1,13,5,0,0,0.1,0,0,0,0,0,108.99000000000001,0.13
2021,1,13,6,0,0,0.4,0,0,0,0,0,95.07000000000001,0.13
2021,1,13,7,0,33,1.8,33,644,133,644,133,81.05,0.13
2021,1,13,8,0,52,3.3000000000000003,52,900,400,0,52,67.25,0.13
2021,1,13,9,0,138,4.9,59,1005,654,11,144,53.71,0.13
2021,1,13,10,0,283,6.5,70,1045,861,23,300,40.85,0.13
2021,1,13,11,0,128,7.1000000000000005,78,1066,1004,13,139,29.64,0.13
2021,1,13,12,0,160,6.800000000000001,78,1078,1073,18,177,22.73,0.13
2021,1,13,13,0,230,6.2,92,1056,1056,22,250,24.16,0.13
2021,1,13,14,0,404,5.6000000000000005,92,1035,961,38,436,32.86,0.13
2021,1,13,15,0,156,5.2,79,1012,797,15,167,44.77,0.13
2021,1,13,16,0,72,4.6000000000000005,72,939,571,939,571,57.9,0.13
2021,1,13,17,0,112,3.6,55,805,310,11,116,71.56,0.13
2021,1,13,18,0,24,2.4000000000000004,24,422,58,422,58,85.38,0.13
2021,1,13,19,0,0,2,0,0,0,0,0,99.46000000000001,0.13
2021,1,13,20,0,0,1.8,0,0,0,0,0,113.35000000000001,0.13
2021,1,13,21,0,0,1.6,0,0,0,0,0,127.01,0.13
2021,1,13,22,0,0,1.4000000000000001,0,0,0,0,0,140.06,0.13
2021,1,13,23,0,0,1.2000000000000002,0,0,0,0,0,151.61,0.13
2021,1,14,0,0,0,1,0,0,0,0,0,158.94,0.13
2021,1,14,1,0,0,0.8,0,0,0,0,0,157.43,0.13
2021,1,14,2,0,0,0.7000000000000001,0,0,0,0,0,148.34,0.13
2021,1,14,3,0,0,0.6000000000000001,0,0,0,0,0,136.15,0.13
2021,1,14,4,0,0,0.5,0,0,0,0,0,122.85000000000001,0.13
2021,1,14,5,0,0,0.30000000000000004,0,0,0,0,0,109.10000000000001,0.13
2021,1,14,6,0,0,0.5,0,0,0,0,0,95.16,0.13
2021,1,14,7,0,34,1.6,34,627,131,627,131,81.12,0.13
2021,1,14,8,0,140,3.1,56,882,396,16,146,67.3,0.13
2021,1,14,9,0,276,4.6000000000000005,65,991,651,48,304,53.74,0.13
2021,1,14,10,0,403,5.4,89,1009,853,70,456,40.84,0.13
2021,1,14,11,0,434,5.800000000000001,94,1041,999,42,471,29.580000000000002,0.13
2021,1,14,12,0,156,5.7,90,1062,1070,17,172,22.580000000000002,0.13
2021,1,14,13,0,291,5.5,101,1043,1054,23,313,23.96,0.13
2021,1,14,14,0,111,5,91,1036,963,9,118,32.68,0.13
2021,1,14,15,0,131,4.4,81,1004,796,13,140,44.61,0.13
2021,1,14,16,0,61,3.5,75,929,570,0,61,57.77,0.13
2021,1,14,17,0,136,2.5,57,798,310,56,154,71.45,0.13
2021,1,14,18,0,6,1.6,24,433,60,0,6,85.29,0.13
2021,1,14,19,0,0,1.4000000000000001,0,0,0,0,0,99.38,0.11
2021,1,14,20,0,0,1.3,0,0,0,0,0,113.3,0.11
2021,1,14,21,0,0,1.1,0,0,0,0,0,126.97,0.11
2021,1,14,22,0,0,0.8,0,0,0,0,0,140.07,0.11
2021,1,14,23,0,0,0.6000000000000001,0,0,0,0,0,151.68,0.11
2021,1,15,0,0,0,0.4,0,0,0,0,0,159.09,0.11
