Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,5328505,-,b'Boyacá',b'Colombia',6.44,-72.29,-5,4889,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,DHI,Temperature,GHI,DNI,Surface Albedo,Solar Zenith Angle
2021,1,1,0,0,0,-4,0,0,0.44,163.37
2021,1,1,1,0,0,-4.4,0,0,0.44,156.85
2021,1,1,2,0,0,-4.800000000000001,0,0,0.44,145.20000000000002
2021,1,1,3,0,0,-5.1000000000000005,0,0,0.44,132.06
2021,1,1,4,0,0,-5.5,0,0,0.44,118.43
2021,1,1,5,0,0,-5.7,0,0,0.44,104.64
2021,1,1,6,0,0,-4.9,0,0,0.44,90.87
2021,1,1,7,0,57,-3.1,190,598,0.44,77.22
2021,1,1,8,0,213,-1,343,297,0.44,63.99
2021,1,1,9,0,310,1.2000000000000002,563,405,0.44,51.45
2021,1,1,10,0,515,3,759,320,0.44,40.300000000000004
2021,1,1,11,0,515,3.9000000000000004,687,203,0.44,32.1
2021,1,1,12,0,508,4.2,585,88,0.44,29.43
2021,1,1,13,0,351,4.2,373,27,0.44,33.63
2021,1,1,14,0,299,3.8000000000000003,318,26,0.44,42.730000000000004
2021,1,1,15,0,284,2.7,316,55,0.44,54.300000000000004
2021,1,1,16,0,150,1.1,160,23,0.44,67.06
2021,1,1,17,0,44,-0.6000000000000001,44,0,0.44,80.38
2021,1,1,18,0,0,-1.3,0,0,0.44,94.10000000000001
2021,1,1,19,0,0,-1.5,0,0,0.44,107.89
2021,1,1,20,0,0,-1.8,0,0,0.44,121.67
2021,1,1,21,0,0,-2.1,0,0,0.44,135.24
2021,1,1,22,0,0,-2.5,0,0,0.44,148.19
2021,1,1,23,0,0,-2.8000000000000003,0,0,0.44,159.15
2021,1,2,0,0,0,-3.1,0,0,0.44,163.46
2021,1,2,1,0,0,-3.3000000000000003,0,0,0.44,156.99
2021,1,2,2,0,0,-3.3000000000000003,0,0,0.44,145.34
2021,1,2,3,0,0,-3.4000000000000004,0,0,0.44,132.19
2021,1,2,4,0,0,-3.6,0,0,0.44,118.54
2021,1,2,5,0,0,-4,0,0,0.44,104.74000000000001
2021,1,2,6,0,0,-3.2,0,0,0.44,90.96000000000001
2021,1,2,7,0,88,-1.7000000000000002,151,286,0.44,77.3
2021,1,2,8,0,200,0,370,390,0.44,64.06
2021,1,2,9,0,315,2.3000000000000003,543,367,0.44,51.49
2021,1,2,10,0,471,3.8000000000000003,716,322,0.44,40.32
2021,1,2,11,0,444,4.7,485,48,0.44,32.06
2021,1,2,12,0,473,4.9,520,55,0.44,29.330000000000002
2021,1,2,13,0,487,4.800000000000001,568,98,0.44,33.5
2021,1,2,14,0,419,4.1000000000000005,495,105,0.44,42.59
2021,1,2,15,0,316,2.8000000000000003,386,119,0.44,54.17
2021,1,2,16,0,192,1.2000000000000002,243,131,0.44,66.93
2021,1,2,17,0,67,-0.4,76,51,0.44,80.26
2021,1,2,18,0,0,-1.3,0,0,0.44,93.99
2021,1,2,19,0,0,-1.6,0,0,0.4,107.79
2021,1,2,20,0,0,-1.8,0,0,0.4,121.58
2021,1,2,21,0,0,-1.9000000000000001,0,0,0.4,135.16
2021,1,2,22,0,0,-2,0,0,0.4,148.13
2021,1,2,23,0,0,-2.1,0,0,0.4,159.16
2021,1,3,0,0,0,-2.7,0,0,0.4,163.57
2021,1,3,1,0,0,-3.2,0,0,0.4,157.13
2021,1,3,2,0,0,-3.5,0,0,0.4,145.47
2021,1,3,3,0,0,-3.8000000000000003,0,0,0.4,132.31
2021,1,3,4,0,0,-3.9000000000000004,0,0,0.4,118.66
2021,1,3,5,0,0,-4,0,0,0.4,104.85000000000001
2021,1,3,6,0,0,-3.3000000000000003,0,0,0.4,91.06
2021,1,3,7,0,69,-1.8,175,488,0.4,77.38
2021,1,3,8,0,121,-0.1,436,722,0.4,64.13
2021,1,3,9,0,310,1.8,551,388,0.4,51.54
2021,1,3,10,0,517,3.4000000000000004,762,321,0.4,40.33
2021,1,3,11,0,658,4.5,853,230,0.4,32.02
2021,1,3,12,0,514,5,761,283,0.4,29.22
2021,1,3,13,0,325,5,346,25,0.4,33.36
2021,1,3,14,0,397,4.3,447,68,0.4,42.45
2021,1,3,15,0,187,3.2,197,18,0.4,54.03
2021,1,3,16,0,194,1.6,267,184,0.4,66.79
2021,1,3,17,0,27,0,27,0,0.4,80.14
2021,1,3,18,0,0,-0.9,0,0,0.4,93.87
2021,1,3,19,0,0,-1.4000000000000001,0,0,0.4,107.68
2021,1,3,20,0,0,-1.7000000000000002,0,0,0.4,121.48
2021,1,3,21,0,0,-2.1,0,0,0.4,135.09
2021,1,3,22,0,0,-2.4000000000000004,0,0,0.4,148.08
2021,1,3,23,0,0,-2.8000000000000003,0,0,0.4,159.17000000000002
2021,1,4,0,0,0,-3.1,0,0,0.4,163.68
2021,1,4,1,0,0,-3.3000000000000003,0,0,0.4,157.28
2021,1,4,2,0,0,-3.7,0,0,0.4,145.61
2021,1,4,3,0,0,-4,0,0,0.4,132.44
2021,1,4,4,0,0,-4.2,0,0,0.4,118.77
2021,1,4,5,0,0,-4.5,0,0,0.4,104.95
2021,1,4,6,0,0,-3.8000000000000003,0,0,0.4,91.15
2021,1,4,7,0,46,-2.3000000000000003,193,675,0.4,77.46000000000001
2021,1,4,8,0,151,-0.5,412,599,0.4,64.19
2021,1,4,9,0,302,1.6,631,529,0.4,51.58
2021,1,4,10,0,468,3.5,804,441,0.4,40.33
2021,1,4,11,0,655,4.7,877,262,0.4,31.970000000000002
2021,1,4,12,0,710,5.300000000000001,894,211,0.4,29.11
2021,1,4,13,0,641,5.4,856,257,0.4,33.22
2021,1,4,14,0,480,4.9,721,326,0.4,42.300000000000004
2021,1,4,15,0,314,3.9000000000000004,488,296,0.4,53.89
2021,1,4,16,0,196,2.1,260,161,0.4,66.66
2021,1,4,17,0,60,-0.8,123,364,0.4,80.01
2021,1,4,18,0,0,-2.4000000000000004,0,0,0.4,93.76
2021,1,4,19,0,0,-2.8000000000000003,0,0,0.4,107.58
2021,1,4,20,0,0,-3.4000000000000004,0,0,0.4,121.39
2021,1,4,21,0,0,-3.9000000000000004,0,0,0.4,135.01
2021,1,4,22,0,0,-4.5,0,0,0.4,148.04
2021,1,4,23,0,0,-5.300000000000001,0,0,0.4,159.18
2021,1,5,0,0,0,-5.9,0,0,0.4,163.8
2021,1,5,1,0,0,-6.7,0,0,0.4,157.43
2021,1,5,2,0,0,-7,0,0,0.4,145.75
2021,1,5,3,0,0,-7.800000000000001,0,0,0.4,132.56
2021,1,5,4,0,0,-8.3,0,0,0.4,118.88
2021,1,5,5,0,0,-8.9,0,0,0.4,105.05
2021,1,5,6,0,0,-7.800000000000001,0,0,0.4,91.24
2021,1,5,7,0,38,-5.2,199,744,0.4,77.54
2021,1,5,8,0,123,-2.2,432,710,0.4,64.25
2021,1,5,9,0,316,0.9,574,416,0.4,51.61
2021,1,5,10,0,473,2.6,802,431,0.4,40.33
2021,1,5,11,0,653,3.8000000000000003,880,267,0.4,31.91
2021,1,5,12,0,711,4.5,897,212,0.4,28.990000000000002
2021,1,5,13,0,593,4.7,803,251,0.4,33.07
2021,1,5,14,0,251,4.3,268,22,0.4,42.15
2021,1,5,15,0,320,3.3000000000000003,387,114,0.4,53.74
2021,1,5,16,0,115,1.6,118,7,0.4,66.53
2021,1,5,17,0,72,-1.4000000000000001,90,102,0.4,79.89
2021,1,5,18,0,0,-3.2,0,0,0.4,93.64
2021,1,5,19,0,0,-3.9000000000000004,0,0,0.4,107.48
2021,1,5,20,0,0,-4.2,0,0,0.4,121.31
2021,1,5,21,0,0,-4.5,0,0,0.4,134.94
2021,1,5,22,0,0,-4.7,0,0,0.4,148
2021,1,5,23,0,0,-4.800000000000001,0,0,0.4,159.20000000000002
2021,1,6,0,0,0,-4.9,0,0,0.4,163.93
2021,1,6,1,0,0,-5.300000000000001,0,0,0.4,157.59
2021,1,6,2,0,0,-5.800000000000001,0,0,0.4,145.89000000000001
2021,1,6,3,0,0,-6.2,0,0,0.4,132.69
2021,1,6,4,0,0,-6.6000000000000005,0,0,0.4,119
2021,1,6,5,0,0,-6.800000000000001,0,0,0.4,105.15
2021,1,6,6,0,0,-6.2,0,0,0.4,91.32000000000001
2021,1,6,7,0,90,-4,107,79,0.4,77.61
2021,1,6,8,0,206,-1.7000000000000002,346,324,0.4,64.3
2021,1,6,9,0,340,0.1,412,116,0.4,51.64
2021,1,6,10,0,446,1.7000000000000002,635,248,0.4,40.33
2021,1,6,11,0,459,2.9000000000000004,506,56,0.4,31.85
2021,1,6,12,0,510,3.4000000000000004,584,85,0.4,28.87
2021,1,6,13,0,479,3.3000000000000003,545,79,0.4,32.910000000000004
2021,1,6,14,0,193,2.8000000000000003,208,20,0.4,41.99
2021,1,6,15,0,186,1.7000000000000002,197,18,0.4,53.6
2021,1,6,16,0,81,0.2,81,0,0.4,66.39
2021,1,6,17,0,16,-1.4000000000000001,16,0,0.4,79.77
2021,1,6,18,0,0,-2.2,0,0,0.4,93.53
2021,1,6,19,0,0,-2.4000000000000004,0,0,0.4,107.38
2021,1,6,20,0,0,-2.6,0,0,0.4,121.22
2021,1,6,21,0,0,-2.7,0,0,0.4,134.88
2021,1,6,22,0,0,-3,0,0,0.4,147.96
2021,1,6,23,0,0,-3.2,0,0,0.4,159.23
2021,1,7,0,0,0,-3.4000000000000004,0,0,0.4,164.06
2021,1,7,1,0,0,-3.6,0,0,0.4,157.75
2021,1,7,2,0,0,-3.7,0,0,0.4,146.03
2021,1,7,3,0,0,-3.8000000000000003,0,0,0.4,132.81
2021,1,7,4,0,0,-3.7,0,0,0.4,119.11
2021,1,7,5,0,0,-3.8000000000000003,0,0,0.4,105.25
2021,1,7,6,0,0,-3.3000000000000003,0,0,0.4,91.41
2021,1,7,7,0,90,-2.2,128,175,0.4,77.68
2021,1,7,8,0,213,-0.9,326,260,0.4,64.35
2021,1,7,9,0,308,0.2,549,389,0.4,51.67
2021,1,7,10,0,497,1.7000000000000002,733,310,0.4,40.31
2021,1,7,11,0,69,2.7,69,0,0.4,31.78
2021,1,7,12,0,419,2.9000000000000004,449,34,0.4,28.73
2021,1,7,13,0,226,2.4000000000000004,245,23,0.4,32.75
2021,1,7,14,0,432,1.4000000000000001,527,128,0.4,41.83
2021,1,7,15,0,326,0.4,467,237,0.4,53.45
2021,1,7,16,0,23,-0.5,23,0,0.4,66.26
2021,1,7,17,0,7,-1.5,7,0,0.4,79.65
2021,1,7,18,0,0,-2.1,0,0,0.4,93.42
2021,1,7,19,0,0,-2.4000000000000004,0,0,0.4,107.28
2021,1,7,20,0,0,-2.7,0,0,0.4,121.13
2021,1,7,21,0,0,-3,0,0,0.4,134.81
2021,1,7,22,0,0,-3.4000000000000004,0,0,0.4,147.93
2021,1,7,23,0,0,-3.7,0,0,0.4,159.26
2021,1,8,0,0,0,-4.1000000000000005,0,0,0.4,164.20000000000002
2021,1,8,1,0,0,-4.4,0,0,0.4,157.91
2021,1,8,2,0,0,-4.5,0,0,0.4,146.17000000000002
2021,1,8,3,0,0,-4.4,0,0,0.4,132.94
2021,1,8,4,0,0,-4.4,0,0,0.4,119.22
2021,1,8,5,0,0,-4.5,0,0,0.4,105.35000000000001
2021,1,8,6,0,0,-3.9000000000000004,0,0,0.4,91.49
2021,1,8,7,0,36,-2.5,206,799,0.4,77.75
2021,1,8,8,0,52,-0.8,473,975,0.4,64.4
2021,1,8,9,0,338,1.1,409,114,0.4,51.69
2021,1,8,10,0,434,2.3000000000000003,507,96,0.4,40.29
2021,1,8,11,0,288,2.7,308,23,0.4,31.7
2021,1,8,12,0,123,2.3000000000000003,135,13,0.4,28.59
2021,1,8,13,0,255,1.5,274,23,0.4,32.58
2021,1,8,14,0,427,0.6000000000000001,507,107,0.4,41.67
2021,1,8,15,0,176,0,186,17,0.4,53.300000000000004
2021,1,8,16,0,69,-0.8,69,0,0.4,66.12
2021,1,8,17,0,67,-1.7000000000000002,69,12,0.4,79.53
2021,1,8,18,0,0,-2.4000000000000004,0,0,0.4,93.31
2021,1,8,19,0,0,-2.7,0,0,0.4,107.18
2021,1,8,20,0,0,-3,0,0,0.4,121.05
2021,1,8,21,0,0,-3.2,0,0,0.4,134.75
2021,1,8,22,0,0,-3.6,0,0,0.4,147.9
2021,1,8,23,0,0,-3.7,0,0,0.4,159.3
2021,1,9,0,0,0,-4,0,0,0.4,164.34
2021,1,9,1,0,0,-4.1000000000000005,0,0,0.4,158.07
2021,1,9,2,0,0,-4.3,0,0,0.4,146.32
2021,1,9,3,0,0,-4.6000000000000005,0,0,0.4,133.06
2021,1,9,4,0,0,-4.9,0,0,0.4,119.32000000000001
2021,1,9,5,0,0,-5.2,0,0,0.4,105.44
2021,1,9,6,0,0,-4.5,0,0,0.4,91.57000000000001
2021,1,9,7,0,55,-2.9000000000000004,55,0,0.4,77.81
2021,1,9,8,0,73,-1.2000000000000002,73,0,0.4,64.45
2021,1,9,9,0,234,0.6000000000000001,248,23,0.4,51.71
2021,1,9,10,0,326,1.8,347,28,0.4,40.27
2021,1,9,11,0,272,2.5,292,23,0.4,31.62
2021,1,9,12,0,265,2.7,285,24,0.4,28.45
2021,1,9,13,0,69,2.6,1005,1109,0.4,32.410000000000004
2021,1,9,14,0,64,1.9000000000000001,877,1085,0.4,41.5
2021,1,9,15,0,58,0.7000000000000001,685,1044,0.4,53.15
2021,1,9,16,0,48,-0.5,441,966,0.4,65.99
2021,1,9,17,0,22,-1.9000000000000001,22,0,0.4,79.4
2021,1,9,18,0,0,-3,0,0,0.4,93.2
2021,1,9,19,0,0,-3.7,0,0,0.4,107.09
2021,1,9,20,0,0,-4.1000000000000005,0,0,0.4,120.97
2021,1,9,21,0,0,-4.7,0,0,0.4,134.69
2021,1,9,22,0,0,-4.9,0,0,0.4,147.87
2021,1,9,23,0,0,-4.9,0,0,0.4,159.34
2021,1,10,0,0,0,-5,0,0,0.4,164.5
2021,1,10,1,0,0,-5,0,0,0.4,158.24
2021,1,10,2,0,0,-5.1000000000000005,0,0,0.4,146.46
2021,1,10,3,0,0,-5.1000000000000005,0,0,0.4,133.18
2021,1,10,4,0,0,-5.300000000000001,0,0,0.4,119.43
2021,1,10,5,0,0,-5.4,0,0,0.4,105.53
2021,1,10,6,0,0,-4.5,0,0,0.4,91.65
2021,1,10,7,0,34,-2.9000000000000004,205,814,0.4,77.87
2021,1,10,8,0,145,-1.4000000000000001,151,14,0.4,64.49
2021,1,10,9,0,195,0.6000000000000001,207,19,0.4,51.72
2021,1,10,10,0,252,2.1,269,22,0.4,40.24
2021,1,10,11,0,293,2.8000000000000003,313,23,0.4,31.53
2021,1,10,12,0,369,3,392,26,0.4,28.29
2021,1,10,13,0,75,3,1003,1097,0.4,32.230000000000004
2021,1,10,14,0,69,2.3000000000000003,879,1079,0.4,41.34
2021,1,10,15,0,61,1.2000000000000002,687,1039,0.4,53
2021,1,10,16,0,49,0.1,443,964,0.4,65.85
2021,1,10,17,0,45,-1.4000000000000001,45,0,0.4,79.28
2021,1,10,18,0,0,-2.2,0,0,0.4,93.09
2021,1,10,19,0,0,-2.4000000000000004,0,0,0.4,106.99000000000001
2021,1,10,20,0,0,-2.7,0,0,0.4,120.9
2021,1,10,21,0,0,-3,0,0,0.4,134.63
2021,1,10,22,0,0,-3.2,0,0,0.4,147.85
2021,1,10,23,0,0,-3.5,0,0,0.4,159.39000000000001
2021,1,11,0,0,0,-3.8000000000000003,0,0,0.4,164.66
2021,1,11,1,0,0,-4,0,0,0.4,158.42000000000002
2021,1,11,2,0,0,-4.2,0,0,0.4,146.61
2021,1,11,3,0,0,-4.3,0,0,0.4,133.31
2021,1,11,4,0,0,-4.5,0,0,0.4,119.54
2021,1,11,5,0,0,-4.6000000000000005,0,0,0.4,105.62
2021,1,11,6,0,0,-3.8000000000000003,0,0,0.4,91.72
2021,1,11,7,0,30,-2.4000000000000004,203,823,0.4,77.93
2021,1,11,8,0,43,-1.2000000000000002,469,992,0.4,64.52
2021,1,11,9,0,263,0.6000000000000001,281,30,0.4,51.730000000000004
2021,1,11,10,0,284,2.2,302,24,0.4,40.21
2021,1,11,11,0,66,3.3000000000000003,1012,1109,0.4,31.43
2021,1,11,12,0,68,3.7,1050,1114,0.4,28.13
2021,1,11,13,0,342,3.5,364,25,0.4,32.05
2021,1,11,14,0,68,3,882,1081,0.4,41.160000000000004
2021,1,11,15,0,62,1.9000000000000001,692,1043,0.4,52.84
2021,1,11,16,0,52,0.6000000000000001,447,960,0.4,65.72
2021,1,11,17,0,35,-1.2000000000000002,177,756,0.4,79.16
2021,1,11,18,0,0,-2.2,0,0,0.4,92.99
2021,1,11,19,0,0,-2.5,0,0,0.4,106.9
2021,1,11,20,0,0,-2.8000000000000003,0,0,0.4,120.82000000000001
