Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,5328505,-,b'Boyacá',b'Colombia',6.44,-72.29,-5,4889,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,DHI,Temperature,GHI,DNI,Surface Albedo,Solar Zenith Angle
2022,1,1,0,0,0,-2.5,0,0,0.44,163.34
2022,1,1,1,0,0,-2.7,0,0,0.44,156.81
2022,1,1,2,0,0,-2.8000000000000003,0,0,0.44,145.17000000000002
2022,1,1,3,0,0,-3.1,0,0,0.44,132.03
2022,1,1,4,0,0,-3.6,0,0,0.44,118.4
2022,1,1,5,0,0,-4.1000000000000005,0,0,0.44,104.61
2022,1,1,6,0,0,-4.1000000000000005,0,0,0.44,90.84
2022,1,1,7,0,53,-2.4000000000000004,209,704,0.44,77.19
2022,1,1,8,0,314,-0.2,358,100,0.44,63.97
2022,1,1,9,0,457,2,574,187,0.44,51.43
2022,1,1,10,0,520,3.8000000000000003,767,324,0.44,40.300000000000004
2022,1,1,11,0,600,4.800000000000001,733,156,0.44,32.11
2022,1,1,12,0,542,4.9,551,11,0.44,29.45
2022,1,1,13,0,572,4.9,647,89,0.44,33.67
2022,1,1,14,0,315,4.3,321,8,0.44,42.77
2022,1,1,15,0,38,3.2,38,0,0.44,54.34
2022,1,1,16,0,220,1.7000000000000002,243,57,0.44,67.09
2022,1,1,17,0,7,-0.1,7,0,0.44,80.42
2022,1,1,18,0,0,-1.5,0,0,0.44,94.13
2022,1,1,19,0,0,-2.2,0,0,0.44,107.92
2022,1,1,20,0,0,-2.7,0,0,0.44,121.7
2022,1,1,21,0,0,-3.4000000000000004,0,0,0.44,135.27
2022,1,1,22,0,0,-3.9000000000000004,0,0,0.44,148.20000000000002
2022,1,1,23,0,0,-4.6000000000000005,0,0,0.44,159.15
2022,1,2,0,0,0,-5.4,0,0,0.44,163.44
2022,1,2,1,0,0,-6.300000000000001,0,0,0.44,156.95000000000002
2022,1,2,2,0,0,-7,0,0,0.44,145.3
2022,1,2,3,0,0,-7.6000000000000005,0,0,0.44,132.15
2022,1,2,4,0,0,-7.9,0,0,0.44,118.51
2022,1,2,5,0,0,-8.200000000000001,0,0,0.44,104.71000000000001
2022,1,2,6,0,0,-6.6000000000000005,0,0,0.44,90.93
2022,1,2,7,0,96,-2.8000000000000003,196,456,0.44,77.28
2022,1,2,8,0,315,0.30000000000000004,359,100,0.44,64.04
2022,1,2,9,0,449,2.8000000000000003,592,229,0.44,51.480000000000004
2022,1,2,10,0,367,4.6000000000000005,888,683,0.44,40.31
2022,1,2,11,0,631,5.9,821,224,0.44,32.07
2022,1,2,12,0,525,6.5,579,62,0.44,29.35
2022,1,2,13,0,247,6.5,248,0,0.44,33.54
2022,1,2,14,0,87,5.9,87,0,0.44,42.63
2022,1,2,15,0,70,4.7,70,0,0.44,54.2
2022,1,2,16,0,217,2.8000000000000003,223,13,0.44,66.96000000000001
2022,1,2,17,0,68,-0.2,69,7,0.44,80.29
2022,1,2,18,0,0,-3,0,0,0.44,94.02
2022,1,2,19,0,0,-4.2,0,0,0.4,107.82000000000001
2022,1,2,20,0,0,-5.1000000000000005,0,0,0.4,121.60000000000001
2022,1,2,21,0,0,-5.9,0,0,0.4,135.19
2022,1,2,22,0,0,-5.7,0,0,0.4,148.15
2022,1,2,23,0,0,-5.7,0,0,0.4,159.16
2022,1,3,0,0,0,-6,0,0,0.4,163.54
2022,1,3,1,0,0,-6.5,0,0,0.4,157.1
2022,1,3,2,0,0,-6.7,0,0,0.4,145.44
2022,1,3,3,0,0,-6.6000000000000005,0,0,0.4,132.28
2022,1,3,4,0,0,-6.6000000000000005,0,0,0.4,118.63
2022,1,3,5,0,0,-6.800000000000001,0,0,0.4,104.82000000000001
2022,1,3,6,0,0,-5.9,0,0,0.4,91.03
2022,1,3,7,0,107,-3.3000000000000003,194,397,0.4,77.36
2022,1,3,8,0,151,-0.2,443,668,0.4,64.11
2022,1,3,9,0,287,2.5,636,560,0.4,51.53
2022,1,3,10,0,538,4.4,799,342,0.4,40.33
2022,1,3,11,0,335,5.7,958,735,0.4,32.03
2022,1,3,12,0,621,6.2,928,351,0.4,29.25
2022,1,3,13,0,613,6.300000000000001,852,286,0.4,33.4
2022,1,3,14,0,510,5.800000000000001,753,330,0.4,42.49
2022,1,3,15,0,345,4.7,352,11,0.4,54.06
2022,1,3,16,0,230,2.9000000000000004,237,16,0.4,66.83
2022,1,3,17,0,98,-0.9,99,6,0.4,80.17
2022,1,3,18,0,0,-3.7,0,0,0.4,93.9
2022,1,3,19,0,0,-4.7,0,0,0.4,107.71000000000001
2022,1,3,20,0,0,-5.6000000000000005,0,0,0.4,121.51
2022,1,3,21,0,0,-6.2,0,0,0.4,135.11
2022,1,3,22,0,0,-6.800000000000001,0,0,0.4,148.1
2022,1,3,23,0,0,-6.6000000000000005,0,0,0.4,159.17000000000002
2022,1,4,0,0,0,-6.7,0,0,0.4,163.65
2022,1,4,1,0,0,-7.1000000000000005,0,0,0.4,157.24
2022,1,4,2,0,0,-7.6000000000000005,0,0,0.4,145.57
2022,1,4,3,0,0,-7.9,0,0,0.4,132.4
2022,1,4,4,0,0,-8,0,0,0.4,118.74000000000001
2022,1,4,5,0,0,-8,0,0,0.4,104.92
2022,1,4,6,0,0,-6.7,0,0,0.4,91.12
2022,1,4,7,0,106,-4.1000000000000005,191,393,0.4,77.44
2022,1,4,8,0,177,-1.3,415,547,0.4,64.17
2022,1,4,9,0,454,1.3,579,200,0.4,51.57
2022,1,4,10,0,380,3.5,790,538,0.4,40.33
2022,1,4,11,0,377,5.2,911,630,0.4,31.98
2022,1,4,12,0,446,6.1000000000000005,908,529,0.4,29.14
2022,1,4,13,0,617,6.300000000000001,834,259,0.4,33.25
2022,1,4,14,0,513,5.9,748,318,0.4,42.34
2022,1,4,15,0,323,4.9,552,390,0.4,53.92
2022,1,4,16,0,275,3.1,315,99,0.4,66.7
2022,1,4,17,0,89,-0.2,140,296,0.4,80.05
2022,1,4,18,0,0,-2.7,0,0,0.4,93.79
2022,1,4,19,0,0,-3.9000000000000004,0,0,0.4,107.61
2022,1,4,20,0,0,-4.800000000000001,0,0,0.4,121.42
2022,1,4,21,0,0,-5.7,0,0,0.4,135.03
2022,1,4,22,0,0,-6.5,0,0,0.4,148.05
2022,1,4,23,0,0,-7.2,0,0,0.4,159.18
2022,1,5,0,0,0,-7.300000000000001,0,0,0.4,163.77
2022,1,5,1,0,0,-7.300000000000001,0,0,0.4,157.39000000000001
2022,1,5,2,0,0,-7.6000000000000005,0,0,0.4,145.71
2022,1,5,3,0,0,-8.1,0,0,0.4,132.53
2022,1,5,4,0,0,-8.6,0,0,0.4,118.85000000000001
2022,1,5,5,0,0,-9.200000000000001,0,0,0.4,105.03
2022,1,5,6,0,0,-7.9,0,0,0.4,91.21000000000001
2022,1,5,7,0,135,-4.3,138,13,0.4,77.52
2022,1,5,8,0,317,-0.9,352,81,0.4,64.23
2022,1,5,9,0,461,2,575,183,0.4,51.6
2022,1,5,10,0,349,3.9000000000000004,824,623,0.4,40.33
2022,1,5,11,0,398,5.300000000000001,930,627,0.4,31.93
2022,1,5,12,0,483,6.1000000000000005,919,498,0.4,29.02
2022,1,5,13,0,436,6.300000000000001,889,541,0.4,33.1
2022,1,5,14,0,388,5.9,753,494,0.4,42.19
2022,1,5,15,0,433,4.7,508,126,0.4,53.78
2022,1,5,16,0,259,2.8000000000000003,271,30,0.4,66.56
2022,1,5,17,0,30,-1,30,0,0.4,79.92
2022,1,5,18,0,0,-3.6,0,0,0.4,93.67
2022,1,5,19,0,0,-4.6000000000000005,0,0,0.4,107.5
2022,1,5,20,0,0,-5.4,0,0,0.4,121.33
2022,1,5,21,0,0,-5.6000000000000005,0,0,0.4,134.96
2022,1,5,22,0,0,-6.1000000000000005,0,0,0.4,148.01
2022,1,5,23,0,0,-6.7,0,0,0.4,159.20000000000002
2022,1,6,0,0,0,-7.1000000000000005,0,0,0.4,163.89000000000001
2022,1,6,1,0,0,-7.6000000000000005,0,0,0.4,157.55
2022,1,6,2,0,0,-7.9,0,0,0.4,145.85
2022,1,6,3,0,0,-7.7,0,0,0.4,132.65
2022,1,6,4,0,0,-7.7,0,0,0.4,118.97
2022,1,6,5,0,0,-7.800000000000001,0,0,0.4,105.13
2022,1,6,6,0,0,-6.7,0,0,0.4,91.3
2022,1,6,7,0,105,-4.4,192,409,0.4,77.59
2022,1,6,8,0,180,-1.8,418,548,0.4,64.29
2022,1,6,9,0,460,0.9,566,171,0.4,51.64
2022,1,6,10,0,537,3,774,311,0.4,40.33
2022,1,6,11,0,622,4.5,864,285,0.4,31.87
2022,1,6,12,0,455,5.4,913,523,0.4,28.900000000000002
2022,1,6,13,0,613,5.5,840,270,0.4,32.95
2022,1,6,14,0,539,5.1000000000000005,724,249,0.4,42.03
2022,1,6,15,0,426,4,486,100,0.4,53.63
2022,1,6,16,0,83,1.9000000000000001,83,0,0.4,66.43
2022,1,6,17,0,7,-0.4,7,0,0.4,79.8
2022,1,6,18,0,0,-1.8,0,0,0.4,93.56
2022,1,6,19,0,0,-2.5,0,0,0.4,107.4
2022,1,6,20,0,0,-3,0,0,0.4,121.24000000000001
2022,1,6,21,0,0,-3.4000000000000004,0,0,0.4,134.89000000000001
2022,1,6,22,0,0,-3.7,0,0,0.4,147.97
2022,1,6,23,0,0,-4,0,0,0.4,159.22
2022,1,7,0,0,0,-4.3,0,0,0.4,164.03
2022,1,7,1,0,0,-4.6000000000000005,0,0,0.4,157.70000000000002
2022,1,7,2,0,0,-4.7,0,0,0.4,145.99
2022,1,7,3,0,0,-4.9,0,0,0.4,132.78
2022,1,7,4,0,0,-5.1000000000000005,0,0,0.4,119.08
2022,1,7,5,0,0,-5.4,0,0,0.4,105.23
2022,1,7,6,0,0,-4.4,0,0,0.4,91.39
2022,1,7,7,0,96,-2,98,10,0.4,77.66
2022,1,7,8,0,146,-0.2,438,673,0.4,64.34
2022,1,7,9,0,449,1.6,539,146,0.4,51.660000000000004
2022,1,7,10,0,462,3.7,560,128,0.4,40.32
2022,1,7,11,0,537,5,707,200,0.4,31.8
2022,1,7,12,0,448,5.300000000000001,461,15,0.4,28.77
2022,1,7,13,0,262,5,264,2,0.4,32.79
2022,1,7,14,0,78,4.2,78,0,0.4,41.87
2022,1,7,15,0,128,2.9000000000000004,128,0,0.4,53.49
2022,1,7,16,0,92,1.3,92,0,0.4,66.29
2022,1,7,17,0,7,-0.5,7,0,0.4,79.68
2022,1,7,18,0,0,-1.7000000000000002,0,0,0.4,93.45
2022,1,7,19,0,0,-2.3000000000000003,0,0,0.4,107.3
2022,1,7,20,0,0,-2.8000000000000003,0,0,0.4,121.16
2022,1,7,21,0,0,-3.1,0,0,0.4,134.83
2022,1,7,22,0,0,-3.5,0,0,0.4,147.94
2022,1,7,23,0,0,-3.8000000000000003,0,0,0.4,159.25
2022,1,8,0,0,0,-4.1000000000000005,0,0,0.4,164.16
2022,1,8,1,0,0,-4.4,0,0,0.4,157.87
2022,1,8,2,0,0,-4.7,0,0,0.4,146.14000000000001
2022,1,8,3,0,0,-4.7,0,0,0.4,132.9
2022,1,8,4,0,0,-4.800000000000001,0,0,0.4,119.19
2022,1,8,5,0,0,-5,0,0,0.4,105.32000000000001
2022,1,8,6,0,0,-4.3,0,0,0.4,91.47
2022,1,8,7,0,111,-2.3000000000000003,191,378,0.4,77.73
2022,1,8,8,0,303,-0.2,333,70,0.4,64.39
2022,1,8,9,0,442,2,573,212,0.4,51.69
2022,1,8,10,0,496,3.9000000000000004,526,40,0.4,40.300000000000004
2022,1,8,11,0,627,5.300000000000001,808,214,0.4,31.720000000000002
2022,1,8,12,0,367,6.2,368,1,0.4,28.63
2022,1,8,13,0,57,6.6000000000000005,57,0,0.4,32.62
2022,1,8,14,0,74,6.1000000000000005,74,0,0.4,41.71
2022,1,8,15,0,429,4.5,499,118,0.4,53.34
2022,1,8,16,0,226,2.6,231,14,0.4,66.16
2022,1,8,17,0,74,0.9,74,1,0.4,79.56
2022,1,8,18,0,0,-0.30000000000000004,0,0,0.4,93.34
2022,1,8,19,0,0,-0.9,0,0,0.4,107.21000000000001
2022,1,8,20,0,0,-1.2000000000000002,0,0,0.4,121.07000000000001
2022,1,8,21,0,0,-1.5,0,0,0.4,134.76
2022,1,8,22,0,0,-2,0,0,0.4,147.91
2022,1,8,23,0,0,-2.6,0,0,0.4,159.29
2022,1,9,0,0,0,-2.9000000000000004,0,0,0.4,164.31
2022,1,9,1,0,0,-3.1,0,0,0.4,158.03
2022,1,9,2,0,0,-3.4000000000000004,0,0,0.4,146.28
2022,1,9,3,0,0,-4,0,0,0.4,133.03
2022,1,9,4,0,0,-4.6000000000000005,0,0,0.4,119.3
2022,1,9,5,0,0,-5.1000000000000005,0,0,0.4,105.42
2022,1,9,6,0,0,-4.2,0,0,0.4,91.55
2022,1,9,7,0,128,-2.3000000000000003,130,14,0.4,77.79
2022,1,9,8,0,302,0.2,348,106,0.4,64.43
2022,1,9,9,0,447,2.8000000000000003,550,167,0.4,51.7
2022,1,9,10,0,532,4.5,766,306,0.4,40.28
2022,1,9,11,0,571,5.5,623,61,0.4,31.64
2022,1,9,12,0,528,6,589,70,0.4,28.48
2022,1,9,13,0,279,5.7,279,0,0.4,32.45
2022,1,9,14,0,136,4.9,136,0,0.4,41.550000000000004
2022,1,9,15,0,159,3.6,160,0,0.4,53.19
2022,1,9,16,0,21,2,21,0,0.4,66.02
2022,1,9,17,0,24,0.30000000000000004,24,0,0.4,79.44
2022,1,9,18,0,0,-0.9,0,0,0.4,93.23
2022,1,9,19,0,0,-1.5,0,0,0.4,107.11
2022,1,9,20,0,0,-1.9000000000000001,0,0,0.4,120.99000000000001
2022,1,9,21,0,0,-2.3000000000000003,0,0,0.4,134.71
2022,1,9,22,0,0,-2.8000000000000003,0,0,0.4,147.88
2022,1,9,23,0,0,-3.2,0,0,0.4,159.33
2022,1,10,0,0,0,-3.6,0,0,0.4,164.46
2022,1,10,1,0,0,-4,0,0,0.4,158.20000000000002
2022,1,10,2,0,0,-4.3,0,0,0.4,146.43
2022,1,10,3,0,0,-4.5,0,0,0.4,133.15
2022,1,10,4,0,0,-4.9,0,0,0.4,119.4
2022,1,10,5,0,0,-5.2,0,0,0.4,105.51
2022,1,10,6,0,0,-4.4,0,0,0.4,91.63
2022,1,10,7,0,98,-2.1,193,449,0.4,77.86
2022,1,10,8,0,302,0.30000000000000004,333,71,0.4,64.48
2022,1,10,9,0,448,2.8000000000000003,570,197,0.4,51.72
2022,1,10,10,0,441,4.2,711,354,0.4,40.25
2022,1,10,11,0,96,5.2,96,0,0.4,31.55
2022,1,10,12,0,538,5.5,861,367,0.4,28.330000000000002
2022,1,10,13,0,539,5.5,725,219,0.4,32.28
2022,1,10,14,0,303,5,304,0,0.4,41.38
2022,1,10,15,0,345,4.1000000000000005,351,10,0.4,53.04
2022,1,10,16,0,233,2.6,355,299,0.4,65.89
2022,1,10,17,0,89,0.7000000000000001,89,1,0.4,79.31
2022,1,10,18,0,0,-0.6000000000000001,0,0,0.4,93.12
2022,1,10,19,0,0,-1.2000000000000002,0,0,0.4,107.02
2022,1,10,20,0,0,-1.6,0,0,0.4,120.92
2022,1,10,21,0,0,-1.8,0,0,0.4,134.65
2022,1,10,22,0,0,-2.1,0,0,0.4,147.86
2022,1,10,23,0,0,-2.3000000000000003,0,0,0.4,159.37
2022,1,11,0,0,0,-2.7,0,0,0.4,164.62
2022,1,11,1,0,0,-2.8000000000000003,0,0,0.4,158.37
2022,1,11,2,0,0,-3.1,0,0,0.4,146.57
2022,1,11,3,0,0,-3.4000000000000004,0,0,0.4,133.27
2022,1,11,4,0,0,-3.7,0,0,0.4,119.51
2022,1,11,5,0,0,-3.9000000000000004,0,0,0.4,105.60000000000001
2022,1,11,6,0,0,-3.1,0,0,0.4,91.7
2022,1,11,7,0,128,-0.8,132,15,0.4,77.91
2022,1,11,8,0,299,1.4000000000000001,330,70,0.4,64.51
2022,1,11,9,0,446,3.2,560,183,0.4,51.730000000000004
2022,1,11,10,0,558,4.6000000000000005,699,185,0.4,40.22
2022,1,11,11,0,623,5.5,792,198,0.4,31.46
2022,1,11,12,0,577,6.1000000000000005,602,29,0.4,28.17
2022,1,11,13,0,445,6,447,2,0.4,32.09
2022,1,11,14,0,189,5.5,189,0,0.4,41.21
2022,1,11,15,0,39,4.6000000000000005,39,0,0.4,52.88
2022,1,11,16,0,22,3,22,0,0.4,65.75
2022,1,11,17,0,43,1.1,43,0,0.4,79.19
2022,1,11,18,0,0,-0.30000000000000004,0,0,0.4,93.02
2022,1,11,19,0,0,-0.9,0,0,0.4,106.93
2022,1,11,20,0,0,-1.3,0,0,0.4,120.84
2022,1,11,21,0,0,-1.6,0,0,0.4,134.6
2022,1,11,22,0,0,-1.8,0,0,0.4,147.84
2022,1,11,23,0,0,-2,0,0,0.4,159.43
2022,1,12,0,0,0,-2.2,0,0,0.4,164.78
2022,1,12,1,0,0,-2.5,0,0,0.4,158.55
2022,1,12,2,0,0,-2.8000000000000003,0,0,0.4,146.71
2022,1,12,3,0,0,-3.1,0,0,0.4,133.4
2022,1,12,4,0,0,-3.3000000000000003,0,0,0.4,119.61
2022,1,12,5,0,0,-3.6,0,0,0.4,105.69
2022,1,12,6,0,0,-3.3000000000000003,0,0,0.4,91.78
2022,1,12,7,0,92,-2.1,194,488,0.4,77.97
2022,1,12,8,0,299,-0.5,343,102,0.4,64.54
2022,1,12,9,0,440,1.6,562,197,0.4,51.730000000000004
2022,1,12,10,0,515,3.9000000000000004,790,360,0.4,40.18
2022,1,12,11,0,626,5.4,854,267,0.4,31.36
2022,1,12,12,0,621,6,762,159,0.4,28.01
2022,1,12,13,0,358,5.9,358,1,0.4,31.91
2022,1,12,14,0,324,5.300000000000001,324,1,0.4,41.04
2022,1,12,15,0,241,4.1000000000000005,241,0,0.4,52.730000000000004
2022,1,12,16,0,112,2.5,112,0,0.4,65.62
2022,1,12,17,0,11,0.7000000000000001,11,0,0.4,79.07000000000001
2022,1,12,18,0,0,-0.4,0,0,0.4,92.91
2022,1,12,19,0,0,-1,0,0,0.4,106.84
2022,1,12,20,0,0,-1.3,0,0,0.4,120.77
2022,1,12,21,0,0,-1.6,0,0,0.4,134.55
2022,1,12,22,0,0,-1.8,0,0,0.4,147.83
2022,1,12,23,0,0,-2,0,0,0.4,159.48
2022,1,13,0,0,0,-2.3000000000000003,0,0,0.4,164.95000000000002
2022,1,13,1,0,0,-2.5,0,0,0.4,158.73
2022,1,13,2,0,0,-2.7,0,0,0.4,146.86
2022,1,13,3,0,0,-2.7,0,0,0.4,133.52
2022,1,13,4,0,0,-2.9000000000000004,0,0,0.4,119.72
2022,1,13,5,0,0,-3.3000000000000003,0,0,0.4,105.77
2022,1,13,6,0,0,-2.8000000000000003,0,0,0.4,91.85000000000001
2022,1,13,7,0,108,-1.3,183,362,0.4,78.02
2022,1,13,8,0,303,0.2,338,83,0.4,64.57000000000001
2022,1,13,9,0,294,1.8,615,518,0.4,51.730000000000004
2022,1,13,10,0,547,3.4000000000000004,754,271,0.4,40.13
2022,1,13,11,0,354,4.4,354,1,0.4,31.25
2022,1,13,12,0,586,4.9,628,47,0.4,27.84
2022,1,13,13,0,578,4.800000000000001,657,93,0.4,31.720000000000002
2022,1,13,14,0,330,4,330,1,0.4,40.86
2022,1,13,15,0,150,2.4000000000000004,150,0,0.4,52.58
2022,1,13,16,0,131,0.8,131,0,0.4,65.48
2022,1,13,17,0,7,-0.7000000000000001,7,0,0.4,78.96000000000001
2022,1,13,18,0,0,-1.5,0,0,0.4,92.81
2022,1,13,19,0,0,-2,0,0,0.4,106.75
2022,1,13,20,0,0,-2.2,0,0,0.4,120.7
2022,1,13,21,0,0,-2.4000000000000004,0,0,0.4,134.5
2022,1,13,22,0,0,-2.7,0,0,0.4,147.82
2022,1,13,23,0,0,-3,0,0,0.4,159.54
2022,1,14,0,0,0,-3.1,0,0,0.4,165.13
2022,1,14,1,0,0,-3.2,0,0,0.4,158.91
2022,1,14,2,0,0,-3.4000000000000004,0,0,0.4,147.01
2022,1,14,3,0,0,-3.5,0,0,0.4,133.64000000000001
2022,1,14,4,0,0,-3.7,0,0,0.4,119.82000000000001
2022,1,14,5,0,0,-3.8000000000000003,0,0,0.4,105.86
2022,1,14,6,0,0,-3.3000000000000003,0,0,0.4,91.91
2022,1,14,7,0,115,-2.5,151,175,0.4,78.06
2022,1,14,8,0,294,-1.5,321,62,0.4,64.6
2022,1,14,9,0,321,-0.30000000000000004,554,376,0.4,51.72
2022,1,14,10,0,391,1.3,729,442,0.4,40.08
2022,1,14,11,0,478,2.7,851,436,0.4,31.14
2022,1,14,12,0,649,3.5,831,205,0.4,27.66
2022,1,14,13,0,526,3.8000000000000003,681,182,0.4,31.52
2022,1,14,14,0,478,3.6,548,93,0.4,40.68
2022,1,14,15,0,339,2.6,390,85,0.4,52.42
2022,1,14,16,0,184,1.1,190,16,0.4,65.35
2022,1,14,17,0,7,-0.5,7,0,0.4,78.84
2022,1,14,18,0,0,-1.6,0,0,0.4,92.71000000000001
2022,1,14,19,0,0,-2.1,0,0,0.4,106.66
2022,1,14,20,0,0,-2.5,0,0,0.4,120.63
2022,1,14,21,0,0,-2.9000000000000004,0,0,0.4,134.46
2022,1,14,22,0,0,-3.3000000000000003,0,0,0.4,147.81
2022,1,14,23,0,0,-3.9000000000000004,0,0,0.4,159.61
2022,1,15,0,0,0,-4.4,0,0,0.4,165.31
2022,1,15,1,0,0,-4.800000000000001,0,0,0.4,159.09
2022,1,15,2,0,0,-5,0,0,0.4,147.15
2022,1,15,3,0,0,-5.1000000000000005,0,0,0.4,133.76
2022,1,15,4,0,0,-5.300000000000001,0,0,0.4,119.91
2022,1,15,5,0,0,-5.4,0,0,0.4,105.94
2022,1,15,6,0,0,-4.5,0,0,0.4,91.97
2022,1,15,7,0,102,-2.7,172,338,0.4,78.11
2022,1,15,8,0,206,-0.6000000000000001,382,411,0.4,64.62
2022,1,15,9,0,307,1.4000000000000001,597,467,0.4,51.71
2022,1,15,10,0,419,3.1,767,454,0.4,40.03
2022,1,15,11,0,502,4.3,852,409,0.4,31.02
2022,1,15,12,0,510,5,907,447,0.4,27.47
2022,1,15,13,0,536,5.2,784,290,0.4,31.32
2022,1,15,14,0,473,4.800000000000001,569,126,0.4,40.5
2022,1,15,15,0,259,3.8000000000000003,265,10,0.4,52.26
2022,1,15,16,0,69,2,69,0,0.4,65.21000000000001
2022,1,15,17,0,8,0,8,0,0.4,78.72
2022,1,15,18,0,0,-1.3,0,0,0.4,92.61
2022,1,15,19,0,0,-1.9000000000000001,0,0,0.4,106.58
2022,1,15,20,0,0,-2.3000000000000003,0,0,0.4,120.57000000000001
2022,1,15,21,0,0,-2.5,0,0,0.4,134.42000000000002
2022,1,15,22,0,0,-2.8000000000000003,0,0,0.4,147.81
2022,1,15,23,0,0,-3,0,0,0.4,159.68
2022,1,16,0,0,0,-3.1,0,0,0.4,165.5
2022,1,16,1,0,0,-3.2,0,0,0.4,159.28
2022,1,16,2,0,0,-3.4000000000000004,0,0,0.4,147.3
2022,1,16,3,0,0,-3.5,0,0,0.4,133.87
2022,1,16,4,0,0,-3.6,0,0,0.4,120.01
2022,1,16,5,0,0,-3.7,0,0,0.4,106.01
2022,1,16,6,0,0,-3.2,0,0,0.4,92.03
2022,1,16,7,0,126,-1.9000000000000001,146,98,0.4,78.15
2022,1,16,8,0,226,-0.4,380,359,0.4,64.64
2022,1,16,9,0,342,1.2000000000000002,552,338,0.4,51.7
2022,1,16,10,0,360,2.8000000000000003,803,577,0.4,39.97
2022,1,16,11,0,507,4.3,838,385,0.4,30.89
2022,1,16,12,0,564,5.1000000000000005,668,117,0.4,27.28
2022,1,16,13,0,534,5.300000000000001,756,260,0.4,31.12
2022,1,16,14,0,471,4.800000000000001,587,152,0.4,40.32
2022,1,16,15,0,246,3.6,247,0,0.4,52.11
2022,1,16,16,0,250,1.9000000000000001,258,20,0.4,65.08
2022,1,16,17,0,28,0.2,28,0,0.4,78.61
2022,1,16,18,0,0,-0.8,0,0,0.4,92.51
2022,1,16,19,0,0,-1.2000000000000002,0,0,0.39,106.5
2022,1,16,20,0,0,-1.5,0,0,0.39,120.5
2022,1,16,21,0,0,-1.7000000000000002,0,0,0.39,134.38
2022,1,16,22,0,0,-2,0,0,0.39,147.81
2022,1,16,23,0,0,-2.3000000000000003,0,0,0.39,159.75
2022,1,17,0,0,0,-2.6,0,0,0.39,165.69
2022,1,17,1,0,0,-2.9000000000000004,0,0,0.39,159.46
2022,1,17,2,0,0,-3.3000000000000003,0,0,0.39,147.44
2022,1,17,3,0,0,-3.4000000000000004,0,0,0.39,133.99
2022,1,17,4,0,0,-3.5,0,0,0.39,120.10000000000001
2022,1,17,5,0,0,-3.6,0,0,0.39,106.09
2022,1,17,6,0,0,-2.8000000000000003,0,0,0.39,92.09
2022,1,17,7,0,129,-0.9,136,34,0.39,78.19
2022,1,17,8,0,288,1,364,179,0.39,64.65
2022,1,17,9,0,377,3.1,394,28,0.39,51.68
2022,1,17,10,0,508,4.5,594,111,0.39,39.9
2022,1,17,11,0,521,5.300000000000001,768,287,0.39,30.76
2022,1,17,12,0,643,5.5,848,230,0.39,27.09
2022,1,17,13,0,521,5.2,596,87,0.39,30.91
2022,1,17,14,0,269,4.4,269,0,0.39,40.13
2022,1,17,15,0,260,2.9000000000000004,269,14,0.39,51.95
2022,1,17,16,0,130,1.4000000000000001,130,0,0.39,64.94
2022,1,17,17,0,87,0.1,166,397,0.39,78.49
2022,1,17,18,0,0,-0.8,0,0,0.39,92.41
2022,1,17,19,0,0,-1.1,0,0,0.39,106.42
2022,1,17,20,0,0,-1.4000000000000001,0,0,0.39,120.45
2022,1,17,21,0,0,-1.8,0,0,0.39,134.34
2022,1,17,22,0,0,-2.2,0,0,0.39,147.81
2022,1,17,23,0,0,-2.5,0,0,0.39,159.83
2022,1,18,0,0,0,-2.8000000000000003,0,0,0.39,165.89000000000001
2022,1,18,1,0,0,-3.3000000000000003,0,0,0.39,159.65
2022,1,18,2,0,0,-3.4000000000000004,0,0,0.39,147.58
2022,1,18,3,0,0,-3.4000000000000004,0,0,0.39,134.1
2022,1,18,4,0,0,-3.7,0,0,0.39,120.19
2022,1,18,5,0,0,-4,0,0,0.39,106.16
2022,1,18,6,0,0,-3.1,0,0,0.39,92.14
2022,1,18,7,0,120,-1.6,123,11,0.39,78.22
2022,1,18,8,0,294,0.30000000000000004,324,71,0.39,64.66
2022,1,18,9,0,434,2.7,496,100,0.39,51.65
2022,1,18,10,0,553,4.2,734,237,0.39,39.83
2022,1,18,11,0,621,5.1000000000000005,796,203,0.39,30.62
