"A_x","A_y","B_x","B_y","C_x","C_y","AB_x","AB_y","ABCD_x","ABCD_y"
2357.718942,50036,2357.718942,73250,2357.718942,0,2357.718942,136,2357.718942,0,
2362.736809,49876,2362.736809,73137,2362.736809,0,2362.736809,149,2362.736809,0,
2367.753165,49951,2367.753165,72894,2367.753165,0,2367.753165,139,2367.753165,0,
2372.74318,49536,2372.74318,72582,2372.74318,0,2372.74318,160,2372.74318,0,
2377.743128,50031,2377.743128,73130,2377.743128,0,2377.743128,144,2377.743128,0,
2382.769834,50188,2382.769834,73130,2382.769834,0,2382.769834,147,2382.769834,0,
2387.75928,49599,2387.75928,72664,2387.75928,0,2387.75928,158,2387.75928,0,
2392.759883,49444,2392.759883,73095,2392.759883,0,2392.759883,158,2392.759883,0,
2397.753505,49924,2397.753505,72561,2397.753505,0,2397.753505,154,2397.753505,0,
2456.338686,58207,2456.338686,85368,2456.338686,0,2456.338686,155,2456.338686,0,
2461.35621,57722,2461.35621,85066,2461.35621,0,2461.35621,166,2461.35621,0,
2466.376663,57966,2466.376663,85259,2466.376663,0,2466.376663,178,2466.376663,0,
2471.393507,58158,2471.393507,85371,2471.393507,0,2471.393507,172,2471.393507,0,
2476.399507,58123,2476.399507,85084,2476.399507,0,2476.399507,153,2476.399507,0,
2481.386406,57759,2481.386406,85203,2481.386406,0,2481.386406,179,2481.386406,0,
2486.409884,57677,2486.409884,84828,2486.409884,0,2486.409884,184,2486.409884,0,
2491.403641,57720,2491.403641,84889,2491.403641,0,2491.403641,175,2491.403641,0,
2496.4203,58115,2496.4203,85210,2496.4203,0,2496.4203,194,2496.4203,0,
2501.426661,57976,2501.426661,85168,2501.426661,0,2501.426661,178,2501.426661,0,
2544.242551,68041,2544.242551,99958,2544.242551,0,2544.242551,191,2544.242551,0,
2549.237019,67306,2549.237019,99253,2549.237019,0,2549.237019,176,2549.237019,0,
2554.253218,67392,2554.253218,99650,2554.253218,0,2554.253218,193,2554.253218,0,
2559.25347,67109,2559.25347,98694,2559.25347,0,2559.25347,205,2559.25347,0,
2564.270079,67389,2564.270079,99284,2564.270079,0,2564.270079,222,2564.270079,0,
2569.253055,68000,2569.253055,98878,2569.253055,0,2569.253055,195,2569.253055,0,
2574.254113,67615,2574.254113,98674,2574.254113,0,2574.254113,210,2574.254113,0,
2579.253754,67439,2579.253754,99011,2579.253754,0,2579.253754,196,2579.253754,0,
2584.253702,67334,2584.253702,98653,2584.253702,0,2584.253702,195,2584.253702,0,
2589.26987,67723,2589.26987,99088,2589.26987,0,2589.26987,212,2589.26987,0,
2594.269867,67474,2594.269867,98517,2594.269867,0,2594.269867,198,2594.269867,0,
2599.264981,66926,2599.264981,98786,2599.264981,0,2599.264981,189,2599.264981,0,
2604.270074,67616,2604.270074,99022,2604.270074,0,2604.270074,163,2604.270074,0,
2609.270504,66621,2609.270504,99410,2609.270504,0,2609.270504,211,2609.270504,0,
2657.88594,76557,2657.88594,116985,2657.88594,0,2657.88594,239,2657.88594,0,
2662.895501,71650,2662.895501,105613,2662.895501,0,2662.895501,225,2662.895501,0,
2667.909712,71965,2667.909712,105282,2667.909712,0,2667.909712,254,2667.909712,0,
2672.905173,71396,2672.905173,105567,2672.905173,0,2672.905173,219,2672.905173,0,
2677.920489,71585,2677.920489,105789,2677.920489,0,2677.920489,234,2677.920489,0,
2682.926897,71628,2682.926897,105684,2682.926897,0,2682.926897,213,2682.926897,0,
2687.921961,71161,2687.921961,105153,2687.921961,0,2687.921961,227,2687.921961,0,
2692.936952,71535,2692.936952,105329,2692.936952,0,2692.936952,214,2692.936952,0,
2697.937074,72003,2697.937074,106065,2697.937074,0,2697.937074,254,2697.937074,0,
2702.953901,71525,2702.953901,104612,2702.953901,0,2702.953901,221,2702.953901,0,
2707.970342,71626,2707.970342,105064,2707.970342,0,2707.970342,253,2707.970342,0,
2712.95397,71365,2712.95397,105520,2712.95397,0,2712.95397,236,2712.95397,0,
2717.970128,71359,2717.970128,104813,2717.970128,0,2717.970128,238,2717.970128,0,
2785.888505,74222,2785.888505,109249,2785.888505,0,2785.888505,230,2785.888505,0,
2790.893949,74216,2790.893949,109088,2790.893949,0,2790.893949,235,2790.893949,0,
2795.904002,73953,2795.904002,109430,2795.904002,0,2795.904002,218,2795.904002,0,
2800.920246,73805,2800.920246,109669,2800.920246,0,2800.920246,217,2800.920246,0,
2805.926721,73671,2805.926721,109539,2805.926721,0,2805.926721,270,2805.926721,0,
2810.920263,74415,2810.920263,109498,2810.920263,0,2810.920263,262,2810.920263,0,
2815.943752,73731,2815.943752,109351,2815.943752,0,2815.943752,232,2815.943752,0,
2820.937309,74180,2820.937309,108914,2820.937309,0,2820.937309,220,2820.937309,0,
2825.937439,73961,2825.937439,109955,2825.937439,0,2825.937439,229,2825.937439,0,
2830.937398,73804,2830.937398,108932,2830.937398,0,2830.937398,227,2830.937398,0,
2835.936365,74011,2835.936365,109632,2835.936365,0,2835.936365,254,2835.936365,0,
2840.936943,74016,2840.936943,109043,2840.936943,0,2840.936943,249,2840.936943,0,
2845.937502,73911,2845.937502,109372,2845.937502,0,2845.937502,230,2845.937502,0,
2850.963051,74382,2850.963051,108610,2850.963051,0,2850.963051,217,2850.963051,0,
2855.943792,74353,2855.943792,109106,2855.943792,0,2855.943792,264,2855.943792,0,
2860.943696,73851,2860.943696,109138,2860.943696,0,2860.943696,222,2860.943696,0,
2865.937016,74131,2865.937016,108727,2865.937016,0,2865.937016,233,2865.937016,0,
2870.954039,73821,2870.954039,109242,2870.954039,0,2870.954039,232,2870.954039,0,
2875.960952,73882,2875.960952,109549,2875.960952,0,2875.960952,218,2875.960952,0,
2900.693765,74161,2900.693765,109293,2900.693765,0,2900.693765,223,2900.693765,0,
2905.697166,74186,2905.697166,109505,2905.697166,0,2905.697166,234,2905.697166,0,
2910.704179,74132,2910.704179,108523,2910.704179,0,2910.704179,224,2910.704179,0,
2915.72078,74184,2915.72078,109875,2915.72078,0,2915.72078,231,2915.72078,0,
2920.726633,74182,2920.726633,109568,2920.726633,0,2920.726633,217,2920.726633,0,
2925.727278,73883,2925.727278,109367,2925.727278,0,2925.727278,229,2925.727278,0,
2930.74302,73837,2930.74302,109210,2930.74302,0,2930.74302,246,2930.74302,0,
2935.720817,74135,2935.720817,109626,2935.720817,0,2935.720817,237,2935.720817,0,
2940.72033,73747,2940.72033,109641,2940.72033,0,2940.72033,213,2940.72033,0,
2945.727252,73777,2945.727252,108931,2945.727252,0,2945.727252,222,2945.727252,0,
2950.760514,73621,2950.760514,109755,2950.760514,0,2950.760514,237,2950.760514,0,
2955.759664,73589,2955.759664,109486,2955.759664,0,2955.759664,234,2955.759664,0,
2960.754156,73805,2960.754156,109642,2960.754156,0,2960.754156,250,2960.754156,0,
2965.770614,74285,2965.770614,109017,2965.770614,0,2965.770614,254,2965.770614,0,
2970.77082,73818,2970.77082,108848,2970.77082,0,2970.77082,248,2970.77082,0,
3016.120948,72937,3016.120948,108403,3016.120948,0,3016.120948,212,3016.120948,0,
3021.144017,71407,3021.144017,105435,3021.144017,0,3021.144017,256,3021.144017,0,
3026.137607,71534,3026.137607,105673,3026.137607,0,3026.137607,233,3026.137607,0,
3031.137631,71486,3031.137631,104875,3031.137631,0,3031.137631,242,3031.137631,0,
3036.15415,71492,3036.15415,105354,3036.15415,0,3036.15415,202,3036.15415,0,
3041.179158,71775,3041.179158,105644,3041.179158,0,3041.179158,247,3041.179158,0,
3046.170455,71653,3046.170455,105069,3046.170455,0,3046.170455,244,3046.170455,0,
3051.177401,71516,3051.177401,105395,3051.177401,0,3051.177401,242,3051.177401,0,
3056.176802,70920,3056.176802,105831,3056.176802,0,3056.176802,217,3056.176802,0,
3061.183517,71274,3061.183517,105935,3061.183517,0,3061.183517,248,3061.183517,0,
3066.189575,71589,3066.189575,106471,3066.189575,0,3066.189575,223,3066.189575,0,
3071.200886,71614,3071.200886,106053,3071.200886,0,3071.200886,234,3071.200886,0,
3076.193749,72072,3076.193749,105948,3076.193749,0,3076.193749,244,3076.193749,0,
3081.204344,71940,3081.204344,104885,3081.204344,0,3081.204344,241,3081.204344,0,
3086.204327,71608,3086.204327,105562,3086.204327,0,3086.204327,252,3086.204327,0,
3091.210476,71665,3091.210476,105494,3091.210476,0,3091.210476,238,3091.210476,0,
3096.210445,71533,3096.210445,105783,3096.210445,0,3096.210445,229,3096.210445,0,
3101.20407,71813,3101.20407,105298,3101.20407,0,3101.20407,239,3101.20407,0,
3106.204526,71994,3106.204526,105320,3106.204526,0,3106.204526,236,3106.204526,0,
3146.221126,67237,3146.221126,98475,3146.221126,0,3146.221126,217,3146.221126,0,
3151.220844,66665,3151.220844,98580,3151.220844,0,3151.220844,197,3151.220844,0,
3156.219833,66536,3156.219833,98783,3156.219833,0,3156.219833,199,3156.219833,0,
3161.220697,66604,3161.220697,98834,3161.220697,0,3161.220697,203,3161.220697,0,
3166.220985,66901,3166.220985,98273,3166.220985,0,3166.220985,207,3166.220985,0,
3171.220741,67206,3171.220741,98435,3171.220741,0,3171.220741,202,3171.220741,0,
3176.237764,66910,3176.237764,98001,3176.237764,0,3176.237764,221,3176.237764,0,
3181.237554,66579,3181.237554,97955,3181.237554,0,3181.237554,221,3181.237554,0,
3186.237824,66938,3186.237824,98115,3186.237824,0,3186.237824,174,3186.237824,0,
3191.239623,66945,3191.239623,98532,3191.239623,0,3191.239623,243,3191.239623,0,
3196.248887,66794,3196.248887,98316,3196.248887,0,3196.248887,236,3196.248887,0,
3201.255224,66863,3201.255224,98709,3201.255224,0,3201.255224,172,3201.255224,0,
3206.276987,66221,3206.276987,98066,3206.276987,0,3206.276987,215,3206.276987,0,
3211.270679,67189,3211.270679,97514,3211.270679,0,3211.270679,215,3211.270679,0,
3250.044294,57808,3250.044294,84808,3250.044294,0,3250.044294,167,3250.044294,0,
3255.05639,58332,3255.05639,84918,3255.05639,0,3255.05639,154,3255.05639,0,
3260.066257,58132,3260.066257,85180,3260.066257,0,3260.066257,188,3260.066257,0,
3265.07125,57663,3265.07125,84601,3265.07125,0,3265.07125,195,3265.07125,0,
3270.071329,57876,3270.071329,84287,3270.071329,0,3270.071329,166,3270.071329,0,
3275.06012,57841,3275.06012,84801,3275.06012,0,3275.06012,183,3275.06012,0,
3280.071059,57503,3280.071059,84507,3280.071059,0,3280.071059,169,3280.071059,0,
3285.088091,57919,3285.088091,84622,3285.088091,0,3285.088091,177,3285.088091,0,
3290.094373,57703,3290.094373,85349,3290.094373,0,3290.094373,188,3290.094373,0,
3295.110779,58131,3295.110779,85435,3295.110779,0,3295.110779,179,3295.110779,0,
3300.104649,58285,3300.104649,84873,3300.104649,0,3300.104649,170,3300.104649,0,
3305.112036,57958,3305.112036,84802,3305.112036,0,3305.112036,186,3305.112036,0,
3343.33816,51285,3343.33816,74266,3343.33816,0,3343.33816,144,3343.33816,0,
3348.354702,51471,3348.354702,75086,3348.354702,0,3348.354702,149,3348.354702,0,
3353.371335,51247,3353.371335,74443,3353.371335,0,3353.371335,162,3353.371335,0,
3358.377172,51299,3358.377172,74777,3358.377172,0,3358.377172,144,3358.377172,0,
3363.38809,51507,3363.38809,74650,3363.38809,0,3363.38809,152,3363.38809,0,
3368.404769,51228,3368.404769,75105,3368.404769,0,3368.404769,149,3368.404769,0,
3373.421312,51637,3373.421312,74852,3373.421312,0,3373.421312,149,3373.421312,0,
3378.438126,51191,3378.438126,74970,3378.438126,0,3378.438126,154,3378.438126,0,
3383.437621,51083,3383.437621,75058,3383.437621,0,3383.437621,162,3383.437621,0,
3388.454796,51312,3388.454796,75367,3388.454796,0,3388.454796,161,3388.454796,0,
3393.454769,51475,3393.454769,74621,3393.454769,0,3393.454769,149,3393.454769,0,
3429.494468,40146,3429.494468,58659,3429.494468,0,3429.494468,97,3429.494468,0,
3434.49449,40428,3434.49449,58965,3434.49449,0,3434.49449,124,3434.49449,0,
3439.510795,40208,3439.510795,58560,3439.510795,0,3439.510795,108,3439.510795,0,
3444.527916,40364,3444.527916,59061,3444.527916,0,3444.527916,93,3444.527916,0,
3449.538151,40415,3449.538151,58569,3449.538151,0,3449.538151,104,3449.538151,0,
3454.544262,40229,3454.544262,58517,3454.544262,0,3454.544262,107,3454.544262,0,
3459.54354,40044,3459.54354,58617,3459.54354,0,3459.54354,102,3459.54354,0,
3464.560248,40217,3464.560248,58417,3464.560248,0,3464.560248,115,3464.560248,0,
3469.554948,40451,3469.554948,58662,3469.554948,0,3469.554948,120,3469.554948,0,
3474.571298,40515,3474.571298,58935,3474.571298,0,3474.571298,110,3474.571298,0,
3479.554867,40425,3479.554867,58660,3479.554867,0,3479.554867,109,3479.554867,0,
3484.562737,40162,3484.562737,58639,3484.562737,0,3484.562737,120,3484.562737,0,
3489.546324,40788,3489.546324,58665,3489.546324,0,3489.546324,126,3489.546324,0,
3525.022117,29666,3525.022117,43077,3525.022117,0,3525.022117,84,3525.022117,0,
3530.021598,29962,3530.021598,42653,3530.021598,0,3530.021598,82,3530.021598,0,
3535.03826,30063,3535.03826,43039,3535.03826,0,3535.03826,87,3535.03826,0,
3540.038308,30220,3540.038308,43150,3540.038308,0,3540.038308,67,3540.038308,0,
3545.038246,29899,3545.038246,42942,3545.038246,0,3545.038246,79,3545.038246,0,
3550.054943,30075,3550.054943,43347,3550.054943,0,3550.054943,79,3550.054943,0,
3555.054542,30027,3555.054542,43241,3555.054542,0,3555.054542,83,3555.054542,0,
3560.06133,29863,3560.06133,42849,3560.06133,0,3560.06133,73,3560.06133,0,
3565.07696,29856,3565.07696,42769,3565.07696,0,3565.07696,78,3565.07696,0,
3570.088369,29997,3570.088369,42818,3570.088369,0,3570.088369,89,3570.088369,0,
3575.10483,29966,3575.10483,43170,3575.10483,0,3575.10483,91,3575.10483,0,
3580.121197,30021,3580.121197,43290,3580.121197,0,3580.121197,82,3580.121197,0,
3603.412094,20627,3603.412094,29281,3603.412094,0,3603.412094,61,3603.412094,0,
3608.410917,20397,3608.410917,29235,3608.410917,0,3608.410917,45,3608.410917,0,
3613.411382,20768,3613.411382,29313,3613.411382,0,3613.411382,51,3613.411382,0,
3618.421103,20612,3618.421103,29343,3618.421103,0,3618.421103,40,3618.421103,0,
3623.427699,20727,3623.427699,29171,3623.427699,0,3623.427699,52,3623.427699,0,
3628.421741,20542,3628.421741,29318,3628.421741,0,3628.421741,55,3628.421741,0,
3633.438442,20615,3633.438442,29135,3633.438442,0,3633.438442,55,3633.438442,0,
3638.438313,20501,3638.438313,29199,3638.438313,0,3638.438313,56,3638.438313,0,
3643.437544,20618,3643.437544,29074,3643.437544,0,3643.437544,52,3643.437544,0,
3648.455149,20899,3648.455149,29329,3648.455149,0,3648.455149,55,3648.455149,0,
3653.45492,20553,3653.45492,29274,3653.45492,0,3653.45492,48,3653.45492,0,
3658.452496,20681,3658.452496,29099,3658.452496,0,3658.452496,72,3658.452496,0,
3663.473067,20533,3663.473067,29014,3663.473067,0,3663.473067,63,3663.473067,0,
3668.478132,20335,3668.478132,29185,3668.478132,0,3668.478132,36,3668.478132,0,
3673.478131,20698,3673.478131,29367,3673.478131,0,3673.478131,54,3673.478131,0,
3678.474847,20399,3678.474847,29039,3678.474847,0,3678.474847,51,3678.474847,0,
3683.471493,20507,3683.471493,29000,3683.471493,0,3683.471493,51,3683.471493,0,
3688.488483,20499,3688.488483,29094,3688.488483,0,3688.488483,50,3688.488483,0,
3693.48855,20642,3693.48855,28953,3693.48855,0,3693.48855,44,3693.48855,0,
3858.445059,71336,3858.445059,104232,3858.445059,0,3858.445059,224,3858.445059,0,
3863.455103,70992,3863.455103,104088,3863.455103,0,3863.455103,212,3863.455103,0,
3868.464443,71020,3868.464443,104657,3868.464443,0,3868.464443,223,3868.464443,0,
3873.474302,70632,3873.474302,104332,3873.474302,0,3873.474302,222,3873.474302,0,
3878.472078,71269,3878.472078,104637,3878.472078,0,3878.472078,192,3878.472078,0,
3883.488223,70655,3883.488223,104510,3883.488223,0,3883.488223,223,3883.488223,0,
3888.505333,70728,3888.505333,104357,3888.505333,0,3888.505333,219,3888.505333,0,
3893.505431,71059,3893.505431,104067,3893.505431,0,3893.505431,224,3893.505431,0,
3898.511556,71674,3898.511556,104839,3898.511556,0,3898.511556,237,3898.511556,0,
3916.511068,14049,3916.511068,20774,3916.511068,0,3916.511068,48,3916.511068,0,
3917.504828,14017,3917.504828,20918,3917.504828,0,3917.504828,51,3917.504828,0,
3918.51087,14129,3918.51087,20814,3918.51087,0,3918.51087,44,3918.51087,0,
3919.510999,14198,3919.510999,21000,3919.510999,0,3919.510999,41,3919.510999,0,
3920.537593,14024,3920.537593,20767,3920.537593,0,3920.537593,44,3920.537593,0,
3921.560867,14357,3921.560867,20845,3921.560867,0,3921.560867,32,3921.560867,0,
3922.611824,14341,3922.611824,20775,3922.611824,0,3922.611824,46,3922.611824,0,
3923.571032,14341,3923.571032,20775,3923.571032,0,3923.571032,46,3923.571032,0,
3924.56099,14129,3924.56099,20903,3924.56099,0,3924.56099,46,3924.56099,0,
3925.611875,14309,3925.611875,20881,3925.611875,0,3925.611875,49,3925.611875,0,
3926.606858,12588,3926.606858,18648,3926.606858,0,3926.606858,29,3926.606858,0,
3927.611891,11922,3927.611891,18056,3927.611891,0,3927.611891,35,3927.611891,0,
3928.603986,9988,3928.603986,14714,3928.603986,0,3928.603986,24,3928.603986,0,
3929.60548,6094,3929.60548,8717,3929.60548,0,3929.60548,11,3929.60548,0,
3930.605082,2287,3930.605082,2980,3930.605082,0,3930.605082,5,3930.605082,0,
3931.604537,773,3931.604537,854,3931.604537,0,3931.604537,1,3931.604537,0,
3932.611899,902,3932.611899,851,3932.611899,0,3932.611899,1,3932.611899,0,
3933.621836,5698,3933.621836,8238,3933.621836,0,3933.621836,24,3933.621836,0,
3934.622165,10936,3934.622165,16081,3934.622165,0,3934.622165,34,3934.622165,0,
3935.604724,13967,3935.604724,21130,3935.604724,0,3935.604724,48,3935.604724,0,
3937.605468,7853,3937.605468,11426,3937.605468,0,3937.605468,19,3937.605468,0,
3938.611838,2597,3938.611838,3548,3938.611838,0,3938.611838,7,3938.611838,0,
3939.611425,849,3939.611425,1035,3939.611425,0,3939.611425,1,3939.611425,0,
3940.561633,849,3940.561633,1035,3940.561633,0,3940.561633,1,3940.561633,0,
3941.586964,1203,3941.586964,1529,3941.586964,0,3941.586964,3,3941.586964,0,
3942.594281,10380,3942.594281,15112,3942.594281,0,3942.594281,31,3942.594281,0,
3943.588519,10380,3943.588519,15112,3943.588519,0,3943.588519,31,3943.588519,0,
3944.610914,14463,3944.610914,21087,3944.610914,0,3944.610914,43,3944.610914,0,
3945.620988,13446,3945.620988,19560,3945.620988,0,3945.620988,42,3945.620988,0,
3946.60488,8973,3946.60488,13379,3946.60488,0,3946.60488,20,3946.60488,0,
3947.618476,4730,3947.618476,6848,3947.618476,0,3947.618476,12,3947.618476,0,
3948.605358,2934,3948.605358,4080,3948.605358,0,3948.605358,9,3948.605358,0,
3949.604698,4829,3949.604698,7014,3949.604698,0,3949.604698,7,3949.604698,0,
3950.60506,8219,3950.60506,12204,3950.60506,0,3950.60506,16,3950.60506,0,
3951.611141,9042,3951.611141,12720,3951.611141,0,3951.611141,22,3951.611141,0,
3952.621084,8851,3952.621084,12880,3952.621084,0,3952.621084,24,3952.621084,0,
3953.605387,8828,3953.605387,13036,3953.605387,0,3953.605387,21,3953.605387,0,
3954.611188,8926,3954.611188,12717,3954.611188,0,3954.611188,21,3954.611188,0,
3955.620926,8765,3955.620926,12947,3955.620926,0,3955.620926,20,3955.620926,0,
3956.627542,9193,3956.627542,13638,3956.627542,0,3956.627542,29,3956.627542,0,
3957.644279,10055,3957.644279,15142,3957.644279,0,3957.644279,26,3957.644279,0,
3958.637575,10400,3958.637575,15878,3958.637575,0,3958.637575,24,3958.637575,0,
3959.637649,10348,3959.637649,15677,3959.637649,0,3959.637649,29,3959.637649,0,
3960.654894,10868,3960.654894,16759,3960.654894,0,3960.654894,37,3960.654894,0,
3961.671,10876,3961.671,16797,3961.671,0,3961.671,33,3961.671,0,
3962.644899,9737,3962.644899,15229,3962.644899,0,3962.644899,36,3962.644899,0,
3963.671918,9243,3963.671918,13486,3963.671918,0,3963.671918,18,3963.671918,0,
3964.644827,9718,3964.644827,13326,3964.644827,0,3964.644827,25,3964.644827,0,
3965.636949,9871,3965.636949,15129,3965.636949,0,3965.636949,27,3965.636949,0,
3966.638199,9881,3966.638199,15265,3966.638199,0,3966.638199,36,3966.638199,0,
3967.637765,9789,3967.637765,15076,3967.637765,0,3967.637765,29,3967.637765,0,
3968.660922,12230,3968.660922,19067,3968.660922,0,3968.660922,38,3968.660922,0,
3969.655281,15383,3969.655281,23351,3969.655281,0,3969.655281,38,3969.655281,0,
3970.661571,9296,3970.661571,14153,3970.661571,0,3970.661571,16,3970.661571,0,
3971.66149,2531,3971.66149,3308,3971.66149,0,3971.66149,0,3971.66149,0,
3972.654322,3142,3972.654322,4088,3972.654322,0,3972.654322,3,3972.654322,0,
3973.677749,12226,3973.677749,17446,3973.677749,0,3973.677749,39,3973.677749,0,
3974.655057,15724,3974.655057,22705,3974.655057,0,3974.655057,54,3974.655057,0,
3975.672168,8588,3975.672168,12244,3975.672168,0,3975.672168,20,3975.672168,0,
3976.671527,1760,3976.671527,2864,3976.671527,0,3976.671527,0,3976.671527,0,
3977.671761,6165,3977.671761,9658,3977.671761,0,3977.671761,14,3977.671761,0,
3978.677603,15235,3978.677603,23393,3978.677603,0,3978.677603,58,3978.677603,0,
3979.678133,15738,3979.678133,25667,3979.678133,0,3979.678133,44,3979.678133,0,
3980.671614,16069,3980.671614,27278,3980.671614,0,3980.671614,53,3980.671614,0,
3981.671781,16421,3981.671781,24380,3981.671781,0,3981.671781,48,3981.671781,0,
3982.671966,17097,3982.671966,25484,3982.671966,0,3982.671966,39,3982.671966,0,
3983.678168,17730,3983.678168,28775,3983.678168,0,3983.678168,49,3983.678168,0,
3984.673252,17848,3984.673252,26280,3984.673252,0,3984.673252,52,3984.673252,0,
3985.674725,18991,3985.674725,32130,3985.674725,0,3985.674725,71,3985.674725,0,
3986.678214,23216,3986.678214,43710,3986.678214,0,3986.678214,70,3986.678214,0,
3987.678538,20265,3987.678538,32621,3987.678538,0,3987.678538,70,3987.678538,0,
3988.670562,15025,3988.670562,22102,3988.670562,0,3988.670562,51,3988.670562,0,
3989.678704,14750,3989.678704,21765,3989.678704,0,3989.678704,46,3989.678704,0,
3990.688373,14721,3990.688373,22062,3990.688373,0,3990.688373,51,3990.688373,0,
3991.679628,14628,3991.679628,21828,3991.679628,0,3991.679628,46,3991.679628,0,
3992.671284,14774,3992.671284,21889,3992.671284,0,3992.671284,41,3992.671284,0,
3993.671798,14931,3993.671798,21753,3993.671798,0,3993.671798,49,3993.671798,0,
3994.677925,14672,3994.677925,21446,3994.677925,0,3994.677925,48,3994.677925,0,
3995.671522,14604,3995.671522,21726,3995.671522,0,3995.671522,35,3995.671522,0,
3996.678175,14706,3996.678175,21501,3996.678175,0,3996.678175,49,3996.678175,0,
3997.671843,14632,3997.671843,21690,3997.671843,0,3997.671843,42,3997.671843,0,
3998.671751,14831,3998.671751,21858,3998.671751,0,3998.671751,43,3998.671751,0,
3999.688385,14851,3999.688385,21460,3999.688385,0,3999.688385,41,3999.688385,0,
4000.688418,14627,4000.688418,21696,4000.688418,0,4000.688418,45,4000.688418,0,
4001.688534,14576,4001.688534,21701,4001.688534,0,4001.688534,47,4001.688534,0,
4002.688119,14544,4002.688119,21772,4002.688119,0,4002.688119,43,4002.688119,0,
4003.688282,14550,4003.688282,21703,4003.688282,0,4003.688282,48,4003.688282,0,
4004.70508,14587,4004.70508,21517,4004.70508,0,4004.70508,38,4004.70508,0,
4005.705314,14696,4005.705314,21796,4005.705314,0,4005.705314,39,4005.705314,0,
4006.704854,14651,4006.704854,21742,4006.704854,0,4006.704854,44,4006.704854,0,
4007.704891,14503,4007.704891,21612,4007.704891,0,4007.704891,48,4007.704891,0,
4008.705008,15089,4008.705008,21598,4008.705008,0,4008.705008,42,4008.705008,0,
4009.721723,14564,4009.721723,21632,4009.721723,0,4009.721723,34,4009.721723,0,
4010.704871,14650,4010.704871,21746,4010.704871,0,4010.704871,47,4010.704871,0,
4011.69844,14616,4011.69844,21832,4011.69844,0,4011.69844,42,4011.69844,0,
4012.705115,14708,4012.705115,21579,4012.705115,0,4012.705115,35,4012.705115,0,
4013.704686,14581,4013.704686,21891,4013.704686,0,4013.704686,40,4013.704686,0,
4014.704791,14657,4014.704791,21528,4014.704791,0,4014.704791,53,4014.704791,0,
4015.711472,14758,4015.711472,21729,4015.711472,0,4015.711472,47,4015.711472,0,
4016.70644,14824,4016.70644,22042,4016.70644,0,4016.70644,41,4016.70644,0,
4037.605117,17491,4037.605117,22843,4037.605117,0,4037.605117,43,4037.605117,0,
4038.604846,17429,4038.604846,22872,4038.604846,0,4038.604846,51,4038.604846,0,
4039.618497,17705,4039.618497,22569,4039.618497,0,4039.618497,52,4039.618497,0,
4040.622031,17575,4040.622031,22833,4040.622031,0,4040.622031,43,4040.622031,0,
4041.639275,17503,4041.639275,22586,4041.639275,0,4041.639275,33,4041.639275,0,
4042.654433,17395,4042.654433,22944,4042.654433,0,4042.654433,37,4042.654433,0,
4043.644514,17794,4043.644514,22985,4043.644514,0,4043.644514,54,4043.644514,0,
4044.644482,17760,4044.644482,22974,4044.644482,0,4044.644482,55,4044.644482,0,
4045.644701,17757,4045.644701,22747,4045.644701,0,4045.644701,47,4045.644701,0,
4046.638386,17622,4046.638386,22618,4046.638386,0,4046.638386,44,4046.638386,0,
4047.638362,17733,4047.638362,22709,4047.638362,0,4047.638362,47,4047.638362,0,
4048.658397,17823,4048.658397,22516,4048.658397,0,4048.658397,51,4048.658397,0,
4049.661681,17715,4049.661681,22955,4049.661681,0,4049.661681,36,4049.661681,0,
4050.661615,17745,4050.661615,22723,4050.661615,0,4050.661615,51,4050.661615,0,
4051.654837,17678,4051.654837,22727,4051.654837,0,4051.654837,38,4051.654837,0,
4052.654864,16223,4052.654864,22281,4052.654864,0,4052.654864,55,4052.654864,0,
4053.655403,15308,4053.655403,21957,4053.655403,0,4053.655403,41,4053.655403,0,
4054.654813,14650,4054.654813,21567,4054.654813,0,4054.654813,44,4054.654813,0,
4055.654849,14779,4055.654849,21830,4055.654849,0,4055.654849,50,4055.654849,0,
4056.654894,14526,4056.654894,21508,4056.654894,0,4056.654894,39,4056.654894,0,
4057.665494,14817,4057.665494,21735,4057.665494,0,4057.665494,34,4057.665494,0,
4058.655437,14673,4058.655437,21631,4058.655437,0,4058.655437,42,4058.655437,0,
4059.654849,14738,4059.654849,21725,4059.654849,0,4059.654849,44,4059.654849,0,
4060.654542,16477,4060.654542,22410,4060.654542,0,4060.654542,45,4060.654542,0,
4061.655061,17779,4061.655061,22596,4061.655061,0,4061.655061,42,4061.655061,0,
4062.65151,17910,4062.65151,22790,4062.65151,0,4062.65151,38,4062.65151,0,
4063.654858,17632,4063.654858,22830,4063.654858,0,4063.654858,47,4063.654858,0,
4064.654844,18085,4064.654844,22674,4064.654844,0,4064.654844,52,4064.654844,0,
4065.677914,17790,4065.677914,22771,4065.677914,0,4065.677914,34,4065.677914,0,
4066.654418,17821,4066.654418,22793,4066.654418,0,4066.654418,43,4066.654418,0,
4067.66112,18042,4067.66112,22737,4067.66112,0,4067.66112,58,4067.66112,0,
4068.661108,17961,4068.661108,22752,4068.661108,0,4068.661108,43,4068.661108,0,
4069.694402,17953,4069.694402,22948,4069.694402,0,4069.694402,40,4069.694402,0,
4070.694924,17902,4070.694924,22721,4070.694924,0,4070.694924,53,4070.694924,0,
4071.702651,17803,4071.702651,22848,4071.702651,0,4071.702651,46,4071.702651,0,
