Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,4819925,-,b'Tolima',b'Colombia',4.48,-75.39,-5,2321,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,DHI,Clearsky DNI,Clearsky GHI,Temperature,Clearsky DHI,DNI,GHI,Solar Zenith Angle
2022,1,3,23,0,0,0,0,12.600000000000001,0,0,0,155.71
2022,1,4,0,0,0,0,0,12.5,0,0,0,161.69
2022,1,4,1,0,0,0,0,12.100000000000001,0,0,0,157.62
2022,1,4,2,0,0,0,0,11.700000000000001,0,0,0,147.05
2022,1,4,3,0,0,0,0,11.4,0,0,0,134.3
2022,1,4,4,0,0,0,0,11,0,0,0,120.81
2022,1,4,5,0,0,0,0,10.600000000000001,0,0,0,107.05
2022,1,4,6,0,0,0,0,10.9,0,0,0,93.22
2022,1,4,7,0,35,381,136,12.4,66,0,35,79.41
2022,1,4,8,0,208,647,376,13.9,112,17,215,65.96000000000001
2022,1,4,9,0,317,783,607,15.600000000000001,136,45,344,53.01
2022,1,4,10,0,454,795,780,17.400000000000002,181,108,536,41.14
2022,1,4,11,0,455,825,900,18.5,198,39,488,31.64
2022,1,4,12,0,278,836,947,19,204,4,281,27.19
2022,1,4,13,0,448,807,911,18.900000000000002,212,148,577,30.11
2022,1,4,14,0,151,767,803,18.7,205,1,152,38.77
2022,1,4,15,0,78,715,635,18.1,178,0,78,50.27
2022,1,4,16,0,17,588,415,17.2,148,0,17,63.050000000000004
2022,1,4,17,0,66,356,178,15.8,94,2,67,76.43
2022,1,4,18,0,0,0,0,14.600000000000001,0,0,0,89.81
2022,1,4,19,0,0,0,0,14,0,0,0,104.01
2022,1,4,20,0,0,0,0,13.4,0,0,0,117.81
2022,1,4,21,0,0,0,0,13,0,0,0,131.4
2022,1,4,22,0,0,0,0,12.700000000000001,0,0,0,144.4
2022,1,4,23,0,0,0,0,12.4,0,0,0,155.71
2022,1,5,0,0,0,0,0,12.200000000000001,0,0,0,161.79
2022,1,5,1,0,0,0,0,11.9,0,0,0,157.77
2022,1,5,2,0,0,0,0,11.8,0,0,0,147.19
2022,1,5,3,0,0,0,0,11.8,0,0,0,134.43
2022,1,5,4,0,0,0,0,11.600000000000001,0,0,0,120.93
2022,1,5,5,0,0,0,0,11.100000000000001,0,0,0,107.15
2022,1,5,6,0,0,0,0,11.200000000000001,0,0,0,93.32000000000001
2022,1,5,7,0,5,462,141,12.600000000000001,57,0,5,79.5
2022,1,5,8,0,182,735,388,14.100000000000001,89,11,187,66.03
2022,1,5,9,0,348,851,620,15.700000000000001,108,75,393,53.050000000000004
2022,1,5,10,0,422,897,804,17.2,128,343,680,41.15
2022,1,5,11,0,478,929,926,18.2,135,127,586,31.61
2022,1,5,12,0,457,936,972,18.5,138,23,478,27.09
2022,1,5,13,0,181,936,942,18,131,0,181,29.96
2022,1,5,14,0,382,902,833,17.400000000000002,128,75,441,38.62
2022,1,5,15,0,246,851,660,16.7,114,1,247,50.120000000000005
2022,1,5,16,0,58,714,431,15.9,106,0,58,62.92
2022,1,5,17,0,98,495,189,15,72,12,101,76.31
2022,1,5,18,0,0,0,0,13.8,0,0,0,89.71000000000001
2022,1,5,19,0,0,0,0,13.3,0,0,0,103.91
2022,1,5,20,0,0,0,0,13,0,0,0,117.72
2022,1,5,21,0,0,0,0,12.8,0,0,0,131.33
2022,1,5,22,0,0,0,0,12.700000000000001,0,0,0,144.35
2022,1,5,23,0,0,0,0,12.5,0,0,0,155.73
2022,1,6,0,0,0,0,0,12.100000000000001,0,0,0,161.9
2022,1,6,1,0,0,0,0,11.600000000000001,0,0,0,157.93
2022,1,6,2,0,0,0,0,11.200000000000001,0,0,0,147.34
2022,1,6,3,0,0,0,0,10.9,0,0,0,134.56
2022,1,6,4,0,0,0,0,10.600000000000001,0,0,0,121.05
2022,1,6,5,0,0,0,0,10.4,0,0,0,107.26
2022,1,6,6,0,0,0,0,10.4,0,0,0,93.41
2022,1,6,7,0,56,449,138,11.200000000000001,57,0,56,79.58
2022,1,6,8,0,75,729,385,12.5,90,0,75,66.09
2022,1,6,9,0,115,861,622,14.3,105,0,115,53.1
2022,1,6,10,0,397,923,811,16,116,47,432,41.160000000000004
2022,1,6,11,0,201,956,936,17,121,0,201,31.560000000000002
2022,1,6,12,0,188,967,985,17.7,124,0,188,26.97
2022,1,6,13,0,182,968,958,18,117,1,183,29.810000000000002
2022,1,6,14,0,340,937,848,17.7,115,3,342,38.46
2022,1,6,15,0,230,881,673,17.2,107,1,231,49.980000000000004
2022,1,6,16,0,171,776,448,16.400000000000002,93,1,172,62.78
2022,1,6,17,0,123,560,199,14.9,65,167,163,76.18
2022,1,6,18,0,0,0,0,13.3,0,0,0,89.60000000000001
2022,1,6,19,0,0,0,0,12.700000000000001,0,0,0,103.81
2022,1,6,20,0,0,0,0,12.4,0,0,0,117.64
2022,1,6,21,0,0,0,0,12,0,0,0,131.26
2022,1,6,22,0,0,0,0,11.700000000000001,0,0,0,144.32
2022,1,6,23,0,0,0,0,11.4,0,0,0,155.74
2022,1,7,0,0,0,0,0,11.200000000000001,0,0,0,162.01
2022,1,7,1,0,0,0,0,10.9,0,0,0,158.09
2022,1,7,2,0,0,0,0,10.700000000000001,0,0,0,147.49
2022,1,7,3,0,0,0,0,10.600000000000001,0,0,0,134.7
2022,1,7,4,0,0,0,0,10.700000000000001,0,0,0,121.17
2022,1,7,5,0,0,0,0,10.700000000000001,0,0,0,107.37
2022,1,7,6,0,0,0,0,11,0,0,0,93.5
2022,1,7,7,0,100,456,138,12.3,56,104,119,79.66
2022,1,7,8,0,60,721,384,13.600000000000001,93,0,60,66.15
2022,1,7,9,0,314,841,619,15,115,33,333,53.14
2022,1,7,10,0,335,893,805,16.8,132,68,386,41.160000000000004
2022,1,7,11,0,438,916,927,18.3,146,240,643,31.51
2022,1,7,12,0,362,919,975,19,155,516,822,26.85
2022,1,7,13,0,451,895,940,19.1,162,236,656,29.650000000000002
2022,1,7,14,0,372,867,834,18.8,154,347,644,38.300000000000004
2022,1,7,15,0,327,820,664,18,135,242,483,49.83
2022,1,7,16,0,225,706,439,17.1,115,168,302,62.65
2022,1,7,17,0,22,488,195,15.8,77,0,22,76.06
2022,1,7,18,0,0,0,0,14.5,0,0,0,89.51
2022,1,7,19,0,0,0,0,13.8,0,0,0,103.71000000000001
2022,1,7,20,0,0,0,0,13.100000000000001,0,0,0,117.56
2022,1,7,21,0,0,0,0,12.5,0,0,0,131.2
2022,1,7,22,0,0,0,0,12.100000000000001,0,0,0,144.28
2022,1,7,23,0,0,0,0,11.8,0,0,0,155.76
2022,1,8,0,0,0,0,0,11.600000000000001,0,0,0,162.13
2022,1,8,1,0,0,0,0,11.5,0,0,0,158.25
2022,1,8,2,0,0,0,0,11.4,0,0,0,147.64000000000001
2022,1,8,3,0,0,0,0,11.100000000000001,0,0,0,134.83
2022,1,8,4,0,0,0,0,10.700000000000001,0,0,0,121.28
2022,1,8,5,0,0,0,0,10.4,0,0,0,107.47
2022,1,8,6,0,0,0,0,10.700000000000001,0,0,0,93.59
2022,1,8,7,0,89,455,137,12.600000000000001,56,5,90,79.73
2022,1,8,8,0,90,739,388,14.600000000000001,90,739,388,66.21000000000001
2022,1,8,9,0,104,871,626,16.6,104,871,626,53.17
2022,1,8,10,0,113,937,818,18.3,113,937,818,41.160000000000004
2022,1,8,11,0,118,968,943,19.6,118,968,943,31.46
2022,1,8,12,0,122,977,995,20.5,122,977,995,26.73
2022,1,8,13,0,504,942,959,20.8,138,140,626,29.490000000000002
2022,1,8,14,0,485,906,850,20.5,137,199,642,38.14
2022,1,8,15,0,332,847,675,19.900000000000002,127,31,353,49.68
2022,1,8,16,0,207,727,447,18.8,111,8,210,62.51
2022,1,8,17,0,78,499,199,17,78,499,199,75.94
2022,1,8,18,0,0,0,0,15.100000000000001,0,0,0,89.41
2022,1,8,19,0,0,0,0,14.4,0,0,0,103.62
2022,1,8,20,0,0,0,0,13.9,0,0,0,117.47
2022,1,8,21,0,0,0,0,13.600000000000001,0,0,0,131.14000000000001
2022,1,8,22,0,0,0,0,13.3,0,0,0,144.25
2022,1,8,23,0,0,0,0,12.9,0,0,0,155.79
2022,1,9,0,0,0,0,0,12.5,0,0,0,162.25
2022,1,9,1,0,0,0,0,12.200000000000001,0,0,0,158.42000000000002
2022,1,9,2,0,0,0,0,11.9,0,0,0,147.79
2022,1,9,3,0,0,0,0,11.8,0,0,0,134.96
2022,1,9,4,0,0,0,0,11.700000000000001,0,0,0,121.4
2022,1,9,5,0,0,0,0,11.600000000000001,0,0,0,107.57000000000001
2022,1,9,6,0,0,0,0,11.8,0,0,0,93.68
2022,1,9,7,0,48,487,138,12.9,51,0,48,79.8
2022,1,9,8,0,83,751,385,14.4,83,751,385,66.27
2022,1,9,9,0,101,866,620,16.2,101,866,620,53.2
2022,1,9,10,0,130,894,803,18,130,894,803,41.160000000000004
2022,1,9,11,0,469,915,927,19.1,146,118,570,31.39
2022,1,9,12,0,471,925,977,19.700000000000003,150,33,501,26.59
2022,1,9,13,0,486,850,932,19.3,190,112,584,29.32
2022,1,9,14,0,364,799,823,18.7,193,5,368,37.97
2022,1,9,15,0,362,741,653,18,172,57,399,49.53
2022,1,9,16,0,233,602,429,17.1,150,18,241,62.38
2022,1,9,17,0,78,370,188,15.700000000000001,98,0,79,75.82000000000001
2022,1,9,18,0,0,0,0,14.5,0,0,0,89.31
2022,1,9,19,0,0,0,0,14.100000000000001,0,0,0,103.52
2022,1,9,20,0,0,0,0,13.700000000000001,0,0,0,117.4
2022,1,9,21,0,0,0,0,13.5,0,0,0,131.08
2022,1,9,22,0,0,0,0,13.4,0,0,0,144.23
2022,1,9,23,0,0,0,0,13.200000000000001,0,0,0,155.82
2022,1,10,0,0,0,0,0,13,0,0,0,162.39000000000001
2022,1,10,1,0,0,0,0,12.700000000000001,0,0,0,158.6
2022,1,10,2,0,0,0,0,12.4,0,0,0,147.94
2022,1,10,3,0,0,0,0,12,0,0,0,135.09
2022,1,10,4,0,0,0,0,11.8,0,0,0,121.52
2022,1,10,5,0,0,0,0,11.8,0,0,0,107.67
2022,1,10,6,0,0,0,0,12,0,0,0,93.77
2022,1,10,7,0,97,453,132,12.700000000000001,53,116,117,79.87
2022,1,10,8,0,208,716,376,13.700000000000001,88,184,282,66.32000000000001
2022,1,10,9,0,304,836,609,14.8,109,215,432,53.230000000000004
2022,1,10,10,0,383,816,783,16.1,169,219,549,41.15
2022,1,10,11,0,525,845,905,17,184,159,660,31.330000000000002
2022,1,10,12,0,389,856,956,17.1,190,2,391,26.45
2022,1,10,13,0,461,792,915,16.900000000000002,223,28,486,29.14
2022,1,10,14,0,68,775,815,16.5,203,0,68,37.800000000000004
2022,1,10,15,0,149,732,650,15.9,173,0,149,49.38
2022,1,10,16,0,8,611,430,15.200000000000001,145,0,8,62.24
2022,1,10,17,0,4,420,193,14.3,89,0,4,75.7
2022,1,10,18,0,0,0,0,13.600000000000001,0,0,0,89.21000000000001
2022,1,10,19,0,0,0,0,13,0,0,0,103.43
2022,1,10,20,0,0,0,0,12.600000000000001,0,0,0,117.32000000000001
2022,1,10,21,0,0,0,0,12.200000000000001,0,0,0,131.03
2022,1,10,22,0,0,0,0,11.8,0,0,0,144.20000000000002
2022,1,10,23,0,0,0,0,11.8,0,0,0,155.86
2022,1,11,0,0,0,0,0,11.5,0,0,0,162.53
2022,1,11,1,0,0,0,0,10.8,0,0,0,158.77
2022,1,11,2,0,0,0,0,10.4,0,0,0,148.1
2022,1,11,3,0,0,0,0,10.100000000000001,0,0,0,135.23
2022,1,11,4,0,0,0,0,9.9,0,0,0,121.63
2022,1,11,5,0,0,0,0,9.8,0,0,0,107.77
2022,1,11,6,0,0,0,0,10.100000000000001,0,0,0,93.85000000000001
2022,1,11,7,0,58,507,137,11.5,49,0,58,79.94
2022,1,11,8,0,220,790,391,13.3,75,30,232,66.37
2022,1,11,9,0,359,913,632,15.8,86,113,427,53.25
2022,1,11,10,0,462,906,812,18,129,154,578,41.13
2022,1,11,11,0,440,944,941,19.5,134,19,456,31.25
2022,1,11,12,0,252,955,992,20.400000000000002,136,0,252,26.310000000000002
2022,1,11,13,0,389,927,960,20.700000000000003,148,3,392,28.96
2022,1,11,14,0,271,894,852,20.400000000000002,144,1,271,37.63
2022,1,11,15,0,192,840,678,19.6,129,0,192,49.230000000000004
2022,1,11,16,0,34,702,449,18.2,121,0,34,62.11
2022,1,11,17,0,93,456,200,16.3,87,1,93,75.58
2022,1,11,18,0,0,0,0,14.700000000000001,0,0,0,89.12
2022,1,11,19,0,0,0,0,13.9,0,0,0,103.34
2022,1,11,20,0,0,0,0,13.4,0,0,0,117.25
2022,1,11,21,0,0,0,0,13,0,0,0,130.97
2022,1,11,22,0,0,0,0,12.700000000000001,0,0,0,144.19
2022,1,11,23,0,0,0,0,12.4,0,0,0,155.9
2022,1,12,0,0,0,0,0,12.100000000000001,0,0,0,162.67000000000002
2022,1,12,1,0,0,0,0,11.8,0,0,0,158.96
2022,1,12,2,0,0,0,0,11.700000000000001,0,0,0,148.25
2022,1,12,3,0,0,0,0,11.600000000000001,0,0,0,135.36
2022,1,12,4,0,0,0,0,11.4,0,0,0,121.74000000000001
2022,1,12,5,0,0,0,0,11.3,0,0,0,107.87
2022,1,12,6,0,0,0,0,11.600000000000001,0,0,0,93.93
2022,1,12,7,0,51,476,134,12.700000000000001,51,476,134,80
2022,1,12,8,0,85,739,381,14.100000000000001,85,739,381,66.41
2022,1,12,9,0,105,856,617,15.700000000000001,105,856,617,53.27
2022,1,12,10,0,452,858,795,17.400000000000002,149,123,545,41.11
2022,1,12,11,0,383,885,921,18.2,164,3,386,31.17
2022,1,12,12,0,495,901,975,18.2,166,83,570,26.150000000000002
2022,1,12,13,0,417,869,942,17.900000000000002,181,6,423,28.78
2022,1,12,14,0,323,836,838,17.5,174,1,324,37.46
2022,1,12,15,0,157,791,669,16.8,151,0,157,49.07
2022,1,12,16,0,84,684,448,16,126,0,84,61.97
2022,1,12,17,0,74,482,205,14.700000000000001,84,0,74,75.46000000000001
2022,1,12,18,0,0,0,0,13.5,0,0,0,89.02
2022,1,12,19,0,0,0,0,13,0,0,0,103.25
2022,1,12,20,0,0,0,0,12.600000000000001,0,0,0,117.18
2022,1,12,21,0,0,0,0,12.100000000000001,0,0,0,130.93
2022,1,12,22,0,0,0,0,11.8,0,0,0,144.17000000000002
2022,1,12,23,0,0,0,0,11.5,0,0,0,155.95000000000002
2022,1,13,0,0,0,0,0,11.3,0,0,0,162.82
2022,1,13,1,0,0,0,0,11,0,0,0,159.14000000000001
2022,1,13,2,0,0,0,0,10.9,0,0,0,148.41
2022,1,13,3,0,0,0,0,10.700000000000001,0,0,0,135.49
2022,1,13,4,0,0,0,0,10.5,0,0,0,121.85000000000001
2022,1,13,5,0,0,0,0,10.4,0,0,0,107.96000000000001
2022,1,13,6,0,0,0,0,10.5,0,0,0,94.01
2022,1,13,7,0,99,399,129,11.600000000000001,60,119,119,80.06
2022,1,13,8,0,175,677,374,13.200000000000001,103,478,366,66.45
2022,1,13,9,0,312,814,611,15.3,125,46,340,53.28
2022,1,13,10,0,461,817,790,17.3,174,117,549,41.08
2022,1,13,11,0,342,850,917,18.400000000000002,189,1,343,31.080000000000002
2022,1,13,12,0,108,870,972,18.7,190,0,108,25.990000000000002
2022,1,13,13,0,186,830,936,18.5,208,0,187,28.580000000000002
2022,1,13,14,0,236,791,830,17.7,201,0,236,37.28
2022,1,13,15,0,322,738,662,16.8,177,15,331,48.92
2022,1,13,16,0,21,584,436,15.8,161,0,21,61.84
2022,1,13,17,0,29,354,195,14.5,105,0,29,75.35000000000001
2022,1,13,18,0,3,15,8,13.5,8,0,3,88.93
2022,1,13,19,0,0,0,0,13.100000000000001,0,0,0,103.17
2022,1,13,20,0,0,0,0,12.9,0,0,0,117.11
2022,1,13,21,0,0,0,0,12.700000000000001,0,0,0,130.88
2022,1,13,22,0,0,0,0,12.5,0,0,0,144.16
2022,1,13,23,0,0,0,0,12.3,0,0,0,156.01
2022,1,14,0,0,0,0,0,12.200000000000001,0,0,0,162.98
2022,1,14,1,0,0,0,0,12,0,0,0,159.33
2022,1,14,2,0,0,0,0,11.8,0,0,0,148.57
2022,1,14,3,0,0,0,0,11.700000000000001,0,0,0,135.62
2022,1,14,4,0,0,0,0,11.5,0,0,0,121.96000000000001
2022,1,14,5,0,0,0,0,11.4,0,0,0,108.05
2022,1,14,6,0,0,0,0,11.600000000000001,0,0,0,94.08
2022,1,14,7,0,92,473,128,12.5,47,73,104,80.12
2022,1,14,8,0,186,726,373,13.5,83,70,214,66.49
2022,1,14,9,0,278,849,610,14.600000000000001,103,218,409,53.29
2022,1,14,10,0,347,893,799,15.9,126,223,515,41.050000000000004
2022,1,14,11,0,433,922,928,17.1,137,155,566,30.990000000000002
2022,1,14,12,0,457,939,984,17.8,139,163,604,25.830000000000002
2022,1,14,13,0,359,902,952,18.1,158,14,371,28.39
2022,1,14,14,0,256,863,846,17.8,158,5,260,37.1
2022,1,14,15,0,133,798,674,17.1,147,1,133,48.76
2022,1,14,16,0,89,666,448,16.2,132,1,90,61.7
2022,1,14,17,0,4,443,204,15,91,0,4,75.23
2022,1,14,18,0,3,26,10,13.8,10,0,3,88.84
2022,1,14,19,0,0,0,0,13.3,0,0,0,103.09
2022,1,14,20,0,0,0,0,13,0,0,0,117.05
2022,1,14,21,0,0,0,0,12.8,0,0,0,130.84
2022,1,14,22,0,0,0,0,12.600000000000001,0,0,0,144.16
2022,1,14,23,0,0,0,0,12.4,0,0,0,156.06
2022,1,15,0,0,0,0,0,12.200000000000001,0,0,0,163.15
2022,1,15,1,0,0,0,0,12,0,0,0,159.53
2022,1,15,2,0,0,0,0,11.700000000000001,0,0,0,148.73
2022,1,15,3,0,0,0,0,11.5,0,0,0,135.75
2022,1,15,4,0,0,0,0,11.4,0,0,0,122.07000000000001
2022,1,15,5,0,0,0,0,11.3,0,0,0,108.14
2022,1,15,6,0,0,0,0,11.5,0,0,0,94.16
2022,1,15,7,0,69,387,125,12.700000000000001,59,6,70,80.17
2022,1,15,8,0,110,660,371,14.3,108,5,112,66.52
2022,1,15,9,0,194,798,608,16.2,131,10,200,53.29
2022,1,15,10,0,393,869,803,17.900000000000002,148,77,451,41.01
2022,1,15,11,0,422,895,931,19,163,61,475,30.89
2022,1,15,12,0,450,898,983,19.6,173,84,526,25.650000000000002
2022,1,15,13,0,449,878,953,19.8,179,278,694,28.19
2022,1,15,14,0,419,840,849,19.700000000000003,177,280,642,36.92
2022,1,15,15,0,343,787,677,19.200000000000003,157,297,540,48.61
2022,1,15,16,0,138,696,457,18.3,126,0,138,61.57
2022,1,15,17,0,107,509,211,16.5,81,2,107,75.12
2022,1,15,18,0,7,43,11,14.8,10,0,7,88.75
2022,1,15,19,0,0,0,0,14.100000000000001,0,0,0,103.01
2022,1,15,20,0,0,0,0,13.5,0,0,0,116.98
2022,1,15,21,0,0,0,0,13,0,0,0,130.8
2022,1,15,22,0,0,0,0,12.600000000000001,0,0,0,144.15
2022,1,15,23,0,0,0,0,12.3,0,0,0,156.13
2022,1,16,0,0,0,0,0,12,0,0,0,163.32
2022,1,16,1,0,0,0,0,11.8,0,0,0,159.72
2022,1,16,2,0,0,0,0,11.600000000000001,0,0,0,148.89000000000001
2022,1,16,3,0,0,0,0,11.4,0,0,0,135.88
2022,1,16,4,0,0,0,0,11.100000000000001,0,0,0,122.18
2022,1,16,5,0,0,0,0,10.9,0,0,0,108.23
2022,1,16,6,0,0,0,0,11.3,0,0,0,94.23
2022,1,16,7,0,70,281,118,13.3,70,281,118,80.22
2022,1,16,8,0,250,615,363,15.5,118,74,280,66.55
2022,1,16,9,0,373,767,602,17.3,144,98,432,53.29
2022,1,16,10,0,159,846,797,18.6,159,846,797,40.97
2022,1,16,11,0,439,891,930,19.6,164,16,453,30.78
2022,1,16,12,0,508,910,984,20.3,162,134,629,25.47
2022,1,16,13,0,415,916,963,20.700000000000003,154,5,420,27.98
2022,1,16,14,0,458,888,860,20.6,148,355,742,36.74
2022,1,16,15,0,135,831,686,20.1,135,831,686,48.45
2022,1,16,16,0,116,722,461,19,116,722,461,61.44
2022,1,16,17,0,120,505,212,17.2,81,27,127,75
2022,1,16,18,0,7,45,12,15.4,11,0,7,88.66
2022,1,16,19,0,0,0,0,14.700000000000001,0,0,0,102.93
2022,1,16,20,0,0,0,0,14.100000000000001,0,0,0,116.92
2022,1,16,21,0,0,0,0,13.700000000000001,0,0,0,130.77
2022,1,16,22,0,0,0,0,13.200000000000001,0,0,0,144.16
2022,1,16,23,0,0,0,0,12.8,0,0,0,156.19
2022,1,17,0,0,0,0,0,12.5,0,0,0,163.49
2022,1,17,1,0,0,0,0,12.200000000000001,0,0,0,159.93
2022,1,17,2,0,0,0,0,11.9,0,0,0,149.05
