Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,4882420,-,b'Caldas',b'Colombia',5.66,-74.97,-5,871,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,DHI,Clearsky GHI,Clearsky DNI,GHI,DNI,Clearsky DHI,Temperature,Solar Zenith Angle,Surface Albedo
2021,1,3,14,0,341,789,876,374,43,119,27.400000000000002,40.02,0.14
2021,1,3,15,0,111,617,810,617,810,111,26.6,51.39,0.14
2021,1,3,16,0,160,399,690,349,433,97,25.6,64.07000000000001,0.14
2021,1,3,17,0,69,164,453,153,381,65,24.6,77.38,0.14
2021,1,3,18,0,0,0,0,0,0,0,23.700000000000003,91.11,0.14
2021,1,3,19,0,0,0,0,0,0,0,23.1,104.92,0.14
2021,1,3,20,0,0,0,0,0,0,0,22.6,118.73,0.14
2021,1,3,21,0,0,0,0,0,0,0,22.1,132.35,0.14
2021,1,3,22,0,0,0,0,0,0,0,21.700000000000003,145.43,0.14
2021,1,3,23,0,0,0,0,0,0,0,21.400000000000002,156.88,0.14
2021,1,4,0,0,0,0,0,0,0,0,21.1,162.93,0.14
2021,1,4,1,0,0,0,0,0,0,0,20.900000000000002,158.38,0.14
2021,1,4,2,0,0,0,0,0,0,0,20.8,147.42000000000002,0.14
2021,1,4,3,0,0,0,0,0,0,0,20.700000000000003,134.5,0.14
2021,1,4,4,0,0,0,0,0,0,0,20.5,120.93,0.14
2021,1,4,5,0,0,0,0,0,0,0,20.200000000000003,107.13,0.14
2021,1,4,6,0,0,0,0,0,0,0,20.1,93.31,0.14
2021,1,4,7,0,40,144,570,144,570,40,20.700000000000003,79.53,0.14
2021,1,4,8,0,60,386,808,386,808,60,21.5,66.15,0.14
2021,1,4,9,0,71,614,910,614,910,71,23,53.32,0.14
2021,1,4,10,0,77,794,960,794,960,77,25.1,41.64,0.14
2021,1,4,11,0,80,913,987,913,987,80,26.5,32.46,0.14
2021,1,4,12,0,82,958,995,958,995,82,27.400000000000002,28.32,0.14
2021,1,4,13,0,83,926,987,926,987,83,27.8,31.32,0.14
2021,1,4,14,0,80,817,960,817,960,80,27.700000000000003,39.87,0.14
2021,1,4,15,0,74,645,912,645,912,74,27.200000000000003,51.24,0.14
2021,1,4,16,0,63,424,820,424,820,63,26,63.940000000000005,0.14
2021,1,4,17,0,45,182,622,182,622,45,24.5,77.26,0.14
2021,1,4,18,0,0,0,0,0,0,0,23.400000000000002,91,0.14
2021,1,4,19,0,0,0,0,0,0,0,22.8,104.82000000000001,0.14
2021,1,4,20,0,0,0,0,0,0,0,22.400000000000002,118.63,0.14
2021,1,4,21,0,0,0,0,0,0,0,22,132.27,0.14
2021,1,4,22,0,0,0,0,0,0,0,21.700000000000003,145.38,0.14
2021,1,4,23,0,0,0,0,0,0,0,21.400000000000002,156.88,0.14
2021,1,5,0,0,0,0,0,0,0,0,21,163.03,0.14
2021,1,5,1,0,0,0,0,0,0,0,20.400000000000002,158.53,0.14
2021,1,5,2,0,0,0,0,0,0,0,19.8,147.57,0.14
2021,1,5,3,0,0,0,0,0,0,0,19.6,134.63,0.14
2021,1,5,4,0,0,0,0,0,0,0,19.6,121.04,0.14
2021,1,5,5,0,0,0,0,0,0,0,19.6,107.24000000000001,0.14
2021,1,5,6,0,0,0,0,0,0,0,19.6,93.4,0.14
2021,1,5,7,0,45,137,509,137,509,45,20.3,79.61,0.14
2021,1,5,8,0,177,376,756,225,118,71,20.700000000000003,66.21000000000001,0.14
2021,1,5,9,0,85,604,869,604,869,85,21.900000000000002,53.36,0.14
2021,1,5,10,0,284,779,890,699,556,114,23.900000000000002,41.65,0.14
2021,1,5,11,0,369,903,938,780,486,112,25.200000000000003,32.410000000000004,0.14
2021,1,5,12,0,109,954,959,954,959,109,26,28.21,0.14
2021,1,5,13,0,126,917,925,917,925,126,26.400000000000002,31.17,0.14
2021,1,5,14,0,118,813,904,813,904,118,26.400000000000002,39.71,0.14
2021,1,5,15,0,291,643,857,487,311,105,26,51.1,0.14
2021,1,5,16,0,89,422,756,422,756,89,25.200000000000003,63.800000000000004,0.14
2021,1,5,17,0,61,179,529,179,529,61,23.8,77.13,0.14
2021,1,5,18,0,0,0,0,0,0,0,22.8,90.88,0.14
2021,1,5,19,0,0,0,0,0,0,0,22.400000000000002,104.71000000000001,0.14
2021,1,5,20,0,0,0,0,0,0,0,21.900000000000002,118.54,0.14
2021,1,5,21,0,0,0,0,0,0,0,21.400000000000002,132.2,0.14
2021,1,5,22,0,0,0,0,0,0,0,21,145.33,0.14
2021,1,5,23,0,0,0,0,0,0,0,20.8,156.89000000000001,0.14
2021,1,6,0,0,0,0,0,0,0,0,20.6,163.14000000000001,0.14
2021,1,6,1,0,0,0,0,0,0,0,20.3,158.69,0.14
2021,1,6,2,0,0,0,0,0,0,0,20,147.71,0.14
2021,1,6,3,0,0,0,0,0,0,0,19.5,134.76,0.14
2021,1,6,4,0,0,0,0,0,0,0,19.1,121.16,0.14
2021,1,6,5,0,0,0,0,0,0,0,18.900000000000002,107.34,0.14
2021,1,6,6,0,0,0,0,0,0,0,18.7,93.49,0.14
2021,1,6,7,0,62,119,251,62,0,74,19.200000000000003,79.68,0.14
2021,1,6,8,0,140,343,507,343,507,140,20.5,66.27,0.14
2021,1,6,9,0,254,565,665,486,390,169,21.700000000000003,53.4,0.14
2021,1,6,10,0,377,745,745,459,110,189,22.8,41.65,0.14
2021,1,6,11,0,449,862,782,617,198,202,23.5,32.36,0.14
2021,1,6,12,0,402,915,826,817,471,186,23.900000000000002,28.1,0.14
2021,1,6,13,0,170,889,838,889,838,170,24,31.02,0.14
2021,1,6,14,0,397,785,812,575,231,159,24,39.56,0.14
2021,1,6,15,0,299,620,769,354,88,135,23.700000000000003,50.95,0.14
2021,1,6,16,0,175,405,665,189,30,110,23.1,63.67,0.14
2021,1,6,17,0,85,171,441,132,209,72,22.1,77.01,0.14
2021,1,6,18,0,0,0,0,0,0,0,21.3,90.24,0.14
2021,1,6,19,0,0,0,0,0,0,0,20.8,104.61,0.14
2021,1,6,20,0,0,0,0,0,0,0,20.5,118.46000000000001,0.14
2021,1,6,21,0,0,0,0,0,0,0,20.1,132.13,0.14
2021,1,6,22,0,0,0,0,0,0,0,19.8,145.29,0.14
2021,1,6,23,0,0,0,0,0,0,0,19.400000000000002,156.91,0.14
2021,1,7,0,0,0,0,0,0,0,0,19.200000000000003,163.25,0.14
2021,1,7,1,0,0,0,0,0,0,0,19,158.85,0.14
2021,1,7,2,0,0,0,0,0,0,0,18.8,147.86,0.14
2021,1,7,3,0,0,0,0,0,0,0,18.7,134.89000000000001,0.14
2021,1,7,4,0,0,0,0,0,0,0,18.7,121.27,0.14
2021,1,7,5,0,0,0,0,0,0,0,18.7,107.44,0.14
2021,1,7,6,0,0,0,0,0,0,0,18.8,93.58,0.14
2021,1,7,7,0,77,113,205,113,205,77,19.200000000000003,79.76,0.14
2021,1,7,8,0,45,333,442,45,0,156,20,66.33,0.14
2021,1,7,9,0,271,552,600,311,67,195,21.3,53.43,0.14
2021,1,7,10,0,384,714,586,508,166,276,23.6,41.65,0.14
2021,1,7,11,0,367,838,671,794,505,270,25.400000000000002,32.31,0.14
2021,1,7,12,0,456,893,727,535,90,251,26.8,27.97,0.14
2021,1,7,13,0,458,886,823,587,150,180,27.400000000000002,30.86,0.14
2021,1,7,14,0,162,785,806,785,806,162,27.6,39.4,0.14
2021,1,7,15,0,307,620,759,454,233,140,27.200000000000003,50.81,0.14
2021,1,7,16,0,17,404,647,17,0,115,26.200000000000003,63.53,0.14
2021,1,7,17,0,76,169,411,169,411,76,24.5,76.89,0.14
2021,1,7,18,0,0,0,0,0,0,0,23.5,90.15,0.14
2021,1,7,19,0,0,0,0,0,0,0,23,104.51,0.14
2021,1,7,20,0,0,0,0,0,0,0,22.5,118.37,0.14
2021,1,7,21,0,0,0,0,0,0,0,22,132.07,0.14
2021,1,7,22,0,0,0,0,0,0,0,21.6,145.26,0.14
2021,1,7,23,0,0,0,0,0,0,0,21.200000000000003,156.93,0.14
2021,1,8,0,0,0,0,0,0,0,0,21.200000000000003,163.38,0.14
2021,1,8,1,0,0,0,0,0,0,0,21.6,159.02,0.14
2021,1,8,2,0,0,0,0,0,0,0,21.3,148.01,0.14
2021,1,8,3,0,0,0,0,0,0,0,21,135.02,0.14
2021,1,8,4,0,0,0,0,0,0,0,20.3,121.39,0.14
2021,1,8,5,0,0,0,0,0,0,0,19.6,107.54,0.14
2021,1,8,6,0,0,0,0,0,0,0,19.5,93.67,0.14
2021,1,8,7,0,16,114,226,16,0,74,20.8,79.83,0.14
2021,1,8,8,0,6,346,570,6,0,117,22,66.38,0.14
2021,1,8,9,0,187,570,726,191,7,137,22.900000000000002,53.46,0.14
2021,1,8,10,0,204,748,789,211,9,158,23.900000000000002,41.65,0.14
2021,1,8,11,0,427,870,838,701,324,161,24.900000000000002,32.24,0.14
2021,1,8,12,0,467,920,861,704,268,159,25.400000000000002,27.84,0.14
2021,1,8,13,0,341,894,866,362,26,149,25.700000000000003,30.69,0.14
2021,1,8,14,0,38,791,842,38,0,140,25.8,39.230000000000004,0.14
2021,1,8,15,0,298,623,779,485,294,129,25.700000000000003,50.65,0.14
2021,1,8,16,0,185,406,661,205,44,110,25.1,63.4,0.14
2021,1,8,17,0,89,171,427,101,52,74,24,76.77,0.14
2021,1,8,18,0,0,0,0,0,0,0,23.1,90.06,0.14
2021,1,8,19,0,0,0,0,0,0,0,22.400000000000002,104.42,0.14
2021,1,8,20,0,0,0,0,0,0,0,21.6,118.29,0.14
2021,1,8,21,0,0,0,0,0,0,0,21.400000000000002,132,0.14
2021,1,8,22,0,0,0,0,0,0,0,21.3,145.22,0.14
2021,1,8,23,0,0,0,0,0,0,0,21.1,156.95000000000002,0.14
2021,1,9,0,0,0,0,0,0,0,0,20.900000000000002,163.5,0.14
2021,1,9,1,0,0,0,0,0,0,0,20.400000000000002,159.18,0.14
2021,1,9,2,0,0,0,0,0,0,0,20.1,148.16,0.14
2021,1,9,3,0,0,0,0,0,0,0,19.8,135.14000000000001,0.14
2021,1,9,4,0,0,0,0,0,0,0,19.6,121.5,0.14
2021,1,9,5,0,0,0,0,0,0,0,19.400000000000002,107.64,0.14
2021,1,9,6,0,0,0,0,0,0,0,19.5,93.75,0.14
2021,1,9,7,0,43,127,432,43,0,51,20.700000000000003,79.9,0.14
2021,1,9,8,0,174,364,710,217,106,80,22.6,66.43,0.14
2021,1,9,9,0,93,591,837,591,837,93,24.900000000000002,53.480000000000004,0.14
2021,1,9,10,0,373,775,899,580,277,103,26.400000000000002,41.63,0.14
2021,1,9,11,0,106,896,933,896,933,106,27.5,32.17,0.14
2021,1,9,12,0,447,944,946,515,76,107,28.200000000000003,27.71,0.14
2021,1,9,13,0,439,914,936,513,85,107,28.400000000000002,30.52,0.14
2021,1,9,14,0,378,810,911,436,74,103,28.1,39.07,0.14
2021,1,9,15,0,179,640,857,182,5,95,27.5,50.5,0.14
2021,1,9,16,0,81,422,757,422,757,81,26.5,63.26,0.14
2021,1,9,17,0,57,183,543,183,543,57,25.1,76.64,0.14
2021,1,9,18,0,0,0,0,0,0,0,23.5,89.96000000000001,0.14
2021,1,9,19,0,0,0,0,0,0,0,22.8,104.32000000000001,0.14
2021,1,9,20,0,0,0,0,0,0,0,22.200000000000003,118.21000000000001,0.14
2021,1,9,21,0,0,0,0,0,0,0,21.700000000000003,131.94,0.14
2021,1,9,22,0,0,0,0,0,0,0,21.3,145.19,0.14
2021,1,9,23,0,0,0,0,0,0,0,20.8,156.98,0.14
2021,1,10,0,0,0,0,0,0,0,0,20.400000000000002,163.64000000000001,0.14
2021,1,10,1,0,0,0,0,0,0,0,20.1,159.36,0.14
2021,1,10,2,0,0,0,0,0,0,0,20.400000000000002,148.31,0.14
2021,1,10,3,0,0,0,0,0,0,0,20.400000000000002,135.27,0.14
2021,1,10,4,0,0,0,0,0,0,0,20.1,121.61,0.14
2021,1,10,5,0,0,0,0,0,0,0,19.6,107.74000000000001,0.14
2021,1,10,6,0,0,0,0,0,0,0,19.3,93.84,0.14
2021,1,10,7,0,55,127,446,55,0,49,20.5,79.96000000000001,0.14
2021,1,10,8,0,79,364,714,364,714,79,21.900000000000002,66.48,0.14
2021,1,10,9,0,93,591,836,591,836,93,23.700000000000003,53.5,0.14
2021,1,10,10,0,94,777,913,777,913,94,26.1,41.62,0.14
2021,1,10,11,0,96,899,947,899,947,96,27.400000000000002,32.1,0.14
2021,1,10,12,0,97,949,961,949,961,97,28.200000000000003,27.560000000000002,0.14
2021,1,10,13,0,104,918,943,918,943,104,28.400000000000002,30.34,0.14
2021,1,10,14,0,100,814,917,814,917,100,28.3,38.89,0.14
2021,1,10,15,0,93,644,864,644,864,93,27.8,50.35,0.14
2021,1,10,16,0,82,425,758,425,758,82,26.900000000000002,63.120000000000005,0.14
2021,1,10,17,0,60,184,533,184,533,60,25.6,76.52,0.14
2021,1,10,18,0,0,0,0,0,0,0,24.700000000000003,89.87,0.14
2021,1,10,19,0,0,0,0,0,0,0,23.900000000000002,104.22,0.14
2021,1,10,20,0,0,0,0,0,0,0,22.8,118.13,0.14
2021,1,10,21,0,0,0,0,0,0,0,22.3,131.88,0.14
2021,1,10,22,0,0,0,0,0,0,0,22.200000000000003,145.17000000000002,0.14
2021,1,10,23,0,0,0,0,0,0,0,21.900000000000002,157.02,0.14
2021,1,11,0,0,0,0,0,0,0,0,21.400000000000002,163.78,0.14
2021,1,11,1,0,0,0,0,0,0,0,21.3,159.54,0.14
2021,1,11,2,0,0,0,0,0,0,0,21.1,148.46,0.14
2021,1,11,3,0,0,0,0,0,0,0,20.8,135.4,0.14
2021,1,11,4,0,0,0,0,0,0,0,20.400000000000002,121.72,0.14
2021,1,11,5,0,0,0,0,0,0,0,20.200000000000003,107.83,0.14
2021,1,11,6,0,0,0,0,0,0,0,20.3,93.92,0.14
2021,1,11,7,0,64,122,398,69,29,53,20.8,80.03,0.14
2021,1,11,8,0,86,358,681,358,681,86,21.700000000000003,66.52,0.14
2021,1,11,9,0,250,586,813,489,402,102,23,53.52,0.14
2021,1,11,10,0,371,771,888,588,290,107,24.5,41.59,0.14
2021,1,11,11,0,107,896,931,896,931,107,26.400000000000002,32.02,0.14
2021,1,11,12,0,104,948,950,948,950,104,28,27.41,0.14
2021,1,11,13,0,99,920,950,920,950,99,28.6,30.16,0.14
2021,1,11,14,0,93,817,928,817,928,93,28.6,38.72,0.14
2021,1,11,15,0,85,649,881,649,881,85,28.1,50.19,0.14
2021,1,11,16,0,74,431,785,431,785,74,27.1,62.99,0.14
2021,1,11,17,0,54,189,573,189,573,54,25.6,76.4,0.14
2021,1,11,18,0,0,0,0,0,0,0,24.3,89.78,0.14
2021,1,11,19,0,0,0,0,0,0,0,23.6,104.13,0.14
2021,1,11,20,0,0,0,0,0,0,0,23,118.05,0.14
2021,1,11,21,0,0,0,0,0,0,0,22.3,131.83,0.14
2021,1,11,22,0,0,0,0,0,0,0,21.900000000000002,145.15,0.14
2021,1,11,23,0,0,0,0,0,0,0,21.5,157.06,0.14
2021,1,12,0,0,0,0,0,0,0,0,21.200000000000003,163.93,0.14
2021,1,12,1,0,0,0,0,0,0,0,20.900000000000002,159.72,0.14
2021,1,12,2,0,0,0,0,0,0,0,20.6,148.61,0.14
2021,1,12,3,0,0,0,0,0,0,0,20.5,135.53,0.14
2021,1,12,4,0,0,0,0,0,0,0,20.3,121.83,0.14
2021,1,12,5,0,0,0,0,0,0,0,20,107.93,0.14
2021,1,12,6,0,0,0,0,0,0,0,19.900000000000002,93.99,0.14
2021,1,12,7,0,45,128,478,128,478,45,20.900000000000002,80.08,0.14
2021,1,12,8,0,73,366,738,366,738,73,22.6,66.56,0.14
2021,1,12,9,0,88,595,852,595,852,88,25,53.53,0.14
2021,1,12,10,0,94,782,920,782,920,94,26.700000000000003,41.56,0.14
2021,1,12,11,0,99,908,953,908,953,99,28,31.93,0.14
2021,1,12,12,0,100,959,966,959,966,100,28.6,27.26,0.14
2021,1,12,13,0,102,932,958,932,958,102,28.8,29.97,0.14
2021,1,12,14,0,95,830,939,830,939,95,28.8,38.54,0.14
2021,1,12,15,0,88,660,891,660,891,88,28.400000000000002,50.04,0.14
2021,1,12,16,0,75,439,798,439,798,75,27.700000000000003,62.85,0.14
2021,1,12,17,0,54,195,593,195,593,54,26.6,76.28,0.14
2021,1,12,18,0,0,0,0,0,0,0,25,89.69,0.14
2021,1,12,19,0,0,0,0,0,0,0,24.1,104.04,0.15
2021,1,12,20,0,0,0,0,0,0,0,23.1,117.98,0.15
2021,1,12,21,0,0,0,0,0,0,0,22.6,131.78,0.15
2021,1,12,22,0,0,0,0,0,0,0,22.400000000000002,145.13,0.15
2021,1,12,23,0,0,0,0,0,0,0,22.200000000000003,157.1,0.15
2021,1,13,0,0,0,0,0,0,0,0,22,164.09,0.15
2021,1,13,1,0,0,0,0,0,0,0,21.6,159.9,0.15
2021,1,13,2,0,0,0,0,0,0,0,21.3,148.77,0.15
2021,1,13,3,0,0,0,0,0,0,0,21.200000000000003,135.66,0.15
2021,1,13,4,0,0,0,0,0,0,0,21,121.94,0.15
2021,1,13,5,0,0,0,0,0,0,0,20.700000000000003,108.02,0.15
2021,1,13,6,0,0,0,0,0,0,0,20.400000000000002,94.07000000000001,0.15
2021,1,13,7,0,65,125,444,84,114,49,21.3,80.14,0.15
2021,1,13,8,0,81,364,713,364,713,81,23,66.6,0.15
2021,1,13,9,0,96,594,839,594,839,96,25,53.54,0.15
2021,1,13,10,0,102,783,911,783,911,102,26.700000000000003,41.53,0.15
2021,1,13,11,0,380,912,951,755,441,104,27.8,31.830000000000002,0.15
2021,1,13,12,0,482,964,966,644,182,104,28.6,27.09,0.15
2021,1,13,13,0,105,938,960,938,960,105,28.900000000000002,29.78,0.15
2021,1,13,14,0,100,836,939,836,939,100,28.700000000000003,38.37,0.15
2021,1,13,15,0,311,667,893,375,99,91,28.1,49.88,0.15
2021,1,13,16,0,77,446,804,446,804,77,27.3,62.71,0.15
2021,1,13,17,0,53,200,612,200,612,53,25.8,76.16,0.15
2021,1,13,18,0,0,0,0,0,0,0,24.8,89.60000000000001,0.15
2021,1,13,19,0,0,0,0,0,0,0,23.900000000000002,103.95,0.14
2021,1,13,20,0,0,0,0,0,0,0,23.1,117.91,0.14
2021,1,13,21,0,0,0,0,0,0,0,22.200000000000003,131.73,0.14
2021,1,13,22,0,0,0,0,0,0,0,21.200000000000003,145.11,0.14
2021,1,13,23,0,0,0,0,0,0,0,20.6,157.15,0.14
2021,1,14,0,0,0,0,0,0,0,0,20.400000000000002,164.25,0.14
2021,1,14,1,0,0,0,0,0,0,0,20.400000000000002,160.09,0.14
2021,1,14,2,0,0,0,0,0,0,0,20.200000000000003,148.92000000000002,0.14
2021,1,14,3,0,0,0,0,0,0,0,19.900000000000002,135.79,0.14
2021,1,14,4,0,0,0,0,0,0,0,19.700000000000003,122.05,0.14
2021,1,14,5,0,0,0,0,0,0,0,19.3,108.11,0.14
2021,1,14,6,0,0,0,0,0,0,0,19.1,94.14,0.14
2021,1,14,7,0,54,121,393,121,393,54,20.700000000000003,80.19,0.14
2021,1,14,8,0,87,359,686,359,686,87,23.400000000000002,66.63,0.14
2021,1,14,9,0,101,590,824,590,824,101,25.700000000000003,53.54,0.14
2021,1,14,10,0,123,773,868,773,868,123,27.400000000000002,41.49,0.14
2021,1,14,11,0,115,905,929,905,929,115,28.8,31.73,0.14
2021,1,14,12,0,110,960,954,960,954,110,29.900000000000002,26.92,0.14
2021,1,14,13,0,111,933,944,933,944,111,30.5,29.580000000000002,0.14
2021,1,14,14,0,105,832,925,832,925,105,30.400000000000002,38.18,0.14
2021,1,14,15,0,305,661,874,499,301,96,29.900000000000002,49.72,0.14
2021,1,14,16,0,84,439,771,439,771,84,29.200000000000003,62.57,0.14
2021,1,14,17,0,95,193,545,136,172,62,27.3,76.04,0.14
2021,1,14,18,0,0,0,0,0,0,0,25.200000000000003,89.51,0.14
2021,1,14,19,0,0,0,0,0,0,0,24.200000000000003,103.87,0.14
2021,1,14,20,0,0,0,0,0,0,0,23.5,117.84,0.14
2021,1,14,21,0,0,0,0,0,0,0,23,131.69,0.14
2021,1,14,22,0,0,0,0,0,0,0,22.700000000000003,145.1,0.14
2021,1,14,23,0,0,0,0,0,0,0,22.400000000000002,157.20000000000002,0.14
2021,1,15,0,0,0,0,0,0,0,0,22.1,164.42000000000002,0.14
2021,1,15,1,0,0,0,0,0,0,0,21.900000000000002,160.29,0.14
2021,1,15,2,0,0,0,0,0,0,0,21.900000000000002,149.07,0.14
2021,1,15,3,0,0,0,0,0,0,0,21.6,135.91,0.14
2021,1,15,4,0,0,0,0,0,0,0,21.1,122.15,0.14
2021,1,15,5,0,0,0,0,0,0,0,20.8,108.19,0.14
2021,1,15,6,0,0,0,0,0,0,0,20.8,94.21000000000001,0.14
