Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,4882420,-,b'Caldas',b'Colombia',5.66,-74.97,-5,871,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,DHI,Clearsky GHI,Clearsky DNI,GHI,DNI,Clearsky DHI,Temperature,Solar Zenith Angle,Surface Albedo
2022,1,1,0,0,0,0,0,0,0,0,20.700000000000003,162.64000000000001,0.14
2022,1,1,1,0,0,0,0,0,0,0,20.6,157.92000000000002,0.14
2022,1,1,2,0,0,0,0,0,0,0,20.6,146.97,0.14
2022,1,1,3,0,0,0,0,0,0,0,20.5,134.08,0.14
2022,1,1,4,0,0,0,0,0,0,0,20.3,120.54,0.14
2022,1,1,5,0,0,0,0,0,0,0,20.200000000000003,106.78,0.14
2022,1,1,6,0,0,0,0,0,0,0,20.200000000000003,92.99,0.14
2022,1,1,7,0,21,117,178,21,0,84,20.900000000000002,79.24,0.14
2022,1,1,8,0,62,336,430,62,0,161,21.400000000000002,65.91,0.14
2022,1,1,9,0,171,556,611,171,0,190,22.200000000000003,53.15,0.14
2022,1,1,10,0,162,749,786,162,0,161,22.900000000000002,41.58,0.14
2022,1,1,11,0,476,867,835,702,268,163,24.5,32.55,0.14
2022,1,1,12,0,154,916,867,916,867,154,26.6,28.63,0.14
2022,1,1,13,0,173,875,826,875,826,173,27.700000000000003,31.76,0.14
2022,1,1,14,0,160,771,802,771,802,160,28,40.34,0.14
2022,1,1,15,0,363,602,741,441,125,143,27.8,51.7,0.14
2022,1,1,16,0,157,386,617,158,2,119,27.1,64.37,0.14
2022,1,1,17,0,104,155,368,105,6,76,25.6,77.66,0.14
2022,1,1,18,0,0,0,0,0,0,0,23.900000000000002,91.37,0.14
2022,1,1,19,0,0,0,0,0,0,0,22.700000000000003,105.16,0.14
2022,1,1,20,0,0,0,0,0,0,0,22,118.94,0.14
2022,1,1,21,0,0,0,0,0,0,0,21.6,132.53,0.14
2022,1,1,22,0,0,0,0,0,0,0,21.3,145.55,0.14
2022,1,1,23,0,0,0,0,0,0,0,20.8,156.89000000000001,0.14
2022,1,2,0,0,0,0,0,0,0,0,20.400000000000002,162.72,0.14
2022,1,2,1,0,0,0,0,0,0,0,20.200000000000003,158.06,0.14
2022,1,2,2,0,0,0,0,0,0,0,20,147.11,0.14
2022,1,2,3,0,0,0,0,0,0,0,19.8,134.21,0.14
2022,1,2,4,0,0,0,0,0,0,0,19.8,120.66,0.14
2022,1,2,5,0,0,0,0,0,0,0,19.900000000000002,106.89,0.14
2022,1,2,6,0,0,0,0,0,0,0,20.1,93.09,0.14
2022,1,2,7,0,47,115,170,47,0,83,20.900000000000002,79.33,0.14
2022,1,2,8,0,109,334,426,109,0,161,21.700000000000003,65.99,0.14
2022,1,2,9,0,362,554,610,432,116,189,22.8,53.2,0.14
2022,1,2,10,0,437,745,770,544,143,169,24.200000000000003,41.6,0.14
2022,1,2,11,0,444,865,828,535,107,167,25.5,32.53,0.14
2022,1,2,12,0,506,915,861,678,196,159,25.8,28.54,0.14
2022,1,2,13,0,437,886,864,494,67,150,25.400000000000002,31.63,0.14
2022,1,2,14,0,371,784,848,696,426,136,24.900000000000002,40.2,0.14
2022,1,2,15,0,120,617,799,617,799,120,24.400000000000002,51.56,0.14
2022,1,2,16,0,97,401,699,401,699,97,23.8,64.24,0.14
2022,1,2,17,0,113,165,469,140,125,64,23,77.54,0.14
2022,1,2,18,0,0,0,0,0,0,0,22,91.26,0.14
2022,1,2,19,0,0,0,0,0,0,0,21.6,105.05,0.14
2022,1,2,20,0,0,0,0,0,0,0,21.400000000000002,118.85000000000001,0.14
2022,1,2,21,0,0,0,0,0,0,0,21.200000000000003,132.45,0.14
2022,1,2,22,0,0,0,0,0,0,0,21,145.49,0.14
2022,1,2,23,0,0,0,0,0,0,0,20.8,156.88,0.14
2022,1,3,0,0,0,0,0,0,0,0,20.6,162.81,0.14
2022,1,3,1,0,0,0,0,0,0,0,20.400000000000002,158.20000000000002,0.14
2022,1,3,2,0,0,0,0,0,0,0,20.200000000000003,147.25,0.14
2022,1,3,3,0,0,0,0,0,0,0,20,134.34,0.14
2022,1,3,4,0,0,0,0,0,0,0,19.900000000000002,120.78,0.14
2022,1,3,5,0,0,0,0,0,0,0,19.700000000000003,107,0.14
2022,1,3,6,0,0,0,0,0,0,0,19.700000000000003,93.19,0.14
2022,1,3,7,0,70,125,299,125,299,70,20.400000000000002,79.42,0.14
2022,1,3,8,0,153,353,567,154,2,123,21.5,66.06,0.14
2022,1,3,9,0,26,574,708,26,0,150,23.200000000000003,53.26,0.14
2022,1,3,10,0,428,769,863,554,169,124,25.400000000000002,41.62,0.14
2022,1,3,11,0,411,889,902,494,98,128,27.1,32.5,0.14
2022,1,3,12,0,403,936,920,828,484,126,28.1,28.45,0.14
2022,1,3,13,0,166,886,845,886,845,166,28.5,31.5,0.14
2022,1,3,14,0,146,786,836,786,836,146,28.5,40.050000000000004,0.14
2022,1,3,15,0,126,619,791,619,791,126,28,51.42,0.14
2022,1,3,16,0,103,402,686,402,686,103,27.1,64.11,0.14
2022,1,3,17,0,68,166,452,166,452,68,25.400000000000002,77.41,0.14
2022,1,3,18,0,0,0,0,0,0,0,23.900000000000002,91.14,0.14
2022,1,3,19,0,0,0,0,0,0,0,23.1,104.95,0.14
2022,1,3,20,0,0,0,0,0,0,0,22.5,118.75,0.14
2022,1,3,21,0,0,0,0,0,0,0,21.900000000000002,132.37,0.14
2022,1,3,22,0,0,0,0,0,0,0,21.200000000000003,145.44,0.14
2022,1,3,23,0,0,0,0,0,0,0,20.5,156.88,0.14
2022,1,4,0,0,0,0,0,0,0,0,20,162.9,0.14
2022,1,4,1,0,0,0,0,0,0,0,19.700000000000003,158.34,0.14
2022,1,4,2,0,0,0,0,0,0,0,19.700000000000003,147.39000000000001,0.14
2022,1,4,3,0,0,0,0,0,0,0,19.900000000000002,134.46,0.14
2022,1,4,4,0,0,0,0,0,0,0,19.8,120.9,0.14
2022,1,4,5,0,0,0,0,0,0,0,19.8,107.10000000000001,0.14
2022,1,4,6,0,0,0,0,0,0,0,19.700000000000003,93.28,0.14
2022,1,4,7,0,69,124,302,124,302,69,20.8,79.5,0.14
2022,1,4,8,0,111,355,602,355,602,111,21.900000000000002,66.13,0.14
2022,1,4,9,0,79,579,754,79,0,129,23.8,53.300000000000004,0.14
2022,1,4,10,0,190,757,815,190,0,147,25.8,41.64,0.14
2022,1,4,11,0,480,872,843,693,252,161,26.900000000000002,32.47,0.14
2022,1,4,12,0,163,917,857,917,857,163,27.400000000000002,28.35,0.14
2022,1,4,13,0,164,884,843,884,843,164,27.6,31.36,0.14
2022,1,4,14,0,164,776,799,776,799,164,27.6,39.910000000000004,0.14
2022,1,4,15,0,150,606,729,606,729,150,27.3,51.28,0.14
2022,1,4,16,0,204,389,592,210,14,129,26.5,63.97,0.14
2022,1,4,17,0,82,159,352,159,352,82,25.200000000000003,77.29,0.14
2022,1,4,18,0,0,0,0,0,0,0,23.900000000000002,91.03,0.14
2022,1,4,19,0,0,0,0,0,0,0,23.400000000000002,104.84,0.14
2022,1,4,20,0,0,0,0,0,0,0,22.8,118.66,0.14
2022,1,4,21,0,0,0,0,0,0,0,21.900000000000002,132.29,0.14
2022,1,4,22,0,0,0,0,0,0,0,21.1,145.39000000000001,0.14
2022,1,4,23,0,0,0,0,0,0,0,20.5,156.88,0.14
2022,1,5,0,0,0,0,0,0,0,0,20.3,163,0.14
2022,1,5,1,0,0,0,0,0,0,0,20.3,158.49,0.14
2022,1,5,2,0,0,0,0,0,0,0,20.3,147.53,0.14
2022,1,5,3,0,0,0,0,0,0,0,20.3,134.59,0.14
2022,1,5,4,0,0,0,0,0,0,0,20.3,121.01,0.14
2022,1,5,5,0,0,0,0,0,0,0,20.200000000000003,107.21000000000001,0.14
2022,1,5,6,0,0,0,0,0,0,0,20.1,93.38,0.14
2022,1,5,7,0,71,123,286,123,286,71,20.8,79.58,0.14
2022,1,5,8,0,124,351,563,351,563,124,22.3,66.2,0.14
2022,1,5,9,0,152,573,706,573,706,152,24.3,53.35,0.14
2022,1,5,10,0,381,755,795,679,399,161,26,41.65,0.14
2022,1,5,11,0,424,873,835,783,425,169,27.400000000000002,32.42,0.14
2022,1,5,12,0,515,916,839,676,183,177,28.200000000000003,28.240000000000002,0.14
2022,1,5,13,0,434,891,865,774,398,151,28.700000000000003,31.21,0.14
2022,1,5,14,0,398,781,812,685,373,157,28.700000000000003,39.75,0.14
2022,1,5,15,0,370,607,724,450,127,153,27.8,51.14,0.14
2022,1,5,16,0,202,383,535,208,13,147,26.5,63.84,0.14
2022,1,5,17,0,105,154,281,105,3,92,24.900000000000002,77.17,0.14
2022,1,5,18,0,0,0,0,0,0,0,23.400000000000002,90.91,0.14
2022,1,5,19,0,0,0,0,0,0,0,23.1,104.74000000000001,0.14
2022,1,5,20,0,0,0,0,0,0,0,22.5,118.57000000000001,0.14
2022,1,5,21,0,0,0,0,0,0,0,21.8,132.22,0.14
2022,1,5,22,0,0,0,0,0,0,0,21.1,145.34,0.14
2022,1,5,23,0,0,0,0,0,0,0,20.700000000000003,156.89000000000001,0.14
2022,1,6,0,0,0,0,0,0,0,0,20.3,163.11,0.14
2022,1,6,1,0,0,0,0,0,0,0,20.1,158.65,0.14
2022,1,6,2,0,0,0,0,0,0,0,19.8,147.67000000000002,0.14
2022,1,6,3,0,0,0,0,0,0,0,19.400000000000002,134.72,0.14
2022,1,6,4,0,0,0,0,0,0,0,19.200000000000003,121.13,0.14
2022,1,6,5,0,0,0,0,0,0,0,19.1,107.31,0.14
2022,1,6,6,0,0,0,0,0,0,0,19,93.47,0.14
2022,1,6,7,0,23,112,184,23,0,79,19.400000000000002,79.66,0.14
2022,1,6,8,0,208,333,438,214,15,157,20.1,66.26,0.14
2022,1,6,9,0,362,553,605,425,105,192,21.400000000000002,53.39,0.14
2022,1,6,10,0,432,738,725,507,101,197,23.3,41.65,0.14
2022,1,6,11,0,450,857,772,533,99,205,24.8,32.37,0.14
2022,1,6,12,0,174,905,798,174,0,202,25.8,28.13,0.14
2022,1,6,13,0,179,879,810,179,0,186,26.200000000000003,31.060000000000002,0.14
2022,1,6,14,0,224,771,756,224,0,188,26.200000000000003,39.6,0.14
2022,1,6,15,0,179,603,688,179,0,170,25.700000000000003,50.99,0.14
2022,1,6,16,0,188,383,518,204,36,154,24.8,63.7,0.14
2022,1,6,17,0,11,155,268,11,0,95,23.6,77.04,0.14
2022,1,6,18,0,0,0,0,0,0,0,22.700000000000003,90.27,0.14
2022,1,6,19,0,0,0,0,0,0,0,22.1,104.64,0.14
2022,1,6,20,0,0,0,0,0,0,0,21.700000000000003,118.48,0.14
2022,1,6,21,0,0,0,0,0,0,0,21.200000000000003,132.15,0.14
2022,1,6,22,0,0,0,0,0,0,0,20.700000000000003,145.3,0.14
2022,1,6,23,0,0,0,0,0,0,0,20.3,156.9,0.14
2022,1,7,0,0,0,0,0,0,0,0,19.700000000000003,163.22,0.14
2022,1,7,1,0,0,0,0,0,0,0,19.400000000000002,158.81,0.14
2022,1,7,2,0,0,0,0,0,0,0,19.200000000000003,147.82,0.14
2022,1,7,3,0,0,0,0,0,0,0,19.200000000000003,134.85,0.14
2022,1,7,4,0,0,0,0,0,0,0,19.400000000000002,121.25,0.14
2022,1,7,5,0,0,0,0,0,0,0,19.6,107.42,0.14
2022,1,7,6,0,0,0,0,0,0,0,19.6,93.56,0.14
2022,1,7,7,0,3,120,285,3,0,69,20.1,79.74,0.14
2022,1,7,8,0,20,349,559,20,0,124,21.200000000000003,66.32000000000001,0.14
2022,1,7,9,0,290,572,703,341,86,153,23.1,53.42,0.14
2022,1,7,10,0,409,754,786,476,90,167,25.1,41.65,0.14
2022,1,7,11,0,429,877,836,465,43,170,26.700000000000003,32.32,0.14
2022,1,7,12,0,404,925,857,450,51,169,27.6,28.01,0.14
2022,1,7,13,0,422,894,849,506,98,165,28,30.900000000000002,0.14
2022,1,7,14,0,313,788,817,327,18,157,27.900000000000002,39.44,0.14
2022,1,7,15,0,195,618,756,199,6,141,27.200000000000003,50.84,0.14
2022,1,7,16,0,176,401,639,186,22,117,25.900000000000002,63.57,0.14
2022,1,7,17,0,38,168,410,38,0,76,24.3,76.92,0.14
2022,1,7,18,0,0,0,0,0,0,0,22.700000000000003,90.18,0.14
2022,1,7,19,0,0,0,0,0,0,0,21.8,104.54,0.14
2022,1,7,20,0,0,0,0,0,0,0,21.200000000000003,118.39,0.14
2022,1,7,21,0,0,0,0,0,0,0,20.700000000000003,132.08,0.14
2022,1,7,22,0,0,0,0,0,0,0,20.400000000000002,145.27,0.14
2022,1,7,23,0,0,0,0,0,0,0,20.1,156.92000000000002,0.14
2022,1,8,0,0,0,0,0,0,0,0,19.900000000000002,163.34,0.14
2022,1,8,1,0,0,0,0,0,0,0,19.5,158.97,0.14
2022,1,8,2,0,0,0,0,0,0,0,19.3,147.97,0.14
2022,1,8,3,0,0,0,0,0,0,0,19,134.98,0.14
2022,1,8,4,0,0,0,0,0,0,0,18.7,121.36,0.14
2022,1,8,5,0,0,0,0,0,0,0,18.400000000000002,107.52,0.14
2022,1,8,6,0,0,0,0,0,0,0,18.400000000000002,93.65,0.14
2022,1,8,7,0,34,118,272,34,0,70,19.400000000000002,79.81,0.14
2022,1,8,8,0,193,349,573,221,70,120,20.400000000000002,66.37,0.14
2022,1,8,9,0,283,577,740,422,235,137,22.1,53.45,0.14
2022,1,8,10,0,319,755,793,322,4,162,24.5,41.65,0.14
2022,1,8,11,0,318,882,859,319,1,155,26.3,32.26,0.14
2022,1,8,12,0,473,933,888,557,95,148,27.3,27.88,0.14
2022,1,8,13,0,441,900,868,785,400,154,27.900000000000002,30.73,0.14
2022,1,8,14,0,138,797,852,797,852,138,28,39.27,0.14
2022,1,8,15,0,118,631,809,631,809,118,27.6,50.69,0.14
2022,1,8,16,0,95,414,713,414,713,95,26.6,63.43,0.14
2022,1,8,17,0,64,176,491,176,491,64,24.8,76.8,0.14
2022,1,8,18,0,0,0,0,0,0,0,22.700000000000003,90.08,0.14
2022,1,8,19,0,0,0,0,0,0,0,21.6,104.44,0.14
2022,1,8,20,0,0,0,0,0,0,0,21,118.31,0.14
2022,1,8,21,0,0,0,0,0,0,0,20.700000000000003,132.02,0.14
2022,1,8,22,0,0,0,0,0,0,0,20.400000000000002,145.23,0.14
2022,1,8,23,0,0,0,0,0,0,0,20.3,156.95000000000002,0.14
2022,1,9,0,0,0,0,0,0,0,0,20,163.47,0.14
2022,1,9,1,0,0,0,0,0,0,0,19.6,159.14000000000001,0.14
2022,1,9,2,0,0,0,0,0,0,0,19.400000000000002,148.12,0.14
2022,1,9,3,0,0,0,0,0,0,0,19.200000000000003,135.11,0.14
2022,1,9,4,0,0,0,0,0,0,0,18.8,121.47,0.14
2022,1,9,5,0,0,0,0,0,0,0,18.7,107.62,0.14
2022,1,9,6,0,0,0,0,0,0,0,18.5,93.73,0.14
2022,1,9,7,0,3,116,250,3,0,72,19.8,79.88,0.14
2022,1,9,8,0,103,346,544,104,4,128,21.8,66.42,0.14
2022,1,9,9,0,22,575,718,22,0,147,24.400000000000002,53.480000000000004,0.14
2022,1,9,10,0,263,760,810,275,16,155,26.200000000000003,41.64,0.14
2022,1,9,11,0,445,884,858,762,375,158,27.400000000000002,32.19,0.14
2022,1,9,12,0,158,932,874,932,874,158,28.200000000000003,27.740000000000002,0.14
2022,1,9,13,0,162,900,857,900,857,162,28.6,30.560000000000002,0.14
2022,1,9,14,0,379,796,837,719,438,147,28.5,39.11,0.14
2022,1,9,15,0,129,629,787,629,787,129,27.8,50.54,0.14
2022,1,9,16,0,106,412,680,412,680,106,26.8,63.300000000000004,0.14
2022,1,9,17,0,72,175,447,175,447,72,25.200000000000003,76.67,0.14
2022,1,9,18,0,0,0,0,0,0,0,23.200000000000003,89.99,0.14
2022,1,9,19,0,0,0,0,0,0,0,22.200000000000003,104.34,0.14
2022,1,9,20,0,0,0,0,0,0,0,21.700000000000003,118.23,0.14
2022,1,9,21,0,0,0,0,0,0,0,21.400000000000002,131.96,0.14
2022,1,9,22,0,0,0,0,0,0,0,21.1,145.20000000000002,0.14
2022,1,9,23,0,0,0,0,0,0,0,20.5,156.97,0.14
2022,1,10,0,0,0,0,0,0,0,0,20,163.61,0.14
2022,1,10,1,0,0,0,0,0,0,0,19.700000000000003,159.31,0.14
2022,1,10,2,0,0,0,0,0,0,0,19.3,148.27,0.14
2022,1,10,3,0,0,0,0,0,0,0,19.200000000000003,135.24,0.14
2022,1,10,4,0,0,0,0,0,0,0,19.6,121.58,0.14
2022,1,10,5,0,0,0,0,0,0,0,19.3,107.71000000000001,0.14
2022,1,10,6,0,0,0,0,0,0,0,19,93.82000000000001,0.14
2022,1,10,7,0,28,118,299,28,0,66,19.400000000000002,79.95,0.14
2022,1,10,8,0,156,348,581,166,24,116,20.1,66.47,0.14
2022,1,10,9,0,136,573,727,138,2,140,21.3,53.5,0.14
2022,1,10,10,0,366,744,750,414,65,183,22.900000000000002,41.62,0.14
2022,1,10,11,0,132,863,787,132,0,196,24.900000000000002,32.12,0.14
2022,1,10,12,0,252,910,808,253,0,194,26.200000000000003,27.6,0.14
2022,1,10,13,0,393,874,774,399,7,206,26.200000000000003,30.39,0.14
2022,1,10,14,0,385,771,731,474,114,202,25.5,38.94,0.14
2022,1,10,15,0,202,603,656,203,0,184,24.700000000000003,50.39,0.14
2022,1,10,16,0,142,387,501,142,0,161,23.8,63.160000000000004,0.14
2022,1,10,17,0,101,160,258,103,11,100,22.700000000000003,76.55,0.14
2022,1,10,18,0,0,0,0,0,0,0,21.700000000000003,89.89,0.14
2022,1,10,19,0,0,0,0,0,0,0,21.3,104.25,0.14
2022,1,10,20,0,0,0,0,0,0,0,21.1,118.15,0.14
2022,1,10,21,0,0,0,0,0,0,0,20.8,131.9,0.14
2022,1,10,22,0,0,0,0,0,0,0,20.5,145.18,0.14
2022,1,10,23,0,0,0,0,0,0,0,20.3,157.01,0.14
2022,1,11,0,0,0,0,0,0,0,0,20,163.75,0.14
2022,1,11,1,0,0,0,0,0,0,0,19.700000000000003,159.49,0.14
2022,1,11,2,0,0,0,0,0,0,0,19.700000000000003,148.42000000000002,0.14
2022,1,11,3,0,0,0,0,0,0,0,19.700000000000003,135.37,0.14
2022,1,11,4,0,0,0,0,0,0,0,19.6,121.7,0.14
2022,1,11,5,0,0,0,0,0,0,0,19.200000000000003,107.81,0.14
2022,1,11,6,0,0,0,0,0,0,0,19.1,93.9,0.14
2022,1,11,7,0,65,119,321,65,1,63,20,80.01,0.14
2022,1,11,8,0,103,353,629,353,629,103,20.900000000000002,66.51,0.14
2022,1,11,9,0,239,582,777,240,3,120,21.700000000000003,53.51,0.14
2022,1,11,10,0,264,751,774,265,1,172,23.700000000000003,41.6,0.14
2022,1,11,11,0,444,877,836,506,73,169,25.3,32.04,0.14
2022,1,11,12,0,332,930,864,333,1,163,26.200000000000003,27.45,0.14
2022,1,11,13,0,378,902,860,382,4,159,26.5,30.21,0.14
2022,1,11,14,0,228,802,844,228,0,144,26.700000000000003,38.77,0.14
2022,1,11,15,0,136,634,799,136,0,123,26.3,50.230000000000004,0.14
2022,1,11,16,0,103,419,704,103,0,100,25.3,63.02,0.14
2022,1,11,17,0,29,182,490,29,0,67,23.8,76.43,0.14
2022,1,11,18,0,0,0,0,0,0,0,22.1,89.8,0.14
2022,1,11,19,0,0,0,0,0,0,0,21.3,104.16,0.14
2022,1,11,20,0,0,0,0,0,0,0,20.900000000000002,118.08,0.14
2022,1,11,21,0,0,0,0,0,0,0,20.700000000000003,131.85,0.14
2022,1,11,22,0,0,0,0,0,0,0,20.6,145.15,0.14
2022,1,11,23,0,0,0,0,0,0,0,20.400000000000002,157.05,0.14
2022,1,12,0,0,0,0,0,0,0,0,20.3,163.89000000000001,0.14
2022,1,12,1,0,0,0,0,0,0,0,19.900000000000002,159.67000000000002,0.14
2022,1,12,2,0,0,0,0,0,0,0,19.5,148.57,0.14
2022,1,12,3,0,0,0,0,0,0,0,19.3,135.5,0.14
2022,1,12,4,0,0,0,0,0,0,0,19.1,121.8,0.14
2022,1,12,5,0,0,0,0,0,0,0,19.1,107.9,0.14
2022,1,12,6,0,0,0,0,0,0,0,19.200000000000003,93.97,0.14
2022,1,12,7,0,13,121,376,13,0,56,20.1,80.07000000000001,0.14
2022,1,12,8,0,14,358,676,14,0,89,20.900000000000002,66.55,0.14
2022,1,12,9,0,74,589,820,74,0,101,22,53.53,0.14
2022,1,12,10,0,241,773,880,242,1,115,23.900000000000002,41.57,0.14
2022,1,12,11,0,324,898,923,325,2,115,25.5,31.95,0.14
2022,1,12,12,0,438,948,940,797,405,113,26.5,27.29,0.14
2022,1,12,13,0,109,920,937,920,937,109,27.200000000000003,30.02,0.14
2022,1,12,14,0,415,816,911,647,297,104,27.400000000000002,38.59,0.14
2022,1,12,15,0,301,647,859,561,406,96,26.900000000000002,50.08,0.14
2022,1,12,16,0,253,428,758,284,68,83,25.900000000000002,62.89,0.14
2022,1,12,17,0,59,187,543,187,543,59,24.3,76.31,0.14
2022,1,12,18,0,0,0,0,0,0,0,22.8,89.71000000000001,0.14
2022,1,12,19,0,0,0,0,0,0,0,22.200000000000003,104.07000000000001,0.15
2022,1,12,20,0,0,0,0,0,0,0,21.8,118,0.15
2022,1,12,21,0,0,0,0,0,0,0,21.5,131.79,0.15
2022,1,12,22,0,0,0,0,0,0,0,21.3,145.13,0.15
2022,1,12,23,0,0,0,0,0,0,0,21,157.09,0.15
2022,1,13,0,0,0,0,0,0,0,0,20.700000000000003,164.05,0.15
2022,1,13,1,0,0,0,0,0,0,0,20.200000000000003,159.86,0.15
2022,1,13,2,0,0,0,0,0,0,0,19.900000000000002,148.72,0.15
2022,1,13,3,0,0,0,0,0,0,0,19.6,135.62,0.15
2022,1,13,4,0,0,0,0,0,0,0,19.400000000000002,121.91,0.15
2022,1,13,5,0,0,0,0,0,0,0,19.1,107.99000000000001,0.15
2022,1,13,6,0,0,0,0,0,0,0,18.900000000000002,94.05,0.15
2022,1,13,7,0,18,121,379,18,0,56,19.5,80.12,0.15
2022,1,13,8,0,32,357,666,32,0,92,20.5,66.59,0.15
2022,1,13,9,0,98,584,801,98,0,108,22.1,53.53,0.15
2022,1,13,10,0,324,759,822,327,5,144,24.200000000000003,41.54,0.15
2022,1,13,11,0,83,886,879,83,0,140,25.8,31.86,0.15
2022,1,13,12,0,167,940,905,167,0,135,26.400000000000002,27.13,0.15
2022,1,13,13,0,397,908,885,405,8,140,26.5,29.830000000000002,0.15
2022,1,13,14,0,261,807,869,262,1,127,26.5,38.410000000000004,0.15
2022,1,13,15,0,29,640,817,29,0,114,26,49.92,0.15
2022,1,13,16,0,127,422,707,128,0,99,24.900000000000002,62.75,0.15
2022,1,13,17,0,7,185,492,7,0,67,23.400000000000002,76.19,0.15
2022,1,13,18,0,0,0,0,0,0,0,22,89.62,0.15
2022,1,13,19,0,0,0,0,0,0,0,21.400000000000002,103.98,0.14
2022,1,13,20,0,0,0,0,0,0,0,21.200000000000003,117.93,0.14
2022,1,13,21,0,0,0,0,0,0,0,21.1,131.75,0.14
2022,1,13,22,0,0,0,0,0,0,0,20.900000000000002,145.12,0.14
2022,1,13,23,0,0,0,0,0,0,0,20.8,157.14000000000001,0.14
2022,1,14,0,0,0,0,0,0,0,0,20.6,164.21,0.14
2022,1,14,1,0,0,0,0,0,0,0,20.400000000000002,160.04,0.14
2022,1,14,2,0,0,0,0,0,0,0,20,148.88,0.14
2022,1,14,3,0,0,0,0,0,0,0,19.6,135.75,0.14
2022,1,14,4,0,0,0,0,0,0,0,19.3,122.02,0.14
2022,1,14,5,0,0,0,0,0,0,0,18.900000000000002,108.08,0.14
2022,1,14,6,0,0,0,0,0,0,0,18.7,94.12,0.14
2022,1,14,7,0,29,123,427,29,0,50,19.400000000000002,80.18,0.14
2022,1,14,8,0,169,358,684,185,41,87,20.3,66.62,0.14
2022,1,14,9,0,239,585,803,264,42,108,21.8,53.54,0.14
2022,1,14,10,0,333,772,879,408,101,113,23.5,41.5,0.14
2022,1,14,11,0,382,895,912,538,183,120,24.5,31.76,0.14
2022,1,14,12,0,389,947,928,627,267,120,25.400000000000002,26.96,0.14
2022,1,14,13,0,412,918,914,589,203,124,26.1,29.63,0.14
2022,1,14,14,0,359,815,889,558,253,117,26.3,38.230000000000004,0.14
2022,1,14,15,0,280,647,836,344,99,107,26,49.76,0.14
2022,1,14,16,0,213,427,722,340,275,95,25.200000000000003,62.61,0.14
2022,1,14,17,0,125,188,505,152,112,67,23.700000000000003,76.07000000000001,0.14
2022,1,14,18,0,0,0,0,0,0,0,21.900000000000002,89.53,0.14
2022,1,14,19,0,0,0,0,0,0,0,20.900000000000002,103.89,0.14
2022,1,14,20,0,0,0,0,0,0,0,20.400000000000002,117.86,0.14
2022,1,14,21,0,0,0,0,0,0,0,20,131.7,0.14
2022,1,14,22,0,0,0,0,0,0,0,19.6,145.11,0.14
2022,1,14,23,0,0,0,0,0,0,0,19.3,157.19,0.14
2022,1,15,0,0,0,0,0,0,0,0,19.1,164.37,0.14
2022,1,15,1,0,0,0,0,0,0,0,18.900000000000002,160.24,0.14
2022,1,15,2,0,0,0,0,0,0,0,18.8,149.03,0.14
2022,1,15,3,0,0,0,0,0,0,0,18.7,135.88,0.14
2022,1,15,4,0,0,0,0,0,0,0,18.6,122.12,0.14
2022,1,15,5,0,0,0,0,0,0,0,18.7,108.17,0.14
2022,1,15,6,0,0,0,0,0,0,0,19.1,94.19,0.14
2022,1,15,7,0,60,115,323,115,323,60,20.400000000000002,80.23,0.14
2022,1,15,8,0,187,350,620,313,317,104,22.6,66.65,0.14
2022,1,15,9,0,237,581,770,510,460,123,24.8,53.54,0.14
2022,1,15,10,0,357,767,839,438,108,138,26.400000000000002,41.46,0.14
2022,1,15,11,0,414,895,886,554,164,141,27.700000000000003,31.650000000000002,0.14
2022,1,15,12,0,405,948,903,727,361,142,28.6,26.79,0.14
2022,1,15,13,0,380,917,883,728,400,148,29.1,29.43,0.14
2022,1,15,14,0,354,812,849,500,186,144,29,38.050000000000004,0.14
2022,1,15,15,0,296,640,777,375,120,137,28.5,49.61,0.14
2022,1,15,16,0,113,422,668,422,668,113,27.5,62.480000000000004,0.14
2022,1,15,17,0,75,184,450,184,450,75,25.900000000000002,75.96000000000001,0.14
2022,1,15,18,0,0,0,0,0,0,0,24,89.44,0.14
2022,1,15,19,0,0,0,0,0,0,0,22.700000000000003,103.81,0.14
2022,1,15,20,0,0,0,0,0,0,0,21.8,117.8,0.14
2022,1,15,21,0,0,0,0,0,0,0,21.400000000000002,131.66,0.14
2022,1,15,22,0,0,0,0,0,0,0,21,145.1,0.14
