source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
4470946507150659072,274.2494744191016,5.861018337676919,-0.44819884021017714,-5.410163542503534,0.34388228181306835,1.0475924,19.659966,0.99912834,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470952623182961664,271.51649558158465,3.7839450385778943,0.5719224476250078,-2.9626748289920624,-8.349926126767805,0.9419183,19.753786,1.1853561,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470952623182962688,271.50987073795756,3.7804521882415734,0.09802941005852903,-2.134253524074977,-5.143470481861277,0.99098676,15.277893,1.5889454,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
4471271511614501376,270.9474370829953,4.665179562344802,0.49815656194593416,-1.758014060344573,-7.165334215444766,1.0980932,19.834427,1.4043808,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4471593913338050688,272.7724272366413,5.403135959255964,-0.7457483411202674,0.8888145552098371,-11.868787601408654,1.8231732,18.561567,0.94970894,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470959009793354624,271.5902032890122,3.8249778168432185,-0.6238475904637409,-2.9826196508843794,-5.56239238218883,1.0927169,19.035097,1.1500416,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470959009793358592,271.59545744120396,3.8268381884481015,-0.3600351000846185,-2.063667563979958,-5.6110389074285685,0.99277765,19.120888,1.0903873,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470965641223208960,271.56503031338474,3.9740122200003114,0.47959500966686425,-5.449734152485441,-5.206934212135325,1.0118744,19.022707,1.2440758,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4470965641223209088,271.56531870659467,3.975192467062244,0.050453571511785436,-0.8459404540525379,-5.645476721128126,0.9779515,19.469488,1.1176529,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4471604079525477376,272.2117546489462,5.3529111622582075,-0.24911845554421302,-0.3600634503971591,-5.07054481196471,1.0488646,19.502144,0.9119663,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
