source_id,ra,dec,parallax,pmra,pmdec,radial_velocity
387310087645581056,11.195908490324188,41.89174375779233,,,,
387309567953910528,11.245222869774707,41.818567129781435,0.8907630692289483,-3.0970327940489235,-1.2641364963896011,
387309567953910656,11.237132844560708,41.81968683047942,0.17279213310353628,12.665566902280798,11.119189525181948,
387309567953911680,11.234689551124784,41.83284900867523,,,,
387309572249452416,11.243528591921079,41.81574191864432,2.555638152990283,0.13713380674519016,-2.9037333621545196,
387309572249480448,11.240556125387931,41.82812986135656,,,,
387309572249703808,11.239831298658505,41.818960350116214,-2.060316588502791,0.829692745364545,-2.2549023252037683,
387309572251335552,11.244594214608485,41.814129061661866,-2.2150317600795586,1.25560853175819,-2.152162383839912,
387309602313648128,11.250523699523848,41.82522444574536,2.697784947992454,7.930499906269666,-9.160462188974286,4.1726384
387309602314795648,11.237228337416584,41.84426002903657,0.2754769977820376,-0.07311769738138203,-0.7984446200455486,
387309606609191168,11.235787074546444,41.84306546893039,-0.8450567844481641,-2.1535014949748943,-1.512404821052386,
387309606609442816,11.249837640496617,41.82949435083684,,,,
387309606609442944,11.240607399083846,41.833772089169436,,,,
387309606610401664,11.24355993298878,41.830809905519935,0.3020494460612276,-1.1982904849725553,0.15885836549755147,
387309636673389184,11.215030547172523,41.84468659155799,0.7502489979350663,1.1222381736866371,4.916998150005719,
387309636674533504,11.227951591213525,41.83302490043597,0.021896688878002037,0.9882720782653815,-0.30450964489460997,
387309640968929408,11.227402605459362,41.82686551765904,,,,
387309640968958080,11.230139179222299,41.83147538556103,,,,
387309640968959488,11.221188537813312,41.835083567776266,,,,
387309640970139904,11.224178498344612,41.832019328911755,0.3349911534695244,-0.3494548426804783,-2.015466148497066,
387309671033128576,11.223794429708285,41.85035703966598,0.35865224602365586,-0.6005751440681604,-0.07555144808406095,
387309675328667264,11.214768858784984,41.84910786647433,-1.5920179665332055,-2.6694006228954494,-0.8444305349597783,
387309675328670976,11.218426375924716,41.85420825617385,0.8991645385310598,-4.6274197169452735,-1.7754330719909288,
387309675328698880,11.223464751350063,41.84372190580033,0.9038775102398756,-0.4518886767278142,0.8738502606934881,
387309675328701184,11.224353493365582,41.853966163734675,1.765369405183502,0.015673302928982058,4.676362335531742,
387309675329878144,11.23370170827328,41.84338505030879,0.40973386295175934,-2.596942886826068,1.2566384720272892,
387309705392866432,11.25642400913238,41.84593075636271,0.29310852797538545,-3.979656579082377,1.763322391856792,
387309705392870272,11.239698948925064,41.85791993309261,0.0845651296517803,-0.7941285791358677,-0.34201574272871155,
387309705394225024,11.24209223728334,41.85807713784428,-0.3287834085102428,0.49578726883748836,-0.854287908231733,
387309709688406016,11.244114091461201,41.84590830762187,-1.5635194180868242,0.9044550815392209,1.1287634463454963,
387309709688434176,11.24792514763115,41.84520734335967,,,,
387309709688434304,11.245674820612296,41.84871313067386,-0.6183268173688976,4.800268937165863,0.4340757860606005,
387309709690307712,11.251443211148084,41.85129391444709,,,,
387309739752608128,11.258074284758187,41.85708924566924,0.2260932646066863,0.4033970485885876,-1.0141444068214813,
387309739752611456,11.249564994954719,41.8637866312677,,,,
387309739764633856,11.244752148369745,41.858127540145,0.5009100316140691,0.4440530815973016,-0.055396160719614417,
387309744048144896,11.247854543709526,41.8665861855162,-0.7436124708312732,-2.5758255350207078,0.599253955563941,
387309744048145408,11.245807343763799,41.86729746992307,-1.7322150410226294,-0.38202197722893855,0.81241874305212,
387309744048145664,11.243849019408776,41.87105990609024,0.11644019528894081,-1.1705226020877049,-0.2789934542325341,
387309744048175488,11.243545822477635,41.86934182338298,-0.04754364749596286,-0.33618643372549967,0.746616461680761,
387309744048175872,11.241535742740684,41.868012278892415,,,,
387309744048176128,11.242378574633952,41.86977900528402,,,,
387309744048176640,11.241363516346855,41.868704450419905,2.914409726999904,-3.4860064027871807,1.2623464289641046,
387309744048396928,11.258065187414758,41.85421532778952,,,,
387309744048809344,11.257404537777182,41.85301517977509,,,,
387309744048895872,11.249882516811107,41.86599497441557,,,,
387309744049472512,11.243010784336544,41.86500767336409,,,,
387309774112344448,11.235914557014759,41.8521290506182,1.903516432115785,1.6309525826424691,-2.189844245348324,
387309774112344960,11.233910488135471,41.85361323620699,0.10175033121488407,0.07239611296511228,-0.306294239729999,
387309774112349440,11.234016070895656,41.86182492850443,1.2688578921235456,-1.1255959684656796,-1.151161958262553,
387309774112351104,11.22603197845101,41.86554500468175,3.613069910079502,-2.930930834052469,1.6341203274133362,
387309774114420992,11.219554651815452,41.8637712802092,,,,
387309778408135552,11.234199102103805,41.85955888471317,,,,
387309778408136192,11.232282641198912,41.86465744609676,,,,
387309778409092864,11.220170995596307,41.87148709728518,-0.34543627499645346,0.07182399240594976,0.07560652762629672,
387309778409263616,11.226665829950456,41.85941082033766,,,,
387309808472090240,11.238770568477184,41.862423403091945,-0.06039484578768421,0.2818166146728149,0.04234471470772265,
387309808472090368,11.237091824715801,41.86396949837361,0.14753285557247495,-0.11843469676374942,-0.078322468437211,
387309808472091648,11.227847558869172,41.86808867521177,-0.0619193879930489,0.7757620428631598,1.651507492498507,
387309808472092544,11.222885633791796,41.87092912951858,,,,
387309808473229568,11.240962852416127,41.87331609620339,-3.3509138764948037,0.8180850910433864,-3.101071674892518,
387309808473451136,11.225835021870404,41.870174090715665,-0.2887822499485914,-0.8231266681216173,0.023862305643474947,
387309812767570688,11.239102057694232,41.864178129073665,1.195403391532873,-4.707756840834297,1.1842418732994062,
387309812767622528,11.240748331725635,41.86975326936039,4.493631048161069,1.2620095984329183,-2.956268067586876,
387309812767623040,11.231987735931739,41.865211380222,-1.2501372127214525,0.04200835147995299,0.13642441122854265,
387309812767623680,11.233691308938088,41.86977583362447,1.7628371979478505,-3.105765367417937,0.2911889712948336,
387309812767623936,11.233604789920918,41.8703573481379,-1.265818005319239,0.9721605183403635,-0.12791886034768019,
387309812767624576,11.231978188946773,41.87324631221324,1.668310177711924,3.1474671729795722,-0.7976705994099407,
387309812767654016,11.235218921689594,41.86618258055681,-1.74695558466175,-0.15454751726899557,-0.8769638781669784,
387309812767656448,11.235878337647957,41.8757352862391,,,,
387309812767657728,11.228761765292218,41.87171915338874,,,,
387309847127657600,11.198117036335182,41.852363763153996,-0.4803512413029986,0.6251099231059035,-2.2929931668782206,
387309812767657984,11.23097582470439,41.87693040274797,-0.09209718950673768,-1.4148356393144772,-0.10933473213496238,
387309812767659392,11.227471288487846,41.87725349082674,3.7109599387343204,0.08405457806998298,-1.6355845723540408,
387309812768830208,11.224230441499014,41.88145064764837,0.3932611446629178,-1.4970268649080927,1.4639803651538146,
387309812768856832,11.226285435495338,41.876129995152745,1.1674593549263623,0.013889408926350565,0.3836396160545975,
