Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,5386373,-,b'La Guajira',b'Colombia',11.72,-71.97,-5,45,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,DHI,Clearsky GHI,Clearsky DNI,Clearsky DHI,DNI,Temperature,GHI,Surface Albedo,Solar Zenith Angle
2021,1,7,22,0,0,0,0,0,0,26.1,0,0.22,150.74
2021,1,7,23,0,0,0,0,0,0,25.900000000000002,0,0.22,163.28
2021,1,8,0,0,0,0,0,0,0,25.700000000000003,0,0.22,169.43
2021,1,8,1,0,0,0,0,0,0,25.6,0,0.22,161.19
2021,1,8,2,0,0,0,0,0,0,25.5,0,0.22,148.31
2021,1,8,3,0,0,0,0,0,0,25.400000000000002,0,0.22,134.63
2021,1,8,4,0,0,0,0,0,0,25.3,0,0.22,120.76
2021,1,8,5,0,0,0,0,0,0,25.3,0,0.22,106.91
2021,1,8,6,0,0,0,0,0,0,25.5,0,0.22,93.18
2021,1,8,7,0,60,120,290,68,0,26.1,60,0.22,79.65
2021,1,8,8,0,155,339,567,115,32,27,168,0.22,66.71000000000001
2021,1,8,9,0,265,547,703,140,94,27.700000000000003,320,0.22,54.58
2021,1,8,10,0,356,711,767,159,178,28.1,484,0.22,44.01
2021,1,8,11,0,399,815,807,165,275,28.200000000000003,620,0.22,36.42
2021,1,8,12,0,259,847,821,165,687,28.3,829,0.22,33.88
2021,1,8,13,0,375,802,800,166,67,28.400000000000002,429,0.22,37.43
2021,1,8,14,0,343,689,769,152,153,28.3,451,0.22,45.68
2021,1,8,15,0,247,517,698,132,82,28.200000000000003,292,0.22,56.6
2021,1,8,16,0,86,303,554,104,0,27.8,86,0.22,68.91
2021,1,8,17,0,50,88,247,53,24,27.1,53,0.22,81.93
2021,1,8,18,0,0,0,0,0,0,26.700000000000003,0,0.22,95.56
2021,1,8,19,0,0,0,0,0,0,26.400000000000002,0,0.22,109.32000000000001
2021,1,8,20,0,0,0,0,0,0,26.1,0,0.22,123.19
2021,1,8,21,0,0,0,0,0,0,25.900000000000002,0,0.22,137.06
2021,1,8,22,0,0,0,0,0,0,25.700000000000003,0,0.22,150.69
2021,1,8,23,0,0,0,0,0,0,25.700000000000003,0,0.22,163.29
2021,1,9,0,0,0,0,0,0,0,25.6,0,0.22,169.58
2021,1,9,1,0,0,0,0,0,0,25.5,0,0.22,161.35
2021,1,9,2,0,0,0,0,0,0,25.5,0,0.22,148.44
2021,1,9,3,0,0,0,0,0,0,25.6,0,0.22,134.74
2021,1,9,4,0,0,0,0,0,0,25.6,0,0.22,120.86
2021,1,9,5,0,0,0,0,0,0,25.5,0,0.22,106.99000000000001
2021,1,9,6,0,0,0,0,0,0,25.700000000000003,0,0.22,93.25
2021,1,9,7,0,67,122,316,65,133,26.3,90,0.22,79.7
2021,1,9,8,0,157,345,606,106,38,27.3,172,0.22,66.74
2021,1,9,9,0,243,557,743,126,360,28.400000000000002,452,0.22,54.58
2021,1,9,10,0,320,719,787,153,51,29.200000000000003,357,0.22,43.97
2021,1,9,11,0,411,826,834,154,190,29.700000000000003,564,0.22,36.32
2021,1,9,12,0,423,860,853,150,121,29.900000000000002,524,0.22,33.730000000000004
2021,1,9,13,0,364,818,846,144,392,29.900000000000002,675,0.22,37.26
2021,1,9,14,0,340,703,812,134,235,29.700000000000003,504,0.22,45.51
2021,1,9,15,0,221,528,741,119,394,29.3,439,0.22,56.44
2021,1,9,16,0,94,312,601,94,601,28.5,312,0.22,68.77
2021,1,9,17,0,51,92,289,51,289,27.6,92,0.22,81.8
2021,1,9,18,0,0,0,0,0,0,26.900000000000002,0,0.22,95.44
2021,1,9,19,0,0,0,0,0,0,26.5,0,0.21,109.21000000000001
2021,1,9,20,0,0,0,0,0,0,26.3,0,0.21,123.10000000000001
2021,1,9,21,0,0,0,0,0,0,26.1,0,0.21,136.98
2021,1,9,22,0,0,0,0,0,0,25.900000000000002,0,0.21,150.64000000000001
2021,1,9,23,0,0,0,0,0,0,25.700000000000003,0,0.21,163.3
2021,1,10,0,0,0,0,0,0,0,25.6,0,0.21,169.74
2021,1,10,1,0,0,0,0,0,0,25.400000000000002,0,0.21,161.5
2021,1,10,2,0,0,0,0,0,0,25.3,0,0.21,148.57
2021,1,10,3,0,0,0,0,0,0,25.3,0,0.21,134.85
2021,1,10,4,0,0,0,0,0,0,25.3,0,0.21,120.95
2021,1,10,5,0,0,0,0,0,0,25.3,0,0.21,107.07000000000001
2021,1,10,6,0,0,0,0,0,0,25.5,0,0.21,93.31
2021,1,10,7,0,57,125,379,57,379,26.5,125,0.21,79.74
2021,1,10,8,0,89,351,666,89,666,27.6,351,0.21,66.76
2021,1,10,9,0,105,564,792,105,792,28.700000000000003,564,0.21,54.58
2021,1,10,10,0,310,731,854,117,411,29.400000000000002,606,0.21,43.93
2021,1,10,11,0,405,837,882,125,249,29.900000000000002,606,0.21,36.22
2021,1,10,12,0,344,868,889,128,474,30.3,739,0.21,33.58
2021,1,10,13,0,306,822,861,135,522,30.400000000000002,723,0.21,37.08
2021,1,10,14,0,346,704,811,134,174,30.200000000000003,468,0.21,45.34
2021,1,10,15,0,148,525,715,128,642,29.700000000000003,504,0.21,56.28
2021,1,10,16,0,129,307,546,108,382,28.8,268,0.21,68.62
2021,1,10,17,0,53,89,218,58,111,27.700000000000003,69,0.21,81.67
2021,1,10,18,0,0,0,0,0,0,27,0,0.21,95.32000000000001
2021,1,10,19,0,0,0,0,0,0,26.6,0,0.21,109.10000000000001
2021,1,10,20,0,0,0,0,0,0,26.400000000000002,0,0.21,123
2021,1,10,21,0,0,0,0,0,0,26.200000000000003,0,0.21,136.9
2021,1,10,22,0,0,0,0,0,0,26,0,0.21,150.59
2021,1,10,23,0,0,0,0,0,0,25.900000000000002,0,0.21,163.31
2021,1,11,0,0,0,0,0,0,0,25.700000000000003,0,0.21,169.9
2021,1,11,1,0,0,0,0,0,0,25.6,0,0.21,161.66
2021,1,11,2,0,0,0,0,0,0,25.5,0,0.21,148.70000000000002
2021,1,11,3,0,0,0,0,0,0,25.400000000000002,0,0.21,134.95
2021,1,11,4,0,0,0,0,0,0,25.3,0,0.21,121.04
2021,1,11,5,0,0,0,0,0,0,25.200000000000003,0,0.21,107.14
2021,1,11,6,0,0,0,0,0,0,25.3,0,0.21,93.37
2021,1,11,7,0,57,125,387,57,387,26.400000000000002,125,0.21,79.78
2021,1,11,8,0,88,352,669,88,669,27.8,352,0.21,66.78
2021,1,11,9,0,105,566,795,105,795,28.8,566,0.21,54.57
2021,1,11,10,0,136,727,820,136,820,29.5,727,0.21,43.88
2021,1,11,11,0,316,830,842,150,509,30,727,0.21,36.12
2021,1,11,12,0,305,863,849,155,594,30.1,801,0.21,33.410000000000004
2021,1,11,13,0,146,823,847,146,847,30.1,823,0.21,36.9
2021,1,11,14,0,134,712,819,134,819,29.700000000000003,712,0.21,45.160000000000004
2021,1,11,15,0,117,539,758,117,758,29.200000000000003,539,0.21,56.120000000000005
2021,1,11,16,0,93,322,623,93,623,28.400000000000002,322,0.21,68.47
2021,1,11,17,0,52,98,311,52,311,27.400000000000002,98,0.21,81.54
2021,1,11,18,0,0,0,0,0,0,26.700000000000003,0,0.21,95.2
2021,1,11,19,0,0,0,0,0,0,26.400000000000002,0,0.22,109
2021,1,11,20,0,0,0,0,0,0,26.200000000000003,0,0.22,122.91
2021,1,11,21,0,0,0,0,0,0,25.900000000000002,0,0.22,136.83
2021,1,11,22,0,0,0,0,0,0,25.8,0,0.22,150.54
2021,1,11,23,0,0,0,0,0,0,25.6,0,0.22,163.33
2021,1,12,0,0,0,0,0,0,0,25.400000000000002,0,0.22,170.07
2021,1,12,1,0,0,0,0,0,0,25.200000000000003,0,0.22,161.82
2021,1,12,2,0,0,0,0,0,0,25.1,0,0.22,148.82
2021,1,12,3,0,0,0,0,0,0,25,0,0.22,135.06
2021,1,12,4,0,0,0,0,0,0,24.900000000000002,0,0.22,121.13
2021,1,12,5,0,0,0,0,0,0,24.8,0,0.22,107.21000000000001
2021,1,12,6,0,0,0,0,0,0,25,0,0.22,93.43
2021,1,12,7,0,63,126,354,63,354,26.1,126,0.22,79.82000000000001
2021,1,12,8,0,97,358,664,97,664,27.3,358,0.22,66.8
2021,1,12,9,0,114,578,799,114,799,28.3,578,0.22,54.550000000000004
2021,1,12,10,0,121,752,874,121,874,29,752,0.22,43.82
2021,1,12,11,0,131,857,898,131,898,29.5,857,0.22,36
2021,1,12,12,0,320,892,906,134,556,29.8,785,0.22,33.25
2021,1,12,13,0,141,846,879,141,879,29.8,846,0.22,36.71
2021,1,12,14,0,127,732,855,127,855,29.6,732,0.22,44.980000000000004
2021,1,12,15,0,108,555,797,108,797,29.1,555,0.22,55.96
2021,1,12,16,0,86,334,670,86,670,28.400000000000002,334,0.22,68.33
2021,1,12,17,0,49,104,372,49,372,27.200000000000003,104,0.22,81.41
2021,1,12,18,0,0,0,0,0,0,26.400000000000002,0,0.22,95.08
2021,1,12,19,0,0,0,0,0,0,26,0,0.22,108.89
2021,1,12,20,0,0,0,0,0,0,25.700000000000003,0,0.22,122.82000000000001
2021,1,12,21,0,0,0,0,0,0,25.3,0,0.22,136.76
2021,1,12,22,0,0,0,0,0,0,25,0,0.22,150.5
2021,1,12,23,0,0,0,0,0,0,24.8,0,0.22,163.35
2021,1,13,0,0,0,0,0,0,0,24.700000000000003,0,0.22,170.25
2021,1,13,1,0,0,0,0,0,0,24.700000000000003,0,0.22,161.98
2021,1,13,2,0,0,0,0,0,0,24.8,0,0.22,148.95000000000002
2021,1,13,3,0,0,0,0,0,0,24.700000000000003,0,0.22,135.16
2021,1,13,4,0,0,0,0,0,0,24.5,0,0.22,121.21000000000001
2021,1,13,5,0,0,0,0,0,0,24.3,0,0.22,107.28
2021,1,13,6,0,0,0,0,0,0,24.6,0,0.22,93.48
2021,1,13,7,0,60,126,376,60,376,25.900000000000002,126,0.22,79.85000000000001
2021,1,13,8,0,94,358,671,94,671,27.3,358,0.22,66.81
2021,1,13,9,0,111,579,807,111,807,28.5,579,0.22,54.53
2021,1,13,10,0,113,757,892,113,892,29.200000000000003,757,0.22,43.75
2021,1,13,11,0,292,867,920,122,590,29.8,770,0.22,35.88
2021,1,13,12,0,124,904,930,124,930,30.1,904,0.22,33.07
2021,1,13,13,0,121,865,925,121,925,30.1,865,0.22,36.52
2021,1,13,14,0,117,749,891,117,891,29.900000000000002,749,0.22,44.800000000000004
2021,1,13,15,0,107,568,820,107,820,29.3,568,0.22,55.79
2021,1,13,16,0,89,341,677,89,677,28.400000000000002,341,0.22,68.18
2021,1,13,17,0,54,107,361,53,172,27,80,0.22,81.28
2021,1,13,18,0,0,0,0,0,0,26.1,0,0.22,94.96000000000001
2021,1,13,19,0,0,0,0,0,0,25.6,0,0.22,108.79
2021,1,13,20,0,0,0,0,0,0,25.3,0,0.22,122.74000000000001
2021,1,13,21,0,0,0,0,0,0,24.900000000000002,0,0.22,136.69
2021,1,13,22,0,0,0,0,0,0,24.700000000000003,0,0.22,150.46
2021,1,13,23,0,0,0,0,0,0,24.6,0,0.22,163.37
2021,1,14,0,0,0,0,0,0,0,24.400000000000002,0,0.22,170.43
2021,1,14,1,0,0,0,0,0,0,24.3,0,0.22,162.15
2021,1,14,2,0,0,0,0,0,0,24.3,0,0.22,149.07
2021,1,14,3,0,0,0,0,0,0,24.3,0,0.22,135.26
2021,1,14,4,0,0,0,0,0,0,24.3,0,0.22,121.3
2021,1,14,5,0,0,0,0,0,0,24.400000000000002,0,0.22,107.35000000000001
2021,1,14,6,0,0,0,0,0,0,24.6,0,0.22,93.53
2021,1,14,7,0,63,123,325,66,190,25.8,97,0.22,79.88
2021,1,14,8,0,106,353,627,106,627,27,353,0.22,66.81
2021,1,14,9,0,125,572,770,125,770,28.1,572,0.22,54.51
2021,1,14,10,0,110,757,896,110,896,29,757,0.22,43.68
2021,1,14,11,0,116,866,925,116,925,29.8,866,0.22,35.75
2021,1,14,12,0,119,903,934,119,934,30.3,903,0.22,32.89
2021,1,14,13,0,119,863,923,119,923,30.5,863,0.22,36.32
2021,1,14,14,0,113,748,892,113,892,30.400000000000002,748,0.22,44.61
2021,1,14,15,0,100,571,834,100,834,29.900000000000002,571,0.22,55.620000000000005
2021,1,14,16,0,73,347,712,80,703,29,336,0.22,68.03
2021,1,14,17,0,51,112,421,47,274,27.5,93,0.22,81.15
2021,1,14,18,0,0,0,0,0,0,26.400000000000002,0,0.22,94.85000000000001
2021,1,14,19,0,0,0,0,0,0,25.900000000000002,0,0.22,108.69
2021,1,14,20,0,0,0,0,0,0,25.6,0,0.22,122.65
2021,1,14,21,0,0,0,0,0,0,25.3,0,0.22,136.62
2021,1,14,22,0,0,0,0,0,0,25.200000000000003,0,0.22,150.42000000000002
2021,1,14,23,0,0,0,0,0,0,25.1,0,0.22,163.4
2021,1,15,0,0,0,0,0,0,0,25.1,0,0.22,170.62
2021,1,15,1,0,0,0,0,0,0,25.1,0,0.22,162.31
2021,1,15,2,0,0,0,0,0,0,25.1,0,0.22,149.19
2021,1,15,3,0,0,0,0,0,0,25.1,0,0.22,135.36
