# CRaTER (GCR+SEP) dose rates for individual and combined detectors
#    from 2024-09-24 DOY:268
# through 2024-10-24 DOY:298
#
# Columns are separated by a tab character.
# All dose rate units: cGy / day
# All dose rates have a silicon to water correction applied and are altitude corrected to the lunar surface.
#
# column_titles: Julian Date,Year,DOY,Year Fraction,H2O Factor,Altitude Factor,Good Event Factor,D1&2 dose rate,D3&4 dose rate,D5&6 dose rate,D1 dose rate,D2 dose rate,D3 dose rate,D4 dose rate,D5 dose rate,D6 dose rate
# column_units: ,,,,,,,cGy/day,cGy/day,cGy/day,cGy/day,cGy/day,cGy/day,cGy/day,cGy/day,cGy/day
# start_year: 2024
# start_doy: 268
# end_year: 2024
# end_doy: 298
#
# Julian Date	Year	DOY	Year Fraction	H2O	Alt.	GE	D1&2 dose rate	D3&4 dose rate	D5&6 dose rate	D1 dose rate	D2 dose rate	D3 dose rate	D4 dose rate	D5 dose rate	D6 dose rate
2460602.062500	2024	292	2024.7966189	1.333	0.753	1.000	1.6644e-02	1.1102e-02	1.1744e-02	1.1618e-02	1.3446e-02	5.5931e-03	9.9717e-03	6.1192e-03	1.0331e-02
2460602.104166	2024	292	2024.7967327	1.333	0.774	1.000	1.6338e-02	1.0841e-02	1.1505e-02	1.1151e-02	1.3599e-02	5.1535e-03	1.0089e-02	5.6931e-03	1.0599e-02
2460602.145833	2024	292	2024.7968465	1.333	0.753	1.000	1.5926e-02	1.0843e-02	1.1019e-02	1.0869e-02	1.3047e-02	5.4723e-03	9.7956e-03	5.2727e-03	1.0262e-02
2460602.187500	2024	292	2024.7969604	1.333	0.774	1.000	1.6084e-02	1.2139e-02	1.2251e-02	1.0940e-02	1.3204e-02	6.5211e-03	1.0403e-02	6.4071e-03	1.0576e-02
2460602.229166	2024	292	2024.7970742	1.333	0.753	1.000	1.4727e-02	1.0720e-02	1.1068e-02	9.5395e-03	1.2768e-02	5.2250e-03	9.5195e-03	5.3392e-03	1.0189e-02
2460602.270833	2024	292	2024.7971881	1.333	0.774	1.000	1.5187e-02	1.0694e-02	1.2522e-02	9.9257e-03	1.2950e-02	5.1912e-03	9.8372e-03	6.6183e-03	1.0575e-02
2460602.312500	2024	292	2024.7973019	1.333	0.753	1.000	1.5351e-02	1.1321e-02	1.1416e-02	1.0004e-02	1.2438e-02	5.8686e-03	9.4921e-03	5.7164e-03	1.0189e-02
2460602.354166	2024	292	2024.7974158	1.333	0.774	1.000	1.4125e-02	1.1979e-02	1.1423e-02	8.6942e-03	1.2635e-02	6.4511e-03	1.0157e-02	5.6287e-03	1.0283e-02
2460602.395833	2024	292	2024.7975296	1.333	0.753	1.000	1.4763e-02	1.0113e-02	1.1631e-02	9.5562e-03	1.2225e-02	4.6818e-03	9.5542e-03	6.0171e-03	1.0163e-02
2460602.437500	2024	292	2024.7976434	1.333	0.773	1.000	1.5167e-02	1.1274e-02	1.2463e-02	9.8373e-03	1.2588e-02	5.7056e-03	1.0121e-02	6.6481e-03	1.0256e-02
2460602.479166	2024	292	2024.7977573	1.333	0.753	1.000	1.4248e-02	1.0669e-02	1.1306e-02	8.8893e-03	1.2541e-02	5.2612e-03	9.8850e-03	5.7207e-03	1.0290e-02
2460602.520833	2024	293	2024.7978711	1.333	0.773	1.000	1.5186e-02	1.1900e-02	1.1218e-02	9.8057e-03	1.2159e-02	6.4230e-03	9.7176e-03	5.4713e-03	1.0399e-02
2460602.562500	2024	293	2024.7979850	1.333	0.754	1.000	1.3681e-02	1.0855e-02	1.1556e-02	8.6891e-03	1.2104e-02	5.4837e-03	9.2848e-03	6.0469e-03	9.8954e-03
2460602.604166	2024	293	2024.7980988	1.333	0.772	1.000	1.4297e-02	1.0625e-02	1.1809e-02	8.8445e-03	1.2150e-02	5.1118e-03	1.0035e-02	6.0500e-03	1.0356e-02
2460602.645833	2024	293	2024.7982127	1.333	0.755	1.000	1.4540e-02	1.1154e-02	1.2016e-02	9.2042e-03	1.2129e-02	5.8110e-03	9.3645e-03	6.4611e-03	9.8338e-03
2460602.687500	2024	293	2024.7983265	1.333	0.771	1.000	1.4202e-02	1.0697e-02	1.1956e-02	8.6522e-03	1.1808e-02	5.1432e-03	9.8360e-03	6.2446e-03	1.0105e-02
2460602.729166	2024	293	2024.7984403	1.333	0.756	1.000	1.3172e-02	1.1200e-02	1.0850e-02	7.9190e-03	1.1347e-02	5.8356e-03	9.5083e-03	5.1811e-03	1.0178e-02
2460602.770833	2024	293	2024.7985542	1.333	0.769	1.000	1.4506e-02	1.0226e-02	1.1135e-02	9.2404e-03	1.1639e-02	4.8264e-03	9.5926e-03	5.3883e-03	1.0152e-02
2460602.812500	2024	293	2024.7986680	1.333	0.757	1.000	1.3796e-02	1.1761e-02	1.0815e-02	8.5495e-03	1.1547e-02	6.4225e-03	9.4426e-03	5.2551e-03	9.9243e-03
2460602.854166	2024	293	2024.7987819	1.333	0.768	1.000	1.4889e-02	1.1565e-02	1.1715e-02	9.6396e-03	1.1584e-02	6.1143e-03	9.8036e-03	6.0883e-03	1.0066e-02
2460602.895833	2024	293	2024.7988957	1.333	0.758	1.000	1.3167e-02	1.0396e-02	1.0900e-02	8.0062e-03	1.1174e-02	4.9828e-03	9.4162e-03	5.3169e-03	1.0022e-02
2460602.937500	2024	293	2024.7990096	1.333	0.767	1.000	1.2527e-02	1.0248e-02	1.1245e-02	7.0881e-03	1.1344e-02	4.8687e-03	9.3375e-03	5.5205e-03	1.0150e-02
2460602.979166	2024	293	2024.7991234	1.333	0.759	1.000	1.3099e-02	1.1038e-02	1.1750e-02	7.6228e-03	1.1557e-02	5.7794e-03	9.5795e-03	6.2156e-03	9.7429e-03
2460603.020833	2024	293	2024.7992372	1.333	0.766	1.000	1.4955e-02	1.1276e-02	1.1604e-02	9.6854e-03	1.1742e-02	5.7270e-03	9.7076e-03	6.0971e-03	1.0226e-02
2460603.062500	2024	293	2024.7993511	1.333	0.760	1.000	1.2806e-02	1.0506e-02	1.0792e-02	7.6236e-03	1.0998e-02	5.1032e-03	9.5191e-03	5.1638e-03	9.6729e-03
2460603.104166	2024	293	2024.7994649	1.333	0.765	1.000	1.2164e-02	1.1237e-02	1.1603e-02	6.8832e-03	1.0923e-02	5.7271e-03	9.8698e-03	5.9730e-03	9.9816e-03
2460603.145833	2024	293	2024.7995788	1.333	0.761	1.000	1.2808e-02	1.0431e-02	1.1064e-02	7.5513e-03	1.1113e-02	5.1373e-03	9.4370e-03	5.5522e-03	1.0151e-02
2460603.187500	2024	293	2024.7996926	1.333	0.763	1.000	1.3130e-02	1.1151e-02	1.1617e-02	7.5815e-03	1.1451e-02	5.7509e-03	9.7227e-03	5.8844e-03	1.0093e-02
2460603.229166	2024	293	2024.7998065	1.333	0.762	1.000	1.1795e-02	1.0387e-02	1.1738e-02	6.5090e-03	1.1020e-02	4.9541e-03	9.1976e-03	6.1657e-03	1.0064e-02
2460603.270833	2024	293	2024.7999203	1.333	0.762	1.000	1.3208e-02	1.1594e-02	1.1100e-02	7.8465e-03	1.1242e-02	6.1358e-03	9.9275e-03	5.5000e-03	9.7555e-03
2460603.312500	2024	293	2024.8000342	1.333	0.764	1.000	1.2844e-02	1.1161e-02	1.1056e-02	7.4284e-03	1.0517e-02	5.6631e-03	9.5171e-03	5.5220e-03	1.0112e-02
2460603.354166	2024	293	2024.8001480	1.333	0.761	1.000	1.3189e-02	1.1102e-02	1.2158e-02	7.8016e-03	1.1370e-02	5.6343e-03	9.6514e-03	6.4962e-03	1.0319e-02
2460603.395833	2024	293	2024.8002618	1.333	0.765	1.000	1.2537e-02	1.0988e-02	1.0582e-02	7.3606e-03	1.0832e-02	5.5588e-03	9.7539e-03	5.0618e-03	9.6630e-03
2460603.437500	2024	293	2024.8003757	1.333	0.760	1.000	1.3133e-02	1.0161e-02	1.0351e-02	7.7341e-03	1.0969e-02	4.7057e-03	9.4113e-03	4.8009e-03	1.0242e-02
2460603.479166	2024	293	2024.8004895	1.333	0.766	1.000	1.2520e-02	1.0535e-02	1.0842e-02	7.1214e-03	1.1041e-02	5.1662e-03	9.5790e-03	5.1890e-03	9.7839e-03
2460603.520833	2024	294	2024.8006034	1.333	0.759	1.000	1.2344e-02	1.0267e-02	1.1643e-02	7.0322e-03	1.0973e-02	4.9234e-03	9.4249e-03	5.9931e-03	9.9532e-03
2460603.562500	2024	294	2024.8007172	1.333	0.767	1.000	1.2680e-02	1.0552e-02	1.1717e-02	7.3016e-03	1.1209e-02	5.1060e-03	9.7071e-03	5.9478e-03	1.0113e-02
2460603.604166	2024	294	2024.8008311	1.333	0.758	1.000	1.2879e-02	1.1303e-02	1.2131e-02	7.5610e-03	1.0929e-02	5.9726e-03	9.6118e-03	6.4787e-03	1.0257e-02
2460603.645833	2024	294	2024.8009449	1.333	0.769	1.000	1.3389e-02	1.1192e-02	1.1210e-02	7.9950e-03	1.1495e-02	5.5442e-03	9.6519e-03	5.5924e-03	1.0276e-02
2460603.687500	2024	294	2024.8010587	1.333	0.756	1.000	1.2517e-02	1.0979e-02	1.0836e-02	7.2564e-03	1.0785e-02	5.6127e-03	9.8126e-03	5.2213e-03	9.8640e-03
2460603.729166	2024	294	2024.8011726	1.333	0.770	1.000	1.2806e-02	1.0944e-02	1.1495e-02	7.3668e-03	1.1212e-02	5.4073e-03	9.6106e-03	5.6980e-03	1.0072e-02
2460603.770833	2024	294	2024.8012864	1.333	0.755	1.000	1.2242e-02	1.0530e-02	1.1504e-02	6.8944e-03	1.0760e-02	5.1459e-03	9.7522e-03	5.9298e-03	1.0008e-02
2460603.812500	2024	294	2024.8014003	1.333	0.771	1.000	1.2255e-02	1.1256e-02	1.0927e-02	6.8911e-03	1.0741e-02	5.7148e-03	9.8748e-03	5.2716e-03	1.0158e-02
2460603.854166	2024	294	2024.8015141	1.333	0.754	1.000	1.2504e-02	1.1726e-02	1.1709e-02	7.0138e-03	1.0600e-02	6.2061e-03	9.7247e-03	5.9681e-03	1.0188e-02
2460603.895833	2024	294	2024.8016280	1.333	0.773	1.000	1.2208e-02	1.0737e-02	1.1321e-02	6.7956e-03	1.0963e-02	5.2784e-03	9.7532e-03	5.5909e-03	1.0277e-02
2460603.937500	2024	294	2024.8017418	1.333	0.753	1.000	1.1489e-02	1.0892e-02	1.1211e-02	6.1515e-03	1.0631e-02	5.5420e-03	9.5761e-03	5.6895e-03	1.0109e-02
2460603.979166	2024	294	2024.8018556	1.333	0.774	1.000	1.2757e-02	1.1544e-02	1.1810e-02	7.3287e-03	1.1028e-02	5.9809e-03	9.9611e-03	6.0518e-03	1.0104e-02
2460604.020833	2024	294	2024.8019695	1.333	0.752	1.000	1.2000e-02	1.1545e-02	1.1515e-02	6.5973e-03	1.0794e-02	6.0830e-03	9.8306e-03	5.9461e-03	1.0201e-02
2460604.062500	2024	294	2024.8020833	1.333	0.775	1.000	1.2738e-02	1.0528e-02	1.1552e-02	7.2576e-03	1.1184e-02	4.9517e-03	9.8195e-03	5.7092e-03	1.0102e-02
2460604.104166	2024	294	2024.8021972	1.333	0.751	1.000	1.2513e-02	1.1127e-02	1.1220e-02	7.2251e-03	1.0424e-02	5.6358e-03	9.7710e-03	5.5574e-03	9.9131e-03
2460604.145833	2024	294	2024.8023110	1.333	0.776	1.000	1.3086e-02	1.1482e-02	1.1419e-02	7.5173e-03	1.1212e-02	5.8215e-03	9.8712e-03	5.7064e-03	1.0196e-02
2460604.187500	2024	294	2024.8024249	1.333	0.751	1.000	1.2246e-02	1.0533e-02	1.1277e-02	6.9212e-03	1.0710e-02	5.1613e-03	9.6070e-03	5.5971e-03	1.0051e-02
2460604.229166	2024	294	2024.8025387	1.333	0.776	1.000	1.2964e-02	1.1629e-02	1.2505e-02	7.5107e-03	1.1326e-02	6.0456e-03	1.0010e-02	6.7950e-03	1.0239e-02
2460604.270833	2024	294	2024.8026526	1.333	0.751	1.000	1.3593e-02	1.0615e-02	1.0809e-02	8.2705e-03	1.0895e-02	5.2221e-03	9.5080e-03	5.3034e-03	9.8909e-03
2460604.312500	2024	294	2024.8027664	1.333	0.777	1.000	1.3030e-02	1.1012e-02	1.2178e-02	7.5153e-03	1.0903e-02	5.2927e-03	9.9994e-03	6.4452e-03	1.0237e-02
2460604.354166	2024	294	2024.8028802	1.333	0.751	1.000	1.2632e-02	1.1287e-02	1.1493e-02	7.2476e-03	1.0711e-02	5.8069e-03	1.0064e-02	5.7904e-03	1.0040e-02
2460604.395833	2024	294	2024.8029941	1.333	0.776	1.000	1.2728e-02	1.0982e-02	1.0974e-02	7.1575e-03	1.1083e-02	5.4324e-03	9.9129e-03	5.1254e-03	1.0383e-02
2460604.437500	2024	294	2024.8031079	1.333	0.751	1.000	1.2219e-02	1.1373e-02	1.1107e-02	6.9404e-03	1.0330e-02	5.9644e-03	9.4437e-03	5.4680e-03	1.0241e-02
2460604.479166	2024	294	2024.8032218	1.333	0.775	1.000	1.2238e-02	1.0805e-02	1.1272e-02	6.7964e-03	1.0630e-02	5.1113e-03	9.8833e-03	5.5271e-03	1.0279e-02
2460604.520833	2024	295	2024.8033356	1.333	0.752	1.000	1.1763e-02	1.0581e-02	1.1482e-02	6.3592e-03	1.0615e-02	5.2354e-03	9.8666e-03	5.7540e-03	1.0250e-02
2460604.562500	2024	295	2024.8034495	1.333	0.774	1.000	1.4477e-02	1.1311e-02	1.1380e-02	8.9450e-03	1.1146e-02	5.7297e-03	9.8586e-03	5.6887e-03	1.0022e-02
2460604.604166	2024	295	2024.8035633	1.333	0.753	1.000	1.2343e-02	1.1324e-02	1.1475e-02	6.9801e-03	1.0563e-02	5.9093e-03	9.5906e-03	5.8413e-03	1.0059e-02
2460604.645833	2024	295	2024.8036771	1.333	0.772	1.000	1.2838e-02	1.1854e-02	1.1871e-02	7.4860e-03	1.0843e-02	6.2264e-03	9.8943e-03	6.0466e-03	1.0653e-02
2460604.687500	2024	295	2024.8037910	1.333	0.754	1.000	1.1486e-02	1.0859e-02	1.1529e-02	5.9957e-03	1.0471e-02	5.4409e-03	9.6718e-03	5.8872e-03	1.0074e-02
2460604.729166	2024	295	2024.8039048	1.333	0.771	1.000	1.2631e-02	1.0617e-02	1.0190e-02	7.1339e-03	1.0917e-02	5.0550e-03	9.7645e-03	4.5057e-03	9.9302e-03
2460604.770833	2024	295	2024.8040187	1.333	0.756	1.000	1.2256e-02	1.1544e-02	1.2177e-02	6.8153e-03	1.0623e-02	6.0233e-03	9.6084e-03	6.4914e-03	1.0287e-02
2460604.812500	2024	295	2024.8041325	1.333	0.769	1.000	1.2382e-02	1.0985e-02	1.1611e-02	6.9547e-03	1.0940e-02	5.5159e-03	9.9877e-03	5.7521e-03	1.0156e-02
2460604.854166	2024	295	2024.8042464	1.333	0.758	1.000	1.1980e-02	1.2123e-02	1.1149e-02	6.6740e-03	9.9264e-03	6.6412e-03	9.8823e-03	5.4730e-03	1.0401e-02
2460604.895833	2024	295	2024.8043602	1.333	0.767	1.000	1.2638e-02	1.1854e-02	1.1638e-02	7.1111e-03	1.0688e-02	6.2987e-03	1.0058e-02	5.9013e-03	1.0443e-02
2460604.937500	2024	295	2024.8044740	1.333	0.760	1.000	1.2384e-02	1.0640e-02	1.1054e-02	6.9309e-03	1.0871e-02	5.2857e-03	9.6487e-03	5.3328e-03	9.9543e-03
2460604.979166	2024	295	2024.8045879	1.333	0.765	1.000	1.2017e-02	1.2063e-02	1.0952e-02	6.4623e-03	1.0715e-02	6.5577e-03	9.9337e-03	5.2937e-03	1.0126e-02
2460605.020833	2024	295	2024.8047017	1.333	0.762	1.000	1.2677e-02	1.0051e-02	1.1115e-02	7.2626e-03	1.0739e-02	4.5537e-03	9.6922e-03	5.4262e-03	1.0544e-02
2460605.062500	2024	295	2024.8048156	1.333	0.763	1.000	1.3206e-02	1.1069e-02	1.1480e-02	7.7347e-03	1.0872e-02	5.4160e-03	9.8477e-03	5.7137e-03	1.0191e-02
2460605.104166	2024	295	2024.8049294	1.333	0.764	1.000	1.2059e-02	1.0722e-02	1.0743e-02	6.7033e-03	1.0484e-02	5.2632e-03	9.5339e-03	5.0095e-03	9.8281e-03
2460605.145833	2024	295	2024.8050433	1.333	0.761	1.000	1.2051e-02	1.1075e-02	1.1500e-02	6.5323e-03	1.0620e-02	5.4960e-03	1.0037e-02	5.6211e-03	1.0235e-02
2460605.187500	2024	295	2024.8051571	1.333	0.766	1.000	1.2198e-02	1.0454e-02	1.1599e-02	6.9270e-03	1.0775e-02	4.8252e-03	9.5297e-03	5.7650e-03	1.0396e-02
2460605.229166	2024	295	2024.8052709	1.333	0.759	1.000	1.1936e-02	1.1681e-02	1.0791e-02	6.6382e-03	1.0545e-02	6.2946e-03	9.7346e-03	5.1973e-03	1.0002e-02
2460605.270833	2024	295	2024.8053848	1.333	0.767	1.000	1.2402e-02	1.1301e-02	1.2800e-02	6.7819e-03	1.0597e-02	5.6397e-03	9.8934e-03	7.0060e-03	1.0070e-02
2460605.312500	2024	295	2024.8054986	1.333	0.758	1.000	1.2657e-02	1.0840e-02	1.1218e-02	7.1917e-03	1.0746e-02	5.2626e-03	9.6724e-03	5.6982e-03	9.9726e-03
2460605.354166	2024	295	2024.8056125	1.333	0.769	1.000	1.2418e-02	1.1275e-02	1.2856e-02	6.9204e-03	1.0678e-02	5.7387e-03	1.0083e-02	6.9652e-03	1.0532e-02
2460605.395833	2024	295	2024.8057263	1.333	0.756	1.000	1.1734e-02	1.0201e-02	1.0882e-02	6.3036e-03	1.0328e-02	4.8926e-03	9.4143e-03	5.2902e-03	9.8457e-03
2460605.437500	2024	295	2024.8058402	1.333	0.771	1.000	1.2334e-02	1.1629e-02	1.0452e-02	6.8573e-03	1.0656e-02	6.1018e-03	1.0070e-02	4.6563e-03	1.0045e-02
2460605.479166	2024	295	2024.8059540	1.333	0.754	1.000	1.2039e-02	1.0964e-02	1.1705e-02	6.5489e-03	1.0548e-02	5.5127e-03	9.9380e-03	5.9878e-03	9.9653e-03
2460605.520833	2024	296	2024.8060679	1.333	0.773	1.000	1.1828e-02	1.1378e-02	1.1668e-02	6.3658e-03	1.0600e-02	5.7758e-03	1.0151e-02	5.7507e-03	1.0342e-02
2460605.562500	2024	296	2024.8061817	1.333	0.753	1.000	1.2288e-02	1.0785e-02	1.1573e-02	6.8912e-03	1.0484e-02	5.3633e-03	9.6180e-03	5.7578e-03	9.9832e-03
2460605.604166	2024	296	2024.8062955	1.333	0.775	1.000	1.2386e-02	1.1516e-02	1.0937e-02	6.8241e-03	1.0547e-02	5.8648e-03	9.9884e-03	5.0408e-03	1.0368e-02
2460605.645833	2024	296	2024.8064094	1.333	0.751	1.000	1.2405e-02	1.0231e-02	1.0578e-02	7.0313e-03	1.0193e-02	4.8085e-03	9.5535e-03	4.9402e-03	9.9388e-03
2460605.687500	2024	296	2024.8065232	1.333	0.777	1.000	1.2062e-02	1.0323e-02	1.0962e-02	6.6714e-03	1.0587e-02	4.7445e-03	9.9805e-03	5.0121e-03	1.0043e-02
2460605.729166	2024	296	2024.8066371	1.333	0.750	1.000	1.1622e-02	1.1661e-02	1.1192e-02	6.2272e-03	1.0586e-02	6.1387e-03	9.5803e-03	5.5143e-03	1.0351e-02
2460605.770833	2024	296	2024.8067509	1.333	0.778	1.000	1.1850e-02	1.1166e-02	1.1990e-02	6.1981e-03	1.0786e-02	5.5546e-03	1.0422e-02	6.1046e-03	1.0469e-02
2460605.812500	2024	296	2024.8068648	1.333	0.749	1.000	1.1621e-02	1.1743e-02	1.0970e-02	6.3583e-03	1.0707e-02	6.3536e-03	9.7439e-03	5.2249e-03	1.0021e-02
2460605.854166	2024	296	2024.8069786	1.333	0.780	1.000	1.2933e-02	1.1806e-02	1.1137e-02	7.3590e-03	1.0856e-02	6.1513e-03	1.0178e-02	5.2330e-03	1.0271e-02
2460605.895833	2024	296	2024.8070924	1.333	0.748	1.000	1.2095e-02	1.1542e-02	1.0808e-02	6.6731e-03	1.0327e-02	5.9474e-03	9.9381e-03	5.2497e-03	9.7851e-03
2460605.937500	2024	296	2024.8072063	1.333	0.781	1.000	1.2971e-02	1.1991e-02	1.2773e-02	7.2591e-03	1.0869e-02	6.3804e-03	1.0097e-02	6.8838e-03	1.0592e-02
2460605.979166	2024	296	2024.8073201	1.333	0.747	1.000	1.1647e-02	1.1319e-02	1.1000e-02	6.2041e-03	1.0570e-02	5.7797e-03	9.7091e-03	5.5487e-03	9.8850e-03
2460606.020833	2024	296	2024.8074340	1.333	0.781	1.000	1.1804e-02	1.0870e-02	1.2421e-02	6.3437e-03	1.0741e-02	5.1109e-03	9.9321e-03	6.4484e-03	1.0485e-02
2460606.062500	2024	296	2024.8075478	1.333	0.747	1.000	1.2830e-02	1.1922e-02	1.1523e-02	7.3617e-03	1.0449e-02	6.3706e-03	9.8889e-03	5.7622e-03	1.0133e-02
2460606.104166	2024	296	2024.8076617	1.333	0.781	1.000	1.1473e-02	1.1047e-02	1.2089e-02	5.9212e-03	1.0784e-02	5.3736e-03	9.8803e-03	6.3187e-03	1.0155e-02
2460606.145833	2024	296	2024.8077755	1.333	0.748	1.000	1.2067e-02	1.1604e-02	1.1449e-02	6.7785e-03	1.0282e-02	6.0290e-03	9.9715e-03	5.8334e-03	1.0027e-02
2460606.187500	2024	296	2024.8078893	1.333	0.780	1.000	1.3037e-02	1.0835e-02	1.0958e-02	7.5792e-03	1.0563e-02	5.1651e-03	1.0173e-02	5.2186e-03	1.0267e-02
2460606.229166	2024	296	2024.8080032	1.333	0.748	1.000	1.2309e-02	1.1627e-02	1.1762e-02	6.8219e-03	1.0514e-02	6.0511e-03	9.8924e-03	6.0661e-03	9.9271e-03
2460606.270833	2024	296	2024.8081170	1.333	0.779	1.000	1.2172e-02	1.2579e-02	1.1656e-02	6.6844e-03	1.0628e-02	6.7885e-03	1.0144e-02	5.6507e-03	1.0243e-02
2460606.312500	2024	296	2024.8082309	1.333	0.749	1.000	1.1383e-02	1.0829e-02	1.1223e-02	6.0015e-03	1.0247e-02	5.3615e-03	9.5386e-03	5.4095e-03	1.0440e-02
2460606.354166	2024	296	2024.8083447	1.333	0.777	1.000	1.2648e-02	1.1160e-02	1.2198e-02	6.9717e-03	1.0717e-02	5.5156e-03	1.0123e-02	6.1734e-03	1.0632e-02
2460606.395833	2024	296	2024.8084586	1.333	0.751	1.000	1.1611e-02	1.1020e-02	1.1390e-02	6.3783e-03	1.0141e-02	5.5324e-03	9.5690e-03	5.6519e-03	1.0051e-02
2460606.437500	2024	296	2024.8085724	1.333	0.775	1.000	1.2494e-02	1.2105e-02	1.1328e-02	7.0366e-03	1.0475e-02	6.4379e-03	1.0404e-02	5.5081e-03	1.0436e-02
2460606.479166	2024	296	2024.8086862	1.333	0.753	1.000	1.2522e-02	1.1428e-02	1.0954e-02	7.1043e-03	1.0430e-02	6.0187e-03	9.6416e-03	5.2511e-03	9.8726e-03
2460606.520833	2024	297	2024.8088001	1.333	0.772	1.000	1.2075e-02	1.0673e-02	1.1065e-02	6.4677e-03	1.0558e-02	5.0580e-03	9.8980e-03	5.1483e-03	1.0051e-02
2460606.562500	2024	297	2024.8089139	1.333	0.755	1.000	1.2710e-02	1.0703e-02	1.1091e-02	7.2213e-03	1.0689e-02	5.2944e-03	9.6918e-03	5.4892e-03	1.0164e-02
2460606.604166	2024	297	2024.8090278	1.333	0.770	1.000	1.2774e-02	1.1305e-02	1.2304e-02	7.2982e-03	1.0505e-02	5.7194e-03	1.0068e-02	6.4810e-03	1.0151e-02
2460606.645833	2024	297	2024.8091416	1.333	0.757	1.000	1.2373e-02	1.1152e-02	1.1353e-02	6.9119e-03	1.0814e-02	5.5828e-03	9.9714e-03	5.5335e-03	1.0202e-02
2460606.687500	2024	297	2024.8092555	1.333	0.767	1.000	1.1561e-02	1.1596e-02	1.1706e-02	6.0252e-03	1.0363e-02	6.0664e-03	9.7841e-03	5.7144e-03	1.0296e-02
2460606.729166	2024	297	2024.8093693	1.333	0.760	1.000	1.1492e-02	1.1071e-02	1.1614e-02	6.1169e-03	1.0265e-02	5.5461e-03	9.9610e-03	5.8130e-03	1.0265e-02
2460606.770833	2024	297	2024.8094832	1.333	0.764	1.000	1.2312e-02	1.1128e-02	1.0585e-02	6.8244e-03	1.0365e-02	5.5256e-03	9.9870e-03	4.8417e-03	9.9672e-03
2460606.812500	2024	297	2024.8095970	1.333	0.763	1.000	1.1765e-02	1.0837e-02	1.1617e-02	6.2825e-03	1.0365e-02	5.3441e-03	9.8227e-03	5.8763e-03	1.0293e-02
2460606.854166	2024	297	2024.8097108	1.333	0.761	1.000	1.2451e-02	1.1207e-02	1.1625e-02	6.8391e-03	1.0595e-02	5.4661e-03	1.0240e-02	5.8253e-03	1.0161e-02
2460606.895833	2024	297	2024.8098247	1.333	0.765	1.000	1.2130e-02	1.1174e-02	1.2212e-02	6.5778e-03	1.0483e-02	5.5978e-03	1.0068e-02	6.5714e-03	1.0462e-02
2460606.937500	2024	297	2024.8099385	1.333	0.759	1.000	1.1997e-02	1.0908e-02	1.0916e-02	6.6099e-03	1.0279e-02	5.2151e-03	9.8645e-03	5.1610e-03	1.0273e-02
2460606.979166	2024	297	2024.8100524	1.333	0.768	1.000	1.2021e-02	1.2122e-02	1.1389e-02	6.5141e-03	1.0202e-02	6.5625e-03	9.9113e-03	5.3807e-03	1.0398e-02
2460607.020833	2024	297	2024.8101662	1.333	0.756	1.000	1.2296e-02	1.2021e-02	1.1814e-02	6.6941e-03	1.0445e-02	6.4776e-03	9.7272e-03	6.1415e-03	9.9594e-03
2460607.062500	2024	297	2024.8102801	1.333	0.771	1.000	1.2608e-02	1.1539e-02	1.1348e-02	7.1027e-03	1.0438e-02	5.8635e-03	1.0363e-02	5.4826e-03	1.0405e-02
2460607.104166	2024	297	2024.8103939	1.333	0.754	1.000	1.1330e-02	1.0994e-02	1.1618e-02	5.8615e-03	1.0091e-02	5.4613e-03	9.5397e-03	5.8898e-03	1.0388e-02
2460607.145833	2024	297	2024.8105077	1.333	0.773	1.000	1.1989e-02	1.1629e-02	1.1584e-02	6.5141e-03	1.0540e-02	6.0042e-03	1.0082e-02	5.6830e-03	1.0528e-02
2460607.187500	2024	297	2024.8106216	1.333	0.752	1.000	1.1001e-02	1.1562e-02	1.0898e-02	5.6276e-03	1.0122e-02	6.0059e-03	9.8052e-03	5.2556e-03	9.7302e-03
2460607.229166	2024	297	2024.8107354	1.333	0.776	1.000	1.2630e-02	1.1709e-02	1.3579e-02	7.1014e-03	1.0419e-02	5.9542e-03	1.0308e-02	7.7840e-03	1.0269e-02
2460607.270833	2024	297	2024.8108493	1.333	0.751	1.000	1.1495e-02	1.1029e-02	1.1253e-02	6.2105e-03	1.0018e-02	5.5232e-03	1.0009e-02	5.5650e-03	1.0346e-02
2460607.312500	2024	297	2024.8109631	1.333	0.777	1.000	1.1883e-02	1.1276e-02	1.2485e-02	6.2715e-03	1.0272e-02	5.5968e-03	1.0094e-02	6.5979e-03	1.0438e-02
2460607.354166	2024	297	2024.8110770	1.333	0.749	1.000	1.2245e-02	1.1513e-02	1.0364e-02	6.8822e-03	1.0253e-02	6.0988e-03	9.8116e-03	4.7691e-03	9.7613e-03
2460607.395833	2024	297	2024.8111908	1.333	0.779	1.000	1.1976e-02	1.0908e-02	1.1919e-02	6.2184e-03	1.0496e-02	5.2177e-03	1.0055e-02	5.9777e-03	1.0602e-02
2460607.437500	2024	297	2024.8113046	1.333	0.748	1.000	1.2669e-02	1.0311e-02	1.1141e-02	7.2634e-03	1.0375e-02	4.8286e-03	9.5003e-03	5.5449e-03	1.0043e-02
2460607.479166	2024	297	2024.8114185	1.333	0.780	1.000	1.1384e-02	1.1804e-02	1.1759e-02	5.8409e-03	1.0603e-02	6.0138e-03	9.9256e-03	5.8895e-03	1.0467e-02
